NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,PRESOLVING TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,RANDOM SEED,CUT SETTING,STATUS,END
fastxgemm-n2r7s4t1.mps.gz,27,27,14,27,42,1153.937967,0.26171,42,0,355548,48083,0,187498,32,1,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,11,0,0,65.667938,0.34163,0,0,22016,5310,0,24649,2,1,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,11,0,0,64.375468,0.339848,0,0,22016,5310,0,24649,4,1,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,11,0,0,63.961815,0.326209,0,0,22016,5310,0,24649,8,1,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,11,0,0,60.118975,0.343104,0,0,22016,5310,0,24649,16,1,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,11,0,0,59.685733,0.30469,0,0,22016,5310,0,24649,32,1,optimal,DONE
fhnw-sq2.mps.gz,0,0,22,0,0,18000.00651,0.094851,1.00E+20,1.00E+20,33545462,2092974,0,14250482,2,1,timelimit,DONE
fhnw-sq2.mps.gz,0,0,22,0,0,18000.00363,0.09906,1.00E+20,1.00E+20,29018568,1810267,0,12391586,4,1,timelimit,DONE
fhnw-sq2.mps.gz,0,0,22,0,0,18000.0044,0.097961,1.00E+20,1.00E+20,28837312,1799693,0,12311332,8,1,timelimit,DONE
fhnw-sq2.mps.gz,0,0,22,0,0,18000.0034,0.098977,1.00E+20,1.00E+20,28840577,1799896,0,12315486,16,1,timelimit,DONE
fhnw-sq2.mps.gz,0,0,22,0,0,18000.00402,0.09813,1.00E+20,1.00E+20,28813089,1798186,0,12295040,32,1,timelimit,DONE
fiball.mps.gz,5,138,25,138,138,1008.011968,5.444211,138,0,22792,1316,0,3495,2,1,optimal,DONE
fiball.mps.gz,5,138,25,138,138,981.495636,5.131343,138,0,22792,1316,0,3495,4,1,optimal,DONE
fiball.mps.gz,5,138,25,138,138,1036.110427,6.801159,138,0,22792,1316,0,3495,8,1,optimal,DONE
fiball.mps.gz,5,138,25,138,138,1013.271586,7.008651,138,0,22792,1316,0,3495,16,1,optimal,DONE
fiball.mps.gz,5,138,25,138,138,1036.416432,7.303448,138,0,22792,1316,0,3495,32,1,optimal,DONE
fiber.mps.gz,58462.8,287395.1834,85,405933.3274,405935.18,1.477024,0.04958,405935.18,0,6402,30,0,1,2,1,optimal,DONE
fiber.mps.gz,58462.8,287395.1834,85,405933.3274,405935.18,1.466528,0.049046,405935.18,0,6402,30,0,1,4,1,optimal,DONE
fiber.mps.gz,58462.8,287395.1834,85,405933.3274,405935.18,1.488341,0.049213,405935.18,0,6402,30,0,1,8,1,optimal,DONE
fiber.mps.gz,58462.8,287395.1834,85,405933.3274,405935.18,1.484614,0.049747,405935.18,0,6402,30,0,1,16,1,optimal,DONE
fiber.mps.gz,58462.8,287395.1834,85,405933.3274,405935.18,1.481121,0.049407,405935.18,0,6402,30,0,1,32,1,optimal,DONE
fjspeasy01i.mps.gz,216,217,71,240,253,287.172093,247.517978,253,0,464807,1695,0,31,2,1,optimal,DONE
fjspeasy01i.mps.gz,216,217,71,240,253,286.993286,247.385842,253,0,464807,1695,0,31,4,1,optimal,DONE
fjspeasy01i.mps.gz,216,217,71,240,253,286.162888,247.053149,253,0,464807,1695,0,31,8,1,optimal,DONE
fjspeasy01i.mps.gz,216,217,71,240,253,281.731714,243.704526,253,0,464807,1695,0,31,16,1,optimal,DONE
fjspeasy01i.mps.gz,216,217,71,240,253,281.967182,243.933562,253,0,464807,1695,0,31,32,1,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.026801,0.004773,1201500,0,13,0,0,1,2,1,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.026932,0.004869,1201500,0,13,0,0,1,4,1,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.02697,0.005173,1201500,0,13,0,0,1,8,1,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.026805,0.004698,1201500,0,13,0,0,1,16,1,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.026887,0.004865,1201500,0,13,0,0,1,32,1,optimal,DONE
g200x740.mps.gz,34077.54267,37619.61152,52,44097.75262,44316,43.247857,0.024191,44316,0,37979,1876,0,3960,2,1,optimal,DONE
g200x740.mps.gz,34077.54267,37619.61152,52,44097.75262,44316,43.146177,0.02334,44316,0,37979,1876,0,3960,4,1,optimal,DONE
g200x740.mps.gz,34077.54267,37619.61152,52,44097.75262,44316,42.780607,0.023708,44316,0,37979,1876,0,3960,8,1,optimal,DONE
g200x740.mps.gz,34077.54267,37619.61152,52,44097.75262,44316,42.679332,0.02351,44316,0,37979,1876,0,3960,16,1,optimal,DONE
g200x740.mps.gz,34077.54267,37619.61152,52,44097.75262,44316,43.060469,0.023697,44316,0,37979,1876,0,3960,32,1,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,-2060.624016,58,721.7873897,983.0406199,61.026602,2.071125,983.0406199,0,54748,5561,0,612,2,1,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,-2060.624016,58,721.7873897,983.0406199,61.275992,1.999841,983.0406199,0,54748,5561,0,612,4,1,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,-2060.624016,58,721.7873897,983.0406199,61.197541,2.073722,983.0406199,0,54748,5561,0,612,8,1,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,-2060.624016,58,721.7873897,983.0406199,61.487739,1.983116,983.0406199,0,54748,5561,0,612,16,1,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,-2060.624016,58,721.7873897,983.0406199,61.533963,2.009063,983.0406199,0,54748,5561,0,612,32,1,optimal,DONE
gasprod1-3.mps.gz,-122678.762,-246.4437217,37,2267.595714,2310.108985,33.5545,1.388684,2310.108985,0,24616,3586,0,378,2,1,optimal,DONE
gasprod1-3.mps.gz,-122678.762,-246.4437217,37,2267.595714,2310.108985,33.462859,1.430081,2310.108985,0,24616,3586,0,378,4,1,optimal,DONE
gasprod1-3.mps.gz,-122678.762,-246.4437217,37,2267.595714,2310.108985,33.329753,1.392013,2310.108985,0,24616,3586,0,378,8,1,optimal,DONE
gasprod1-3.mps.gz,-122678.762,-246.4437217,37,2267.595714,2310.108985,33.790253,1.351642,2310.108985,0,24616,3586,0,378,16,1,optimal,DONE
gasprod1-3.mps.gz,-122678.762,-246.4437217,37,2267.595714,2310.108985,32.804335,1.388476,2310.108985,0,24616,3586,0,378,32,1,optimal,DONE
gasprod2-1.mps.gz,508232.4833,1508215.588,3,1508303.395,1628548.31,2758.086271,2.13242,1628548.31,0,113142,8833,0,3032,2,1,optimal,DONE
gasprod2-1.mps.gz,508232.4833,1508215.588,3,1508303.395,1628548.31,2925.298903,2.011406,1628548.31,0,113142,8833,0,3032,4,1,optimal,DONE
gasprod2-1.mps.gz,508232.4833,1508215.588,3,1508303.395,1628548.31,2966.528834,2.173118,1628548.31,0,113142,8833,0,3032,8,1,optimal,DONE
gasprod2-1.mps.gz,508232.4833,1508215.588,3,1508303.395,1628548.31,2890.977549,2.192608,1628548.31,0,113142,8833,0,3032,16,1,optimal,DONE
gasprod2-1.mps.gz,508232.4833,1508215.588,3,1508303.395,1628548.31,2838.056224,2.135307,1628548.31,0,113142,8833,0,3032,32,1,optimal,DONE
gasprod2-2.mps.gz,298722.3289,1330553.918,30,1368322.836,1375631.663,821.521547,13.82809,1375631.663,0,36455,3138,0,1250,2,1,optimal,DONE
gasprod2-2.mps.gz,298722.3289,1330553.918,30,1368322.836,1375631.663,815.139299,13.512186,1375631.663,0,36455,3138,0,1250,4,1,optimal,DONE
gasprod2-2.mps.gz,298722.3289,1330553.918,30,1368322.836,1375631.663,812.886003,12.877339,1375631.663,0,36455,3138,0,1250,8,1,optimal,DONE
gasprod2-2.mps.gz,298722.3289,1330553.918,30,1368322.836,1375631.663,811.878719,13.226023,1375631.663,0,36455,3138,0,1250,16,1,optimal,DONE
gasprod2-2.mps.gz,298722.3289,1330553.918,30,1368322.836,1375631.663,810.354405,13.371614,1375631.663,0,36455,3138,0,1250,32,1,optimal,DONE
gen.mps.gz,68621.12468,112301.22,5,112313.3627,112313.3627,0.037482,0.01935,112313.3627,0,310,14,0,1,2,1,optimal,DONE
gen.mps.gz,68621.12468,112301.22,5,112313.3627,112313.3627,0.038557,0.020371,112313.3627,0,310,14,0,1,4,1,optimal,DONE
gen.mps.gz,68621.12468,112301.22,5,112313.3627,112313.3627,0.037464,0.019571,112313.3627,0,310,14,0,1,8,1,optimal,DONE
gen.mps.gz,68621.12468,112301.22,5,112313.3627,112313.3627,0.037392,0.019689,112313.3627,0,310,14,0,1,16,1,optimal,DONE
gen.mps.gz,68621.12468,112301.22,5,112313.3627,112313.3627,0.03684,0.019447,112313.3627,0,310,14,0,1,32,1,optimal,DONE
gen-ip002.mps.gz,-4840.541961,-4839.794128,14,-4837.370895,-4783.733392,1486.472101,0.010147,-4783.733392,0,72264,75,0,5859548,2,1,optimal,DONE
gen-ip002.mps.gz,-4840.541961,-4839.794128,14,-4837.370895,-4783.733392,1483.0842,0.009244,-4783.733392,0,72264,75,0,5859548,4,1,optimal,DONE
gen-ip002.mps.gz,-4840.541961,-4839.794128,14,-4837.370895,-4783.733392,1480.414375,0.0093,-4783.733392,0,72264,75,0,5859548,8,1,optimal,DONE
gen-ip002.mps.gz,-4840.541961,-4839.794128,14,-4837.370895,-4783.733392,1484.243629,0.010901,-4783.733392,0,72264,75,0,5859548,16,1,optimal,DONE
gen-ip002.mps.gz,-4840.541961,-4839.794128,14,-4837.370895,-4783.733392,1476.693182,0.009036,-4783.733392,0,72264,75,0,5859548,32,1,optimal,DONE
gen-ip021.mps.gz,2327.842584,2328.060062,23,2329.283139,2361.454195,414.613151,0.007038,2361.454195,0,19822,60,0,2101666,2,1,optimal,DONE
gen-ip021.mps.gz,2327.842584,2328.060062,23,2329.283139,2361.454195,415.49425,0.006892,2361.454195,0,19822,60,0,2101666,4,1,optimal,DONE
gen-ip021.mps.gz,2327.842584,2328.060062,23,2329.283139,2361.454195,417.467485,0.006908,2361.454195,0,19822,60,0,2101666,8,1,optimal,DONE
gen-ip021.mps.gz,2327.842584,2328.060062,23,2329.283139,2361.454195,418.821951,0.007041,2361.454195,0,19822,60,0,2101666,16,1,optimal,DONE
gen-ip021.mps.gz,2327.842584,2328.060062,23,2329.283139,2361.454195,411.612843,0.006993,2361.454195,0,19822,60,0,2101666,32,1,optimal,DONE
gen-ip036.mps.gz,-52491.20487,-4631.760259,32,-4630.739837,-4606.67961,653.07784,0.045946,-4606.67961,0,833,19,0,2144143,2,1,optimal,DONE
gen-ip036.mps.gz,-52491.20487,-4631.760259,32,-4630.739837,-4606.67961,659.874385,0.01047,-4606.67961,0,833,19,0,2144143,4,1,optimal,DONE
gen-ip036.mps.gz,-52491.20487,-4631.760259,32,-4630.739837,-4606.67961,654.961045,0.010587,-4606.67961,0,833,19,0,2144143,8,1,optimal,DONE
gen-ip036.mps.gz,-52491.20487,-4631.760259,32,-4630.739837,-4606.67961,700.522655,0.011031,-4606.67961,0,833,19,0,2144143,16,1,optimal,DONE
gen-ip036.mps.gz,-52491.20487,-4631.760259,32,-4630.739837,-4606.67961,642.822813,0.010756,-4606.67961,0,833,19,0,2144143,32,1,optimal,DONE
gen-ip054.mps.gz,6765.209043,6766.24984,5,6767.637131,6840.965642,1283.901608,0.008328,6840.965642,0,226736,179,0,5682228,2,1,optimal,DONE
gen-ip054.mps.gz,6765.209043,6766.24984,5,6767.637131,6840.965642,1242.939587,0.009954,6840.965642,0,226736,179,0,5682228,4,1,optimal,DONE
gen-ip054.mps.gz,6765.209043,6766.24984,5,6767.637131,6840.965642,1311.465964,0.00753,6840.965642,0,226736,179,0,5682228,8,1,optimal,DONE
gen-ip054.mps.gz,6765.209043,6766.24984,5,6767.637131,6840.965642,1305.33149,0.00843,6840.965642,0,226736,179,0,5682228,16,1,optimal,DONE
gen-ip054.mps.gz,6765.209043,6766.24984,5,6767.637131,6840.965642,1226.645537,0.008812,6840.965642,0,226736,179,0,5682228,32,1,optimal,DONE
germanrr.mps.gz,181140.173,46141889,45,46843997.02,47745247.09,18000.00109,1.287864,47745247.09,0.018261628,48020,2224,0,3239,2,1,timelimit,DONE
germanrr.mps.gz,181140.173,46141889,45,46843997.02,47745247.09,18000.00071,1.407082,47745247.09,0.01826428,47535,2150,0,3077,4,1,timelimit,DONE
germanrr.mps.gz,181140.173,46141889,45,46843997.02,47745247.09,18000.00139,1.096484,47745247.09,0.018261628,48043,2229,0,3253,8,1,timelimit,DONE
germanrr.mps.gz,181140.173,46141889,45,46843997.02,47745247.09,18000.00207,1.422032,47745247.09,0.018276603,46806,2042,0,2930,16,1,timelimit,DONE
germanrr.mps.gz,181140.173,46141889,45,46843997.02,47745247.09,18000.00211,1.085363,47745247.09,0.018256466,50680,2668,0,5122,32,1,timelimit,DONE
germany50-UUM.mps.gz,597932.5,604051.6588,39,611241.8253,632640,18000.00319,0.178224,632640,0.024896673,281861,50612,0,287248,2,1,timelimit,DONE
germany50-UUM.mps.gz,597932.5,604051.6588,39,611241.8253,632640,18000.00359,0.184139,632640,0.024906039,281308,50580,0,285938,4,1,timelimit,DONE
germany50-UUM.mps.gz,597932.5,604051.6588,39,611241.8253,632640,18000.0036,0.187709,632640,0.024955897,278332,50290,0,279768,8,1,timelimit,DONE
germany50-UUM.mps.gz,597932.5,604051.6588,39,611241.8253,632640,18000.00444,0.192763,632640,0.024981191,276578,50030,0,277361,16,1,timelimit,DONE
germany50-UUM.mps.gz,597932.5,604051.6588,39,611241.8253,632640,18000.00347,0.189849,632640,0.024906039,281308,50580,0,286105,32,1,timelimit,DONE
gfd-schedulen180f7d50m30k18.mps.gz,1,1,19,1,1,18111.22103,7.734684,1.00E+20,1.00E+20,233466,1153,0,11,2,1,timelimit,DONE
gfd-schedulen180f7d50m30k18.mps.gz,1,1,19,1,1,18004.88394,7.799448,1.00E+20,1.00E+20,233466,1153,0,11,4,1,timelimit,DONE
gfd-schedulen180f7d50m30k18.mps.gz,1,1,19,1,1,18208.11114,7.806066,1.00E+20,1.00E+20,233466,1153,0,11,8,1,timelimit,DONE
gfd-schedulen180f7d50m30k18.mps.gz,1,1,19,1,1,18001.96626,7.850526,1.00E+20,1.00E+20,233466,1153,0,11,16,1,timelimit,DONE
gfd-schedulen180f7d50m30k18.mps.gz,1,1,19,1,1,18005.36011,7.670582,1.00E+20,1.00E+20,233466,1153,0,11,32,1,timelimit,DONE
gfd-schedulen55f2d50m30k3i.mps.gz,3,3.143629477,30,4,6,16122.60657,2.079414,6,0,289890,30904,0,5998,2,1,optimal,DONE
gfd-schedulen55f2d50m30k3i.mps.gz,3,3.143629477,30,4,6,16353.16264,2.084188,6,0,289890,30904,0,5998,4,1,optimal,DONE
gfd-schedulen55f2d50m30k3i.mps.gz,3,3.143629477,30,4,6,16395.94336,2.182919,6,0,289890,30904,0,5998,8,1,optimal,DONE
gfd-schedulen55f2d50m30k3i.mps.gz,3,3.143629477,30,4,6,15410.32104,2.086475,6,0,289890,30904,0,5998,16,1,optimal,DONE
gfd-schedulen55f2d50m30k3i.mps.gz,3,3.143629477,30,4,6,14965.71908,1.950706,6,0,289890,30904,0,5998,32,1,optimal,DONE
glass4.mps.gz,800002400,800002400,35,800004728.7,1200012600,783.180987,0.035144,1200012600,0,2714115,249970,0,652204,2,1,optimal,DONE
glass4.mps.gz,800002400,800002400,35,800004728.7,1200012600,790.299869,0.035894,1200012600,0,2714115,249970,0,652204,4,1,optimal,DONE
glass4.mps.gz,800002400,800002400,35,800004728.7,1200012600,783.671884,0.03744,1200012600,0,2714115,249970,0,652204,8,1,optimal,DONE
glass4.mps.gz,800002400,800002400,35,800004728.7,1200012600,770.30946,0.033959,1200012600,0,2714115,249970,0,652204,16,1,optimal,DONE
glass4.mps.gz,800002400,800002400,35,800004728.7,1200012600,772.077176,0.034576,1200012600,0,2714115,249970,0,652204,32,1,optimal,DONE
glass-sc.mps.gz,14.08029586,14.11371737,13,14.19261804,23,4751.821369,0.38217,23,0,422881,4715,0,262210,2,1,optimal,DONE
glass-sc.mps.gz,14.08029586,14.11371737,13,14.19261804,23,4848.381921,0.390864,23,0,422881,4715,0,262210,4,1,optimal,DONE
glass-sc.mps.gz,14.08029586,14.11371737,13,14.19261804,23,4309.468725,0.337822,23,0,422881,4715,0,262210,8,1,optimal,DONE
glass-sc.mps.gz,14.08029586,14.11371737,13,14.19261804,23,4488.087068,0.305397,23,0,422881,4715,0,262210,16,1,optimal,DONE
glass-sc.mps.gz,14.08029586,14.11371737,13,14.19261804,23,4679.190571,0.363918,23,0,422881,4715,0,262210,32,1,optimal,DONE
gmu-35-40.mps.gz,-24274699.11,-2406943.556,61,-2406908.861,-2406668.877,18000.05338,0.11139,-2406668.877,8.81E-05,30977017,3720749,0,9381635,2,1,timelimit,DONE
gmu-35-40.mps.gz,-24274699.11,-2406943.556,61,-2406908.861,-2406668.877,18000.05705,0.111652,-2406668.877,8.75E-05,33155696,4012235,0,10089141,4,1,timelimit,DONE
gmu-35-40.mps.gz,-24274699.11,-2406943.556,61,-2406908.861,-2406668.877,18000.06373,0.097367,-2406668.877,8.75E-05,33298024,4029922,0,10123159,8,1,timelimit,DONE
gmu-35-40.mps.gz,-24274699.11,-2406943.556,61,-2406908.861,-2406668.877,18000.05754,0.096376,-2406668.877,8.75E-05,33264000,4025207,0,10112699,16,1,timelimit,DONE
gmu-35-40.mps.gz,-24274699.11,-2406943.556,61,-2406908.861,-2406668.877,18000.07098,0.096373,-2406668.877,8.77E-05,32444907,3912117,0,9835686,32,1,timelimit,DONE
gmu-35-50.mps.gz,-46065163.8,-2608070.315,45,-2608070.302,-2607114.453,18000.03887,0.219915,-2607114.453,0.000366626,4963846,877808,0,2390223,2,1,timelimit,DONE
gmu-35-50.mps.gz,-46065163.8,-2608070.315,45,-2608070.302,-2607114.453,18000.40764,0.20099,-2607114.453,0.000366626,5455218,948655,0,2569246,4,1,timelimit,DONE
gmu-35-50.mps.gz,-46065163.8,-2608070.315,45,-2608070.302,-2607114.453,18000.10229,0.218475,-2607114.453,0.000366626,5064243,891761,0,2425219,8,1,timelimit,DONE
gmu-35-50.mps.gz,-46065163.8,-2608070.315,45,-2608070.302,-2607114.453,18000.58164,0.224843,-2607114.453,0.000366626,4747691,846248,0,2305936,16,1,timelimit,DONE
gmu-35-50.mps.gz,-46065163.8,-2608070.315,45,-2608070.302,-2607114.453,18000.0374,0.213841,-2607114.453,0.000366626,4746169,845871,0,2304927,32,1,timelimit,DONE
gmut-75-50.mps.gz,-4837158571,0,0,-14182312.66,-14149717.09,18000.01284,4.738293,-14149717.09,0.00230362,4128,14,0,360206,2,1,timelimit,DONE
gmut-75-50.mps.gz,-4837158571,0,0,-14182312.66,-14149717.09,18000.01449,4.445169,-14149717.09,0.00230362,4128,14,0,352807,4,1,timelimit,DONE
gmut-75-50.mps.gz,-4837158571,0,0,-14182312.66,-14149717.09,18000.01284,4.529002,-14149717.09,0.00230362,4128,14,0,340488,8,1,timelimit,DONE
gmut-75-50.mps.gz,-4837158571,0,0,-14182312.66,-14149717.09,18000.01257,4.886353,-14149717.09,0.00230362,4126,12,0,332043,16,1,timelimit,DONE
gmut-75-50.mps.gz,-4837158571,0,0,-14182312.66,-14149717.09,18000.01627,4.792351,-14149717.09,0.00230362,4128,14,0,360733,32,1,timelimit,DONE
gr4x6.mps.gz,185.55,191.0003401,5,202.35,202.35,0.012018,0.005109,202.35,0,125,15,0,1,2,1,optimal,DONE
gr4x6.mps.gz,185.55,191.0003401,5,202.35,202.35,0.012056,0.004896,202.35,0,125,15,0,1,4,1,optimal,DONE
gr4x6.mps.gz,185.55,191.0003401,5,202.35,202.35,0.012203,0.005086,202.35,0,125,15,0,1,8,1,optimal,DONE
gr4x6.mps.gz,185.55,191.0003401,5,202.35,202.35,0.012107,0.005112,202.35,0,125,15,0,1,16,1,optimal,DONE
gr4x6.mps.gz,185.55,191.0003401,5,202.35,202.35,0.011783,0.004893,202.35,0,125,15,0,1,32,1,optimal,DONE
graph20-20-1rand.mps.gz,-13,-13,12,-13,-9,15.157946,0.276849,-9,0,3705,345,0,629,2,1,optimal,DONE
graph20-20-1rand.mps.gz,-13,-13,12,-13,-9,14.897892,0.270351,-9,0,3705,345,0,629,4,1,optimal,DONE
graph20-20-1rand.mps.gz,-13,-13,12,-13,-9,14.794657,0.265588,-9,0,3705,345,0,629,8,1,optimal,DONE
graph20-20-1rand.mps.gz,-13,-13,12,-13,-9,14.892414,0.26292,-9,0,3705,345,0,629,16,1,optimal,DONE
graph20-20-1rand.mps.gz,-13,-13,12,-13,-9,14.836048,0.261971,-9,0,3705,345,0,629,32,1,optimal,DONE
graph20-80-1rand.mps.gz,-117,-108,28,-60.65049811,-6,18000.00188,3.553683,-6,4.518367448,62612,1894,0,402,2,1,timelimit,DONE
graph20-80-1rand.mps.gz,-117,-108,28,-60.65049811,-6,18000.0065,3.564743,-6,4.518367448,62758,1894,0,405,4,1,timelimit,DONE
graph20-80-1rand.mps.gz,-117,-108,28,-60.65049811,-6,18000.00138,3.610092,-6,4.518367448,62758,1894,0,405,8,1,timelimit,DONE
graph20-80-1rand.mps.gz,-117,-108,28,-60.65049811,-6,18000.00726,3.740266,-6,4.518367448,62758,1894,0,405,16,1,timelimit,DONE
graph20-80-1rand.mps.gz,-117,-108,28,-60.65049811,-6,18000.01164,3.661983,-6,4.518367448,62758,1894,0,405,32,1,timelimit,DONE
graphdraw-domain.mps.gz,-323,12672,26,12950.0148,19686,1542.629006,0.043572,19686,0,4037028,285296,0,2008061,2,1,optimal,DONE
graphdraw-domain.mps.gz,-323,12672,26,12950.0148,19686,1546.679757,0.038665,19686,0,4037028,285296,0,2008061,4,1,optimal,DONE
graphdraw-domain.mps.gz,-323,12672,26,12950.0148,19686,1544.898487,0.039412,19686,0,4037028,285296,0,2008061,8,1,optimal,DONE
graphdraw-domain.mps.gz,-323,12672,26,12950.0148,19686,1544.564009,0.040706,19686,0,4037028,285296,0,2008061,16,1,optimal,DONE
graphdraw-domain.mps.gz,-323,12672,26,12950.0148,19686,1549.566986,0.04048,19686,0,4037028,285296,0,2008061,32,1,optimal,DONE
graphdraw-gemcutter.mps.gz,-183.5,4310,49,4505.077504,7118.5,68.546089,0.017857,7118.5,0,347204,26673,0,175780,2,1,optimal,DONE
graphdraw-gemcutter.mps.gz,-183.5,4310,49,4505.077504,7118.5,68.420439,0.016958,7118.5,0,347204,26673,0,175780,4,1,optimal,DONE
graphdraw-gemcutter.mps.gz,-183.5,4310,49,4505.077504,7118.5,68.995888,0.017465,7118.5,0,347204,26673,0,175780,8,1,optimal,DONE
graphdraw-gemcutter.mps.gz,-183.5,4310,49,4505.077504,7118.5,68.774536,0.016742,7118.5,0,347204,26673,0,175780,16,1,optimal,DONE
graphdraw-gemcutter.mps.gz,-183.5,4310,49,4505.077504,7118.5,68.514268,0.017109,7118.5,0,347204,26673,0,175780,32,1,optimal,DONE
gt2.mps.gz,11908,20639.26298,3,21166,21166,0.07502,0.007162,21166,0,51,10,0,5,2,1,optimal,DONE
gt2.mps.gz,11908,20639.26298,3,21166,21166,0.072622,0.006547,21166,0,51,10,0,5,4,1,optimal,DONE
gt2.mps.gz,11908,20639.26298,3,21166,21166,0.07337,0.007297,21166,0,51,10,0,5,8,1,optimal,DONE
gt2.mps.gz,11908,20639.26298,3,21166,21166,0.073643,0.006519,21166,0,51,10,0,5,16,1,optimal,DONE
gt2.mps.gz,11908,20639.26298,3,21166,21166,0.074807,0.007153,21166,0,51,10,0,5,32,1,optimal,DONE
gus-sch.mps.gz,-3163,-1191.321558,29,-1173.669211,-1167,5.983434,0.306162,-1167,0,1867,201,0,136,2,1,optimal,DONE
gus-sch.mps.gz,-3163,-1191.321558,29,-1173.669211,-1167,5.974233,0.304107,-1167,0,1867,201,0,136,4,1,optimal,DONE
gus-sch.mps.gz,-3163,-1191.321558,29,-1173.669211,-1167,6.067557,0.310906,-1167,0,1867,201,0,136,8,1,optimal,DONE
gus-sch.mps.gz,-3163,-1191.321558,29,-1173.669211,-1167,5.951837,0.301334,-1167,0,1867,201,0,136,16,1,optimal,DONE
gus-sch.mps.gz,-3163,-1191.321558,29,-1173.669211,-1167,5.966751,0.309442,-1167,0,1867,201,0,136,32,1,optimal,DONE
h80x6320.mps.gz,3700,0,0,3700,3700,1.756634,1.56059,3700,0,0,0,0,1,2,1,optimal,DONE SOLVED THROUGH LP RELAXATION
h80x6320.mps.gz,3700,0,0,3700,3700,1.735916,1.546135,3700,0,0,0,0,1,4,1,optimal,DONE SOLVED THROUGH LP RELAXATION
h80x6320.mps.gz,3700,0,0,3700,3700,1.762212,1.567202,3700,0,0,0,0,1,8,1,optimal,DONE SOLVED THROUGH LP RELAXATION
h80x6320.mps.gz,3700,0,0,3700,3700,1.75116,1.557583,3700,0,0,0,0,1,16,1,optimal,DONE SOLVED THROUGH LP RELAXATION
h80x6320.mps.gz,3700,0,0,3700,3700,1.754075,1.559834,3700,0,0,0,0,1,32,1,optimal,DONE SOLVED THROUGH LP RELAXATION
h80x6320d.mps.gz,5325.160104,5346.64277,113,6366.521076,6382.09905,53.286834,0.846203,6382.09905,0,15529,77,0,3,2,1,optimal,DONE
h80x6320d.mps.gz,5325.160104,5346.64277,113,6366.521076,6382.09905,54.914054,0.859337,6382.09905,0,15529,77,0,3,4,1,optimal,DONE
h80x6320d.mps.gz,5325.160104,5346.64277,113,6366.521076,6382.09905,53.481371,0.836822,6382.09905,0,15529,77,0,3,8,1,optimal,DONE
h80x6320d.mps.gz,5325.160104,5346.64277,113,6366.521076,6382.09905,53.532155,0.845011,6382.09905,0,15529,77,0,3,16,1,optimal,DONE
h80x6320d.mps.gz,5325.160104,5346.64277,113,6366.521076,6382.09905,52.696657,0.839039,6382.09905,0,15529,77,0,3,32,1,optimal,DONE
hanoi5.mps.gz,1181,1795.265189,70,1851.175692,1227,18000.00059,1.157819,1.00E+20,1.00E+20,1714307,233596,0,111862,2,1,timelimit,DONE
hanoi5.mps.gz,1181,1795.265189,70,1851.175692,1631,18000.00062,1.174185,1.00E+20,1.00E+20,1684941,229663,0,109297,4,1,timelimit,DONE
hanoi5.mps.gz,1181,1795.265189,70,1851.175692,1615,18000.00353,1.162712,1.00E+20,1.00E+20,1690773,230574,0,109757,8,1,timelimit,DONE
hanoi5.mps.gz,1181,1795.265189,70,1851.175692,1584,18000.00882,1.219015,1.00E+20,1.00E+20,1782174,242175,0,118177,16,1,timelimit,DONE
hanoi5.mps.gz,1181,1795.265189,70,1851.175692,1688,18000.0005,1.090927,1.00E+20,1.00E+20,1736594,236379,0,113735,32,1,timelimit,DONE
haprp.mps.gz,-917298.4757,3668953.297,7,3673280.682,3673280.682,0.158607,0.023563,3673280.682,0,896,41,0,1,2,1,optimal,DONE
haprp.mps.gz,-917298.4757,3668953.297,7,3673280.682,3673280.682,0.158651,0.021823,3673280.682,0,896,41,0,1,4,1,optimal,DONE
haprp.mps.gz,-917298.4757,3668953.297,7,3673280.682,3673280.682,0.151658,0.021546,3673280.682,0,896,41,0,1,8,1,optimal,DONE
haprp.mps.gz,-917298.4757,3668953.297,7,3673280.682,3673280.682,0.15831,0.022365,3673280.682,0,896,41,0,1,16,1,optimal,DONE
