NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,PRESOLVING TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,RANDOM SEED,CUT SETTING,STATUS,END
ab71-20-100.mps.gz,-2.60E+12,-10885807587,2,-2.60E+12,-10420305975,191.161935,2.059854,-10420305975,0,5868,79,0,699,16,1,optimal,DONE
ab71-20-100.mps.gz,-2.60E+12,-10885807587,2,-2.60E+12,-10420305975,191.379088,2.079545,-10420305975,0,5868,79,0,699,32,1,optimal,DONE
ab72-40-100.mps.gz,-4.57E+12,0,0,-4.57E+12,-11186620442,592.469564,5.278166,-11186620442,0,9879,0,0,152,2,1,optimal,DONE
ab72-40-100.mps.gz,-4.57E+12,0,0,-4.57E+12,-11186620442,611.805995,5.530691,-11186620442,0,9879,0,0,152,4,1,optimal,DONE
ab72-40-100.mps.gz,-4.57E+12,0,0,-4.57E+12,-11186620442,603.544528,5.358255,-11186620442,0,9879,0,0,152,8,1,optimal,DONE
ab72-40-100.mps.gz,-4.57E+12,0,0,-4.57E+12,-11186620442,612.773403,5.440982,-11186620442,0,9879,0,0,152,16,1,optimal,DONE
ab72-40-100.mps.gz,-4.57E+12,0,0,-4.57E+12,-11186620442,603.238378,5.302025,-11186620442,0,9879,0,0,152,32,1,optimal,DONE
academictimetablebig.mps.gz,404,425.4444444,11,425.4444444,405,18000.04442,20.420615,1.00E+20,1.00E+20,151939,1691,0,6,2,1,timelimit,DONE
academictimetablebig.mps.gz,404,425.4444444,11,425.4444444,405,18000.19705,23.337262,1.00E+20,1.00E+20,151939,1691,0,6,4,1,timelimit,DONE
academictimetablebig.mps.gz,404,425.4444444,11,425.4444444,405,18000.01229,22.135436,1.00E+20,1.00E+20,151939,1691,0,6,8,1,timelimit,DONE
academictimetablebig.mps.gz,404,425.4444444,11,425.4444444,405,18000.01659,21.102025,1.00E+20,1.00E+20,151964,1697,0,7,16,1,timelimit,DONE
academictimetablebig.mps.gz,404,425.4444444,11,425.4444444,405,18000.16523,20.928552,1.00E+20,1.00E+20,151958,1691,0,7,32,1,timelimit,DONE
academictimetablesmall.mps.gz,0,0,34,-1.07E-14,0,18000.00124,24.181665,1.00E+20,1.00E+20,50767,2551,0,1426,2,1,timelimit,DONE
academictimetablesmall.mps.gz,0,0,34,-1.07E-14,0,18000.00471,23.816703,1.00E+20,1.00E+20,50939,2641,0,1702,4,1,timelimit,DONE
academictimetablesmall.mps.gz,0,0,34,-1.07E-14,0,18000.00303,26.165726,1.00E+20,1.00E+20,50862,2589,0,1440,8,1,timelimit,DONE
academictimetablesmall.mps.gz,0,0,34,-1.07E-14,0,18000.00132,23.748661,1.00E+20,1.00E+20,50933,2638,0,1673,16,1,timelimit,DONE
academictimetablesmall.mps.gz,0,0,34,-1.07E-14,0,18000.00243,26.653736,1.00E+20,1.00E+20,50756,2539,0,1401,32,1,timelimit,DONE
acc-tight2.mps.gz,0,0,11,0,0,15.850001,0.090745,0,0,2713,126,0,7,2,1,optimal,DONE
acc-tight2.mps.gz,0,0,11,0,0,15.760191,0.088357,0,0,2713,126,0,7,4,1,optimal,DONE
acc-tight2.mps.gz,0,0,11,0,0,15.386015,0.086992,0,0,2713,126,0,7,8,1,optimal,DONE
acc-tight2.mps.gz,0,0,11,0,0,15.511653,0.086275,0,0,2713,126,0,7,16,1,optimal,DONE
acc-tight2.mps.gz,0,0,11,0,0,15.420842,0.089454,0,0,2713,126,0,7,32,1,optimal,DONE
acc-tight4.mps.gz,0,0,11,0,0,218.547269,0.765179,0,0,3803,217,0,1087,2,1,optimal,DONE
acc-tight4.mps.gz,0,0,11,0,0,219.634273,0.767981,0,0,3803,217,0,1087,4,1,optimal,DONE
acc-tight4.mps.gz,0,0,11,0,0,218.430362,0.786436,0,0,3803,217,0,1087,8,1,optimal,DONE
acc-tight4.mps.gz,0,0,11,0,0,215.627807,0.75668,0,0,3803,217,0,1087,16,1,optimal,DONE
acc-tight4.mps.gz,0,0,11,0,0,213.529869,0.745894,0,0,3803,217,0,1087,32,1,optimal,DONE
acc-tight5.mps.gz,0,0,22,0,0,284.217872,1.668277,0,0,12369,670,0,733,2,1,optimal,DONE
acc-tight5.mps.gz,0,0,22,0,0,278.709653,1.608325,0,0,12369,670,0,733,4,1,optimal,DONE
acc-tight5.mps.gz,0,0,22,0,0,279.943972,1.584023,0,0,12369,670,0,733,8,1,optimal,DONE
acc-tight5.mps.gz,0,0,22,0,0,274.796502,1.593189,0,0,12369,670,0,733,16,1,optimal,DONE
acc-tight5.mps.gz,0,0,22,0,0,271.007559,1.581841,0,0,12369,670,0,733,32,1,optimal,DONE
adult-max5features.mps.gz,0.081316079,3.283336265,1,3.283336265,15025.12194,18000.21675,5.909998,15025.12194,1016.919102,33373,536,0,132,2,1,timelimit,DONE
adult-max5features.mps.gz,0.081316079,3.283336265,1,3.283336265,15025.12194,18000.01049,6.824623,15025.12194,1016.919102,33373,536,0,132,4,1,timelimit,DONE
adult-max5features.mps.gz,0.081316079,3.283336265,1,3.283336265,15025.12194,18001.01678,6.750868,15025.12194,1016.919102,33373,536,0,132,8,1,timelimit,DONE
adult-max5features.mps.gz,0.081316079,3.283336265,1,3.283336265,15025.12194,18000.08277,7.214181,15025.12194,1016.919102,33373,536,0,132,16,1,timelimit,DONE
adult-max5features.mps.gz,0.081316079,3.283336265,1,3.283336265,15019.12194,18000.42645,7.037218,15019.12194,1016.512615,33373,536,0,133,32,1,timelimit,DONE
aflow30a.mps.gz,-32161,1006.211093,60,1103.829842,1158,29.466006,0.075747,1158,0,44341,3041,0,1923,2,1,optimal,DONE
aflow30a.mps.gz,-32161,1006.211093,60,1103.829842,1158,29.382542,0.076307,1158,0,44341,3041,0,1923,4,1,optimal,DONE
aflow30a.mps.gz,-32161,1006.211093,60,1103.829842,1158,29.571157,0.077287,1158,0,44341,3041,0,1923,8,1,optimal,DONE
aflow30a.mps.gz,-32161,1006.211093,60,1103.829842,1158,29.638138,0.079077,1158,0,44341,3041,0,1923,16,1,optimal,DONE
aflow30a.mps.gz,-32161,1006.211093,60,1103.829842,1158,29.727852,0.077496,1158,0,44341,3041,0,1923,32,1,optimal,DONE
aflow40b.mps.gz,-66091,1007.55189,68,1104.895279,1168,828.744087,0.322214,1168,0,510004,23397,0,34552,2,1,optimal,DONE
aflow40b.mps.gz,-66091,1007.55189,68,1104.895279,1168,815.043983,0.316452,1168,0,510004,23397,0,34552,4,1,optimal,DONE
aflow40b.mps.gz,-66091,1007.55189,68,1104.895279,1168,799.223683,0.300319,1168,0,510004,23397,0,34552,8,1,optimal,DONE
aflow40b.mps.gz,-66091,1007.55189,68,1104.895279,1168,822.351259,0.325669,1168,0,510004,23397,0,34552,16,1,optimal,DONE
aflow40b.mps.gz,-66091,1007.55189,68,1104.895279,1168,821.164822,0.32289,1168,0,510004,23397,0,34552,32,1,optimal,DONE
air03.mps.gz,-513715782,338889.25,19,340033.75,340160,2.510775,0.701904,340160,0,124,33,0,1,2,1,optimal,DONE
air03.mps.gz,-513715782,338889.25,19,340033.75,340160,2.514755,0.690779,340160,0,124,33,0,1,4,1,optimal,DONE
air03.mps.gz,-513715782,338889.25,19,340033.75,340160,2.516629,0.702735,340160,0,124,33,0,1,8,1,optimal,DONE
air03.mps.gz,-513715782,338889.25,19,340033.75,340160,2.521099,0.696033,340160,0,124,33,0,1,16,1,optimal,DONE
air03.mps.gz,-513715782,338889.25,19,340033.75,340160,2.512308,0.698863,340160,0,124,33,0,1,32,1,optimal,DONE
air04.mps.gz,-83210,55558.52413,24,55749.07965,56137,68.621178,5.495152,56137,0,764,103,0,134,2,1,optimal,DONE
air04.mps.gz,-83210,55558.52413,24,55749.07965,56137,67.764587,5.459288,56137,0,764,103,0,134,4,1,optimal,DONE
air04.mps.gz,-83210,55558.52413,24,55749.07965,56137,66.858621,5.266027,56137,0,764,103,0,134,8,1,optimal,DONE
air04.mps.gz,-83210,55558.52413,24,55749.07965,56137,66.342841,5.183194,56137,0,764,103,0,134,16,1,optimal,DONE
air04.mps.gz,-83210,55558.52413,24,55749.07965,56137,67.027383,5.10857,56137,0,764,103,0,134,32,1,optimal,DONE
air05.mps.gz,-40465,25910.3842,4,25966.54998,26374,53.111565,0.435024,26374,0,466,57,0,523,2,1,optimal,DONE
air05.mps.gz,-40465,25910.3842,4,25966.54998,26374,53.649035,0.439417,26374,0,466,57,0,523,4,1,optimal,DONE
air05.mps.gz,-40465,25910.3842,4,25966.54998,26374,53.581035,0.451208,26374,0,466,57,0,523,8,1,optimal,DONE
air05.mps.gz,-40465,25910.3842,4,25966.54998,26374,53.617253,0.447102,26374,0,466,57,0,523,16,1,optimal,DONE
air05.mps.gz,-40465,25910.3842,4,25966.54998,26374,53.028699,0.446243,26374,0,466,57,0,523,32,1,optimal,DONE
aligninq.mps.gz,2654.736802,2659.726568,21,2678.210564,2713,43.565811,0.11683,2713,0,6407,438,0,979,2,1,optimal,DONE
aligninq.mps.gz,2654.736802,2659.726568,21,2678.210564,2713,42.589606,0.117292,2713,0,6407,438,0,979,4,1,optimal,DONE
aligninq.mps.gz,2654.736802,2659.726568,21,2678.210564,2713,41.842796,0.116959,2713,0,6407,438,0,979,8,1,optimal,DONE
aligninq.mps.gz,2654.736802,2659.726568,21,2678.210564,2713,42.446967,0.114863,2713,0,6407,438,0,979,16,1,optimal,DONE
aligninq.mps.gz,2654.736802,2659.726568,21,2678.210564,2713,42.60407,0.114055,2713,0,6407,438,0,979,32,1,optimal,DONE
allcolor10.mps.gz,-54660,6,12,6,250.53,18000.00063,2.311892,250.53,40.755,143310,34360,0,117374,2,1,timelimit,DONE
allcolor10.mps.gz,-54660,6,12,6,250.53,18000.00396,2.656832,250.53,40.755,144341,34360,0,142886,4,1,timelimit,DONE
allcolor10.mps.gz,-54660,6,12,6,250.53,18000.00128,2.692508,250.53,40.755,142683,34360,0,99000,8,1,timelimit,DONE
allcolor10.mps.gz,-54660,6,12,6,250.53,18000.00112,2.780179,250.53,40.755,143383,34360,0,120059,16,1,timelimit,DONE
allcolor10.mps.gz,-54660,6,12,6,250.53,18000.0013,2.590214,250.53,40.755,144343,34360,0,142997,32,1,timelimit,DONE
app1-1.mps.gz,-23,-21.62335336,113,-3,-3,7.780791,0.44599,-3,0,6524,84,0,12,2,1,optimal,DONE
app1-1.mps.gz,-23,-21.62335336,113,-3,-3,7.743106,0.442022,-3,0,6524,84,0,12,4,1,optimal,DONE
app1-1.mps.gz,-23,-21.62335336,113,-3,-3,7.632853,0.44442,-3,0,6524,84,0,12,8,1,optimal,DONE
app1-1.mps.gz,-23,-21.62335336,113,-3,-3,7.718072,0.444585,-3,0,6524,84,0,12,16,1,optimal,DONE
app1-1.mps.gz,-23,-21.62335336,113,-3,-3,7.70685,0.445507,-3,0,6524,84,0,12,32,1,optimal,DONE
app1-2.mps.gz,-266,-262.3455439,186,-54,-41,1075.729355,8.627587,-41,0,220430,16922,0,40804,2,1,optimal,DONE
app1-2.mps.gz,-266,-262.3455439,186,-54,-41,1106.072761,8.735373,-41,0,220430,16922,0,40804,4,1,optimal,DONE
app1-2.mps.gz,-266,-262.3455439,186,-54,-41,1118.580629,9.192051,-41,0,220430,16922,0,40804,8,1,optimal,DONE
app1-2.mps.gz,-266,-262.3455439,186,-54,-41,1079.68286,8.904918,-41,0,220430,16922,0,40804,16,1,optimal,DONE
app1-2.mps.gz,-266,-262.3455439,186,-54,-41,1067.190473,8.720865,-41,0,220430,16922,0,40804,32,1,optimal,DONE
app2-1.mps.gz,19294.25,0,0,19294.25,19294.25,0.395008,0.17811,19294.25,0,997,0,0,1,2,1,optimal,DONE
app2-1.mps.gz,19294.25,0,0,19294.25,19294.25,0.421155,0.191716,19294.25,0,997,0,0,1,4,1,optimal,DONE
app2-1.mps.gz,19294.25,0,0,19294.25,19294.25,0.392601,0.178542,19294.25,0,997,0,0,1,8,1,optimal,DONE
app2-1.mps.gz,19294.25,0,0,19294.25,19294.25,0.420445,0.182433,19294.25,0,997,0,0,1,16,1,optimal,DONE
app2-1.mps.gz,19294.25,0,0,19294.25,19294.25,0.408858,0.185373,19294.25,0,997,0,0,1,32,1,optimal,DONE
app2-2.mps.gz,212040.3571,212040.3571,59,212040.3571,212040.5,1.447624,0.093028,212040.5,0,1110,0,0,1,2,1,optimal,DONE
app2-2.mps.gz,212040.3571,212040.3571,59,212040.3571,212040.5,1.449132,0.092422,212040.5,0,1110,0,0,1,4,1,optimal,DONE
app2-2.mps.gz,212040.3571,212040.3571,59,212040.3571,212040.5,1.422548,0.090764,212040.5,0,1110,0,0,1,8,1,optimal,DONE
app2-2.mps.gz,212040.3571,212040.3571,59,212040.3571,212040.5,1.435286,0.092627,212040.5,0,1110,0,0,1,16,1,optimal,DONE
app2-2.mps.gz,212040.3571,212040.3571,59,212040.3571,212040.5,1.486602,0.09388,212040.5,0,1110,0,0,1,32,1,optimal,DONE
app3.mps.gz,-31829377681,5627880.207,78,5743108.628,5751714.329,5.535497,0.078267,5751714.329,0,14602,256,0,3,2,1,optimal,DONE
app3.mps.gz,-31829377681,5627880.207,78,5743108.628,5751714.329,5.076927,0.073277,5751714.329,0,14602,256,0,3,4,1,optimal,DONE
app3.mps.gz,-31829377681,5627880.207,78,5743108.628,5751714.329,5.078797,0.068763,5751714.329,0,14602,256,0,3,8,1,optimal,DONE
app3.mps.gz,-31829377681,5627880.207,78,5743108.628,5751714.329,5.056857,0.067393,5751714.329,0,14602,256,0,3,16,1,optimal,DONE
app3.mps.gz,-31829377681,5627880.207,78,5743108.628,5751714.329,5.018726,0.069827,5751714.329,0,14602,256,0,3,32,1,optimal,DONE
arki001.mps.gz,1273480.9,7579621.852,28,7580142.415,7580813.065,18000.31365,0.108462,7580813.065,9.91E-06,134979380,792219,0,2268704,2,1,timelimit,DONE
arki001.mps.gz,1273480.9,7579621.852,28,7580142.415,7580813.065,18002.19753,0.118306,7580813.065,9.88E-06,138535054,792219,0,2268815,4,1,timelimit,DONE
arki001.mps.gz,1273480.9,7579621.852,28,7580142.415,7580813.065,18000.10987,0.116983,7580813.065,9.86E-06,139794870,792219,0,2268854,8,1,timelimit,DONE
arki001.mps.gz,1273480.9,7579621.852,28,7580142.415,7580813.065,18000.78461,0.111195,7580813.065,9.69E-06,149319287,792219,0,2269143,16,1,timelimit,DONE
arki001.mps.gz,1273480.9,7579621.852,28,7580142.415,7580813.065,18001.40589,0.113116,7580813.065,9.71E-06,148013678,792219,0,2269104,32,1,timelimit,DONE
assign1-5-8.mps.gz,48,184.8080435,37,191.9922773,212,18000.01722,0.045452,212,0.046523104,15490432,1597679,0,6074628,2,1,timelimit,DONE
assign1-5-8.mps.gz,48,184.8080435,37,191.9922773,212,18000.01956,0.043094,212,0.046301134,15969219,1645901,0,6250848,4,1,timelimit,DONE
assign1-5-8.mps.gz,48,184.8080435,37,191.9922773,212,18001.51821,0.04426,212,0.046641315,15244785,1573179,0,5983667,8,1,timelimit,DONE
assign1-5-8.mps.gz,48,184.8080435,37,191.9922773,212,18000.01861,0.044378,212,0.046322783,15917578,1640658,0,6234055,16,1,timelimit,DONE
assign1-5-8.mps.gz,48,184.8080435,37,191.9922773,212,18000.8147,0.045747,212,0.046642789,15242272,1572908,0,5982433,32,1,timelimit,DONE
atlanta-ip.mps.gz,3.001578657,81.25524491,41,81.75381477,90.00987861,15642.55263,2.277733,90.00987861,0,282246,10333,0,55649,2,1,optimal,DONE
atlanta-ip.mps.gz,3.001578657,81.25524491,41,81.75381477,90.00987861,14869.22249,2.049145,90.00987861,0,282246,10333,0,55649,4,1,optimal,DONE
atlanta-ip.mps.gz,3.001578657,81.25524491,41,81.75381477,90.00987861,15537.14437,1.946702,90.00987861,0,282246,10333,0,55649,8,1,optimal,DONE
atlanta-ip.mps.gz,3.001578657,81.25524491,41,81.75381477,90.00987861,15309.8286,2.058093,90.00987861,0,282246,10333,0,55649,16,1,optimal,DONE
atlanta-ip.mps.gz,3.001578657,81.25524491,41,81.75381477,90.00987861,15145.72548,1.946213,90.00987861,0,282246,10333,0,55649,32,1,optimal,DONE
atm20-100.mps.gz,361505.4114,2142144.45,106,2209589.68,669261.0887,18000.00635,4.697906,1.00E+20,1.00E+20,3394024,653324,0,535641,2,1,timelimit,DONE
atm20-100.mps.gz,361505.4114,2142144.45,106,2209589.68,1034359.809,18000.00662,4.23032,1.00E+20,1.00E+20,3558662,684567,0,561792,4,1,timelimit,DONE
atm20-100.mps.gz,361505.4114,2142144.45,106,2209589.68,1000752.97,18000.00868,4.448943,1.00E+20,1.00E+20,3328259,640468,0,525448,8,1,timelimit,DONE
