NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,PRESOLVING TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,RANDOM SEED,CUT SETTING,STATUS,END
drayage-100-23.mps.gz,103333.8741,0,0,103333.8741,103333.8741,8.910246,7.042715,103333.8741,0,680,0,0,12,16,0,optimal,DONE
drayage-100-23.mps.gz,103333.8741,0,0,103333.8741,103333.8741,8.792491,6.867647,103333.8741,0,680,0,0,12,32,0,optimal,DONE
drayage-25-23.mps.gz,99718.79053,0,0,99718.79053,101282.647,97.242868,7.040155,101282.647,0,1899,0,0,17749,2,0,optimal,DONE
drayage-25-23.mps.gz,99718.79053,0,0,99718.79053,101282.647,96.686455,6.905879,101282.647,0,1899,0,0,17749,4,0,optimal,DONE
drayage-25-23.mps.gz,99718.79053,0,0,99718.79053,101282.647,96.68678,6.923256,101282.647,0,1899,0,0,17749,8,0,optimal,DONE
drayage-25-23.mps.gz,99718.79053,0,0,99718.79053,101282.647,96.866954,6.912123,101282.647,0,1899,0,0,17749,16,0,optimal,DONE
drayage-25-23.mps.gz,99718.79053,0,0,99718.79053,101282.647,96.584812,6.880619,101282.647,0,1899,0,0,17749,32,0,optimal,DONE
drayage-25-27.mps.gz,95288.77935,0,0,95288.77935,102183.5053,6099.874134,6.902637,102183.5053,0,1937,0,0,929340,2,0,optimal,DONE
drayage-25-27.mps.gz,95288.77935,0,0,95288.77935,102183.5053,5790.767437,7.454009,102183.5053,0,1937,0,0,929340,4,0,optimal,DONE
drayage-25-27.mps.gz,95288.77935,0,0,95288.77935,102183.5053,5971.731724,6.891411,102183.5053,0,1937,0,0,929340,8,0,optimal,DONE
drayage-25-27.mps.gz,95288.77935,0,0,95288.77935,102183.5053,5794.917458,6.578456,102183.5053,0,1937,0,0,929340,16,0,optimal,DONE
drayage-25-27.mps.gz,95288.77935,0,0,95288.77935,102183.5053,5720.543958,6.424063,102183.5053,0,1937,0,0,929340,32,0,optimal,DONE
drayage-25-32.mps.gz,88256.30653,0,0,88256.30653,91395.84915,967.513471,5.797709,91395.84915,0,1469,0,0,136931,2,0,optimal,DONE
drayage-25-32.mps.gz,88256.30653,0,0,88256.30653,91395.84915,963.010693,5.431673,91395.84915,0,1469,0,0,136931,4,0,optimal,DONE
drayage-25-32.mps.gz,88256.30653,0,0,88256.30653,91395.84915,1033.359021,6.281855,91395.84915,0,1469,0,0,136931,8,0,optimal,DONE
drayage-25-32.mps.gz,88256.30653,0,0,88256.30653,91395.84915,1029.301042,5.991739,91395.84915,0,1469,0,0,136931,16,0,optimal,DONE
drayage-25-32.mps.gz,88256.30653,0,0,88256.30653,91395.84915,1011.146289,6.089976,91395.84915,0,1469,0,0,136931,32,0,optimal,DONE
ds.mps.gz,-7995353.835,0,0,57.23456526,379.4475,18000.00716,20.085195,379.4475,5.530073028,1250,0,0,1416,2,0,timelimit,DONE
ds.mps.gz,-7995353.835,0,0,57.23456526,379.4475,18000.00248,20.631963,379.4475,5.530073028,1250,0,0,1203,4,0,timelimit,DONE
ds.mps.gz,-7995353.835,0,0,57.23456526,379.4475,18000.00463,21.75427,379.4475,5.530073028,1250,0,0,1365,8,0,timelimit,DONE
ds.mps.gz,-7995353.835,0,0,57.23456526,379.4475,18000.00211,21.108683,379.4475,5.530073028,1250,0,0,1390,16,0,timelimit,DONE
ds.mps.gz,-7995353.835,0,0,57.23456526,379.4475,18000.00316,19.617742,379.4475,5.530073028,1250,0,0,1390,32,0,timelimit,DONE
dsbmip.mps.gz,-132008.4588,0,0,-305.198175,-305.198175,0.762914,0.129896,-305.198175,0,1300,0,0,10,2,0,optimal,DONE
dsbmip.mps.gz,-132008.4588,0,0,-305.198175,-305.198175,0.741836,0.111113,-305.198175,0,1300,0,0,10,4,0,optimal,DONE
dsbmip.mps.gz,-132008.4588,0,0,-305.198175,-305.198175,0.74587,0.11008,-305.198175,0,1300,0,0,10,8,0,optimal,DONE
dsbmip.mps.gz,-132008.4588,0,0,-305.198175,-305.198175,0.757351,0.113139,-305.198175,0,1300,0,0,10,16,0,optimal,DONE
dsbmip.mps.gz,-132008.4588,0,0,-305.198175,-305.198175,0.759651,0.114672,-305.198175,0,1300,0,0,10,32,0,optimal,DONE
dws008-03.mps.gz,150,0,0,3217.600131,62929.10667,18000.0072,35.112717,62929.10667,1.072167083,24219,0,0,501214,2,0,timelimit,DONE
dws008-03.mps.gz,150,0,0,3217.600131,62929.10667,18000.01206,34.649655,62929.10667,1.075331928,24219,0,0,489019,4,0,timelimit,DONE
dws008-03.mps.gz,150,0,0,3217.600131,62929.10667,18000.00776,35.612527,62929.10667,1.077652524,24219,0,0,479297,8,0,timelimit,DONE
dws008-03.mps.gz,150,0,0,3217.600131,62929.10667,18000.00778,35.110124,62929.10667,1.111976429,24219,0,0,411509,16,0,timelimit,DONE
dws008-03.mps.gz,150,0,0,3217.600131,62929.10667,18000.00869,42.42481,62929.10667,1.093111816,24219,0,0,440983,32,0,timelimit,DONE
eil33-2.mps.gz,-5984556.396,0,0,811.6609845,934.007916,71.103152,0.290334,934.007916,0,32,0,0,565,2,0,optimal,DONE
eil33-2.mps.gz,-5984556.396,0,0,811.6609845,934.007916,73.705849,0.302574,934.007916,0,32,0,0,565,4,0,optimal,DONE
eil33-2.mps.gz,-5984556.396,0,0,811.6609845,934.007916,71.615483,0.286898,934.007916,0,32,0,0,565,8,0,optimal,DONE
eil33-2.mps.gz,-5984556.396,0,0,811.6609845,934.007916,71.406934,0.321706,934.007916,0,32,0,0,565,16,0,optimal,DONE
eil33-2.mps.gz,-5984556.396,0,0,811.6609845,934.007916,72.034907,0.302645,934.007916,0,32,0,0,565,32,0,optimal,DONE
eilA101-2.mps.gz,-36611038.05,0,0,803.9620897,923.005601,18000.04343,21.051968,923.005601,0.112484481,200,0,0,30023,2,0,timelimit,DONE
eilA101-2.mps.gz,-36611038.05,0,0,803.9620897,923.005601,18000.0034,20.926209,923.005601,0.112484481,200,0,0,29780,4,0,timelimit,DONE
eilA101-2.mps.gz,-36611038.05,0,0,803.9620897,923.005601,18000.00771,21.024621,923.005601,0.112484481,200,0,0,30047,8,0,timelimit,DONE
eilA101-2.mps.gz,-36611038.05,0,0,803.9620897,923.005601,18000.04661,20.914774,923.005601,0.112484481,200,0,0,29925,16,0,timelimit,DONE
eilA101-2.mps.gz,-36611038.05,0,0,803.9620897,923.005601,18000.00567,21.000535,923.005601,0.112484481,200,0,0,29782,32,0,timelimit,DONE
eilC76-2.mps.gz,-12133722.2,0,0,725.8544485,762.514782,5388.543966,13.672832,762.514782,0,225,0,0,40399,2,0,optimal,DONE
eilC76-2.mps.gz,-12133722.2,0,0,725.8544485,762.514782,5556.924748,14.578515,762.514782,0,225,0,0,40399,4,0,optimal,DONE
eilC76-2.mps.gz,-12133722.2,0,0,725.8544485,762.514782,6399.019772,16.127704,762.514782,0,225,0,0,40399,8,0,optimal,DONE
eilC76-2.mps.gz,-12133722.2,0,0,725.8544485,762.514782,6630.345272,17.844891,762.514782,0,225,0,0,40399,16,0,optimal,DONE
eilC76-2.mps.gz,-12133722.2,0,0,725.8544485,762.514782,6586.437538,17.673039,762.514782,0,225,0,0,40399,32,0,optimal,DONE
ej.mps.gz,1,0,0,1,5673,18000.38458,0.025365,1.00E+20,1.00E+20,1,0,0,40364750,2,0,timelimit,DONE
ej.mps.gz,1,0,0,1,5713,18000.45086,0.004077,1.00E+20,1.00E+20,1,0,0,41080096,4,0,timelimit,DONE
ej.mps.gz,1,0,0,1,5606,18000.43946,0.003835,1.00E+20,1.00E+20,1,0,0,39333867,8,0,timelimit,DONE
ej.mps.gz,1,0,0,1,5333,18000.41951,0.005533,1.00E+20,1.00E+20,1,0,0,36600573,16,0,timelimit,DONE
ej.mps.gz,1,0,0,1,5454,18000.43827,0.004601,1.00E+20,1.00E+20,1,0,0,38012931,32,0,timelimit,DONE
enlight_hard.mps.gz,0,0,0,0,37,0.012436,0.009994,37,0,100,0,0,1,2,0,optimal,DONE
enlight_hard.mps.gz,0,0,0,0,37,0.009916,0.007937,37,0,100,0,0,1,4,0,optimal,DONE
enlight_hard.mps.gz,0,0,0,0,37,0.01026,0.008138,37,0,100,0,0,1,8,0,optimal,DONE
enlight_hard.mps.gz,0,0,0,0,37,0.009256,0.007393,37,0,100,0,0,1,16,0,optimal,DONE
enlight_hard.mps.gz,0,0,0,0,37,0.00967,0.007783,37,0,100,0,0,1,32,0,optimal,DONE
enlight8.mps.gz,0,0,0,0,27,0.029032,0.027536,27,0,64,0,0,1,2,0,optimal,DONE
enlight8.mps.gz,0,0,0,0,27,0.008331,0.006625,27,0,64,0,0,1,4,0,optimal,DONE
enlight8.mps.gz,0,0,0,0,27,0.008388,0.006753,27,0,64,0,0,1,8,0,optimal,DONE
enlight8.mps.gz,0,0,0,0,27,0.008022,0.006524,27,0,64,0,0,1,16,0,optimal,DONE
enlight8.mps.gz,0,0,0,0,27,0.007874,0.006413,27,0,64,0,0,1,32,0,optimal,DONE
ex10.mps.gz,0,0,0,0,0,18000.02693,189.101362,1.00E+20,1.00E+20,0,4,0,1,2,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex10.mps.gz,0,0,0,0,0,18000.0499,166.802919,1.00E+20,1.00E+20,0,4,0,1,4,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex10.mps.gz,0,0,0,0,0,18000.07437,167.038157,1.00E+20,1.00E+20,0,4,0,1,8,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex10.mps.gz,0,0,0,0,0,18000.03871,159.375465,1.00E+20,1.00E+20,0,4,0,1,16,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex10.mps.gz,0,0,0,0,0,18000.05509,159.154461,1.00E+20,1.00E+20,0,4,0,1,32,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex9.mps.gz,0,0,0,0,0,18000.04329,17.115041,1.00E+20,1.00E+20,0,22,0,1,2,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex9.mps.gz,0,0,0,0,0,18000.04161,17.47743,1.00E+20,1.00E+20,0,22,0,1,4,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex9.mps.gz,0,0,0,0,0,18000.01754,17.249687,1.00E+20,1.00E+20,0,22,0,1,8,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex9.mps.gz,0,0,0,0,0,18001.44232,13.762967,1.00E+20,1.00E+20,0,22,0,1,16,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
ex9.mps.gz,0,0,0,0,0,18001.81291,13.671803,1.00E+20,1.00E+20,0,22,0,1,32,0,timelimit,DONE SOLVED THROUGH LP RELAXATION
f2gap201600.mps.gz,-770,0,0,76429.8623,76453,813.680622,0.104875,76453,0,60,0,0,621511,2,0,optimal,DONE
f2gap201600.mps.gz,-770,0,0,76429.8623,76453,817.881001,0.102233,76453,0,60,0,0,621511,4,0,optimal,DONE
f2gap201600.mps.gz,-770,0,0,76429.8623,76453,818.269136,0.103732,76453,0,60,0,0,621511,8,0,optimal,DONE
f2gap201600.mps.gz,-770,0,0,76429.8623,76453,818.133707,0.104523,76453,0,60,0,0,621511,16,0,optimal,DONE
f2gap201600.mps.gz,-770,0,0,76429.8623,76453,821.299203,0.102491,76453,0,60,0,0,621511,32,0,optimal,DONE
f2gap401600.mps.gz,-503,0,0,82274.23743,82307,361.533416,0.114435,82307,0,80,0,0,198577,2,0,optimal,DONE
f2gap401600.mps.gz,-503,0,0,82274.23743,82307,388.108184,0.096747,82307,0,80,0,0,198577,4,0,optimal,DONE
f2gap401600.mps.gz,-503,0,0,82274.23743,82307,373.548594,0.098554,82307,0,80,0,0,198577,8,0,optimal,DONE
f2gap401600.mps.gz,-503,0,0,82274.23743,82307,371.55467,0.096829,82307,0,80,0,0,198577,16,0,optimal,DONE
f2gap401600.mps.gz,-503,0,0,82274.23743,82307,371.185033,0.099742,82307,0,80,0,0,198577,32,0,optimal,DONE
f2gap40400.mps.gz,-84,0,0,20650.89815,20650.89815,0.004346,0.032302,20650.89815,0,190,0,0,1,2,0,optimal,DONE SOLVED THROUGH LP RELAXATION
f2gap40400.mps.gz,-84,0,0,20650.89815,20650.89815,0.004395,0.017614,20650.89815,0,190,0,0,1,4,0,optimal,DONE SOLVED THROUGH LP RELAXATION
f2gap40400.mps.gz,-84,0,0,20650.89815,20650.89815,0.004405,0.017976,20650.89815,0,190,0,0,1,8,0,optimal,DONE SOLVED THROUGH LP RELAXATION
f2gap40400.mps.gz,-84,0,0,20650.89815,20650.89815,0.004257,0.017413,20650.89815,0,190,0,0,1,16,0,optimal,DONE SOLVED THROUGH LP RELAXATION
f2gap40400.mps.gz,-84,0,0,20650.89815,20650.89815,0.004308,0.017532,20650.89815,0,190,0,0,1,32,0,optimal,DONE SOLVED THROUGH LP RELAXATION
f2gap801600.mps.gz,-311,0,0,86570.16548,86679,443.297456,0.174966,86679,0,240,0,0,176006,2,0,optimal,DONE
f2gap801600.mps.gz,-311,0,0,86570.16548,86679,444.93975,0.192831,86679,0,240,0,0,176006,4,0,optimal,DONE
f2gap801600.mps.gz,-311,0,0,86570.16548,86679,459.663787,0.170431,86679,0,240,0,0,176006,8,0,optimal,DONE
f2gap801600.mps.gz,-311,0,0,86570.16548,86679,471.894181,0.199161,86679,0,240,0,0,176006,16,0,optimal,DONE
f2gap801600.mps.gz,-311,0,0,86570.16548,86679,431.367483,0.175963,86679,0,240,0,0,176006,32,0,optimal,DONE
fast0507.mps.gz,16,0,0,172.1455667,174,386.044682,2.027989,174,0,440,0,0,1014,2,0,optimal,DONE
fast0507.mps.gz,16,0,0,172.1455667,174,339.19421,2.162119,174,0,440,0,0,1014,4,0,optimal,DONE
fast0507.mps.gz,16,0,0,172.1455667,174,373.29406,1.996651,174,0,440,0,0,1014,8,0,optimal,DONE
fast0507.mps.gz,16,0,0,172.1455667,174,370.649798,2.284959,174,0,440,0,0,1014,16,0,optimal,DONE
fast0507.mps.gz,16,0,0,172.1455667,174,332.527814,1.969224,174,0,440,0,0,1014,32,0,optimal,DONE
fastxgemm-n2r6s0t2.mps.gz,27,0,0,27,230,1413.440544,0.271931,230,0,8790,0,0,237583,2,0,optimal,DONE
fastxgemm-n2r6s0t2.mps.gz,27,0,0,27,230,1391.824581,0.269213,230,0,8790,0,0,237583,4,0,optimal,DONE
fastxgemm-n2r6s0t2.mps.gz,27,0,0,27,230,1308.95216,0.253542,230,0,8790,0,0,237583,8,0,optimal,DONE
fastxgemm-n2r6s0t2.mps.gz,27,0,0,27,230,1308.99645,0.245264,230,0,8790,0,0,237583,16,0,optimal,DONE
fastxgemm-n2r6s0t2.mps.gz,27,0,0,27,230,1450.016799,0.263375,230,0,8790,0,0,237583,32,0,optimal,DONE
fastxgemm-n2r7s4t1.mps.gz,27,0,0,27,42,12767.01469,0.304563,42,0,9500,0,0,1794161,2,0,optimal,DONE
fastxgemm-n2r7s4t1.mps.gz,27,0,0,27,42,12654.41855,0.292755,42,0,9500,0,0,1794161,4,0,optimal,DONE
fastxgemm-n2r7s4t1.mps.gz,27,0,0,27,42,12931.27633,0.280102,42,0,9500,0,0,1794161,8,0,optimal,DONE
fastxgemm-n2r7s4t1.mps.gz,27,0,0,27,42,12850.14715,0.300439,42,0,9500,0,0,1794161,16,0,optimal,DONE
fastxgemm-n2r7s4t1.mps.gz,27,0,0,27,42,12365.19523,0.290427,42,0,9500,0,0,1794161,32,0,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,0,0,0,66.551849,0.340376,0,0,4480,0,0,40138,2,0,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,0,0,0,66.247372,0.34116,0,0,4480,0,0,40138,4,0,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,0,0,0,65.870015,0.3549,0,0,4480,0,0,40138,8,0,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,0,0,0,66.194857,0.343659,0,0,4480,0,0,40138,16,0,optimal,DONE
fhnw-binpack4-48.mps.gz,0,0,0,0,0,66.194059,0.345623,0,0,4480,0,0,40138,32,0,optimal,DONE
fhnw-sq2.mps.gz,0,0,0,0,0,18000.00344,0.103075,1.00E+20,1.00E+20,188,0,0,22548956,2,0,timelimit,DONE
fhnw-sq2.mps.gz,0,0,0,0,0,18000.00185,0.102868,1.00E+20,1.00E+20,188,0,0,21917539,4,0,timelimit,DONE
fhnw-sq2.mps.gz,0,0,0,0,0,18000.00285,0.108499,1.00E+20,1.00E+20,188,0,0,22358004,8,0,timelimit,DONE
fhnw-sq2.mps.gz,0,0,0,0,0,18000.00312,0.097383,1.00E+20,1.00E+20,188,0,0,24103496,16,0,timelimit,DONE
fhnw-sq2.mps.gz,0,0,0,0,0,18000.00326,0.094018,1.00E+20,1.00E+20,188,0,0,25267902,32,0,timelimit,DONE
fiball.mps.gz,5,0,0,138,138,242.401041,5.042763,138,0,4774,0,0,5442,2,0,optimal,DONE
fiball.mps.gz,5,0,0,138,138,244.029922,5.253297,138,0,4774,0,0,5442,4,0,optimal,DONE
fiball.mps.gz,5,0,0,138,138,241.429231,5.127272,138,0,4774,0,0,5442,8,0,optimal,DONE
fiball.mps.gz,5,0,0,138,138,249.142263,5.527615,138,0,4774,0,0,5442,16,0,optimal,DONE
fiball.mps.gz,5,0,0,138,138,248.357991,5.751279,138,0,4774,0,0,5442,32,0,optimal,DONE
fiber.mps.gz,58462.8,0,0,207607.3978,405935.18,12.882101,0.137442,405935.18,0,542,0,0,2602,2,0,optimal,DONE
fiber.mps.gz,58462.8,0,0,207607.3978,405935.18,12.843925,0.113883,405935.18,0,542,0,0,2602,4,0,optimal,DONE
fiber.mps.gz,58462.8,0,0,207607.3978,405935.18,12.883595,0.110632,405935.18,0,542,0,0,2602,8,0,optimal,DONE
fiber.mps.gz,58462.8,0,0,207607.3978,405935.18,12.836782,0.112653,405935.18,0,542,0,0,2602,16,0,optimal,DONE
fiber.mps.gz,58462.8,0,0,207607.3978,405935.18,12.878759,0.113735,405935.18,0,542,0,0,2602,32,0,optimal,DONE
fjspeasy01i.mps.gz,216,0,0,216,253,261.321768,247.335594,253,0,33460,0,0,47,2,0,optimal,DONE
fjspeasy01i.mps.gz,216,0,0,216,253,261.64339,247.289432,253,0,33460,0,0,47,4,0,optimal,DONE
fjspeasy01i.mps.gz,216,0,0,216,253,262.573103,248.204032,253,0,33460,0,0,47,8,0,optimal,DONE
fjspeasy01i.mps.gz,216,0,0,216,253,262.049314,247.68699,253,0,33460,0,0,47,16,0,optimal,DONE
fjspeasy01i.mps.gz,216,0,0,216,253,260.903868,246.838626,253,0,33460,0,0,47,32,0,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.033998,0.009362,1201500,0,13,0,0,68,2,0,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.029673,0.004974,1201500,0,13,0,0,68,4,0,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.02961,0.00503,1201500,0,13,0,0,68,8,0,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.029375,0.004781,1201500,0,13,0,0,68,16,0,optimal,DONE
flugpl.mps.gz,1018500,0,0,1167875.166,1201500,0.029595,0.004968,1201500,0,13,0,0,68,32,0,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,0,0,-1538.007093,983.0406265,344.328257,2.48768,983.0406265,0,22746,0,0,34724,2,0,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,0,0,-1538.007093,983.0406265,345.87306,2.51287,983.0406265,0,22746,0,0,34724,4,0,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,0,0,-1538.007093,983.0406265,345.198774,2.567656,983.0406265,0,22746,0,0,34724,8,0,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,0,0,-1538.007093,983.0406265,344.706078,2.488041,983.0406265,0,22746,0,0,34724,16,0,optimal,DONE
gasprod1-2.mps.gz,-123584.2729,0,0,-1538.007093,983.0406265,344.925616,2.513196,983.0406265,0,22746,0,0,34724,32,0,optimal,DONE
gasprod1-3.mps.gz,-122678.762,0,0,-704.858567,2310.108985,204.288896,1.353008,2310.108985,0,8832,0,0,28980,2,0,optimal,DONE
gasprod1-3.mps.gz,-122678.762,0,0,-704.858567,2310.108985,209.750125,1.374331,2310.108985,0,8832,0,0,28980,4,0,optimal,DONE
gasprod1-3.mps.gz,-122678.762,0,0,-704.858567,2310.108985,212.057967,1.393743,2310.108985,0,8832,0,0,28980,8,0,optimal,DONE
gasprod1-3.mps.gz,-122678.762,0,0,-704.858567,2310.108985,212.670199,1.420447,2310.108985,0,8832,0,0,28980,16,0,optimal,DONE
gasprod1-3.mps.gz,-122678.762,0,0,-704.858567,2310.108985,207.30711,1.414619,2310.108985,0,8832,0,0,28980,32,0,optimal,DONE
gasprod2-1.mps.gz,508232.4833,0,0,1541888.851,1628548.31,16467.58609,2.584561,1628548.31,0,41108,0,0,9609,2,0,optimal,DONE
gasprod2-1.mps.gz,508232.4833,0,0,1541888.851,1628548.31,15807.95473,3.634618,1628548.31,0,41108,0,0,9609,4,0,optimal,DONE
gasprod2-1.mps.gz,508232.4833,0,0,1541888.851,1628548.31,13593.51066,2.391879,1628548.31,0,41108,0,0,9609,8,0,optimal,DONE
gasprod2-1.mps.gz,508232.4833,0,0,1541888.851,1628548.31,13483.92188,2.322049,1628548.31,0,41108,0,0,9609,16,0,optimal,DONE
gasprod2-1.mps.gz,508232.4833,0,0,1541888.851,1628548.31,13450.66858,2.37305,1628548.31,0,41108,0,0,9609,32,0,optimal,DONE
gasprod2-2.mps.gz,298722.3289,0,0,1320756.699,1375631.663,3552.837852,12.141842,1375631.663,0,50011,0,0,6990,2,0,optimal,DONE
gasprod2-2.mps.gz,298722.3289,0,0,1320756.699,1375631.663,3587.356249,13.158304,1375631.663,0,50011,0,0,6990,4,0,optimal,DONE
gasprod2-2.mps.gz,298722.3289,0,0,1320756.699,1375631.663,3562.104187,13.247078,1375631.663,0,50011,0,0,6990,8,0,optimal,DONE
gasprod2-2.mps.gz,298722.3289,0,0,1320756.699,1375631.663,3583.554028,12.655268,1375631.663,0,50011,0,0,6990,16,0,optimal,DONE
gasprod2-2.mps.gz,298722.3289,0,0,1320756.699,1375631.663,3654.370101,13.276442,1375631.663,0,50011,0,0,6990,32,0,optimal,DONE
gen.mps.gz,68621.12468,0,0,112274.8503,112313.3627,0.098032,0.036568,112313.3627,0,482,0,0,5,2,0,optimal,DONE
gen.mps.gz,68621.12468,0,0,112274.8503,112313.3627,0.082169,0.020584,112313.3627,0,482,0,0,5,4,0,optimal,DONE
gen.mps.gz,68621.12468,0,0,112274.8503,112313.3627,0.083284,0.021107,112313.3627,0,482,0,0,5,8,0,optimal,DONE
gen.mps.gz,68621.12468,0,0,112274.8503,112313.3627,0.082756,0.020533,112313.3627,0,482,0,0,5,16,0,optimal,DONE
gen.mps.gz,68621.12468,0,0,112274.8503,112313.3627,0.082263,0.020498,112313.3627,0,482,0,0,5,32,0,optimal,DONE
gen-ip002.mps.gz,-4840.541961,0,0,-4840.541961,-4783.733392,1183.926223,0.011887,-4783.733392,0,48,0,0,5112787,2,0,optimal,DONE
gen-ip002.mps.gz,-4840.541961,0,0,-4840.541961,-4783.733392,1182.894754,0.010683,-4783.733392,0,48,0,0,5112787,4,0,optimal,DONE
gen-ip002.mps.gz,-4840.541961,0,0,-4840.541961,-4783.733392,1180.418135,0.009617,-4783.733392,0,48,0,0,5112787,8,0,optimal,DONE
gen-ip002.mps.gz,-4840.541961,0,0,-4840.541961,-4783.733392,1176.67874,0.010128,-4783.733392,0,48,0,0,5112787,16,0,optimal,DONE
gen-ip002.mps.gz,-4840.541961,0,0,-4840.541961,-4783.733392,1186.83559,0.012515,-4783.733392,0,48,0,0,5112787,32,0,optimal,DONE
gen-ip021.mps.gz,2327.842584,0,0,2327.842584,2361.454195,437.055711,0.026162,2361.454195,0,56,0,0,2341056,2,0,optimal,DONE
gen-ip021.mps.gz,2327.842584,0,0,2327.842584,2361.454195,443.781482,0.0073,2361.454195,0,56,0,0,2341056,4,0,optimal,DONE
gen-ip021.mps.gz,2327.842584,0,0,2327.842584,2361.454195,442.58373,0.00739,2361.454195,0,56,0,0,2341056,8,0,optimal,DONE
gen-ip021.mps.gz,2327.842584,0,0,2327.842584,2361.454195,440.528327,0.007482,2361.454195,0,56,0,0,2341056,16,0,optimal,DONE
gen-ip021.mps.gz,2327.842584,0,0,2327.842584,2361.454195,441.460717,0.007764,2361.454195,0,56,0,0,2341056,32,0,optimal,DONE
gen-ip036.mps.gz,-52491.20487,0,0,-4632.298153,-4606.67961,602.412025,0.11867,-4606.67961,0,92,0,0,2023646,2,0,optimal,DONE
gen-ip036.mps.gz,-52491.20487,0,0,-4632.298153,-4606.67961,599.462768,0.009855,-4606.67961,0,92,0,0,2023646,4,0,optimal,DONE
gen-ip036.mps.gz,-52491.20487,0,0,-4632.298153,-4606.67961,597.978566,0.009844,-4606.67961,0,92,0,0,2023646,8,0,optimal,DONE
gen-ip036.mps.gz,-52491.20487,0,0,-4632.298153,-4606.67961,605.573626,0.032631,-4606.67961,0,92,0,0,2023646,16,0,optimal,DONE
gen-ip036.mps.gz,-52491.20487,0,0,-4632.298153,-4606.67961,610.274693,0.011068,-4606.67961,0,92,0,0,2023646,32,0,optimal,DONE
gen-ip054.mps.gz,6765.209043,0,0,6765.209043,6840.965642,1044.536095,0.008544,6840.965642,0,54,0,0,4609954,2,0,optimal,DONE
gen-ip054.mps.gz,6765.209043,0,0,6765.209043,6840.965642,1000.782436,0.007843,6840.965642,0,54,0,0,4609954,4,0,optimal,DONE
gen-ip054.mps.gz,6765.209043,0,0,6765.209043,6840.965642,1029.359326,0.01008,6840.965642,0,54,0,0,4609954,8,0,optimal,DONE
gen-ip054.mps.gz,6765.209043,0,0,6765.209043,6840.965642,883.845407,0.008444,6840.965642,0,54,0,0,4609954,16,0,optimal,DONE
gen-ip054.mps.gz,6765.209043,0,0,6765.209043,6840.965642,954.931336,0.007787,6840.965642,0,54,0,0,4609954,32,0,optimal,DONE
germanrr.mps.gz,181140.173,0,0,46040972.63,48249260.22,18000.00967,1.052132,48249260.22,0.045120578,5499,0,0,272696,2,0,timelimit,DONE
germanrr.mps.gz,181140.173,0,0,46040972.63,48249260.22,18000.00807,0.990679,48249260.22,0.045120099,5499,0,0,273588,4,0,timelimit,DONE
germanrr.mps.gz,181140.173,0,0,46040972.63,48249260.22,18000.01068,1.246349,48249260.22,0.045120938,5499,0,0,271017,8,0,timelimit,DONE
germanrr.mps.gz,181140.173,0,0,46040972.63,48249260.22,18000.01339,1.001258,48249260.22,0.045127489,5499,0,0,265226,16,0,timelimit,DONE
germanrr.mps.gz,181140.173,0,0,46040972.63,48249260.22,18000.00917,1.020763,48249260.22,0.045115889,5499,0,0,280827,32,0,timelimit,DONE
germany50-UUM.mps.gz,597932.5,0,0,597932.5,638360,18000.00887,0.226456,638360,0.034843872,4156,0,0,398142,2,0,timelimit,DONE
germany50-UUM.mps.gz,597932.5,0,0,597932.5,638360,18000.01138,0.191997,638360,0.034862326,4156,0,0,388153,4,0,timelimit,DONE
germany50-UUM.mps.gz,597932.5,0,0,597932.5,638360,18000.00723,0.17862,638360,0.034883926,4156,0,0,375239,8,0,timelimit,DONE
germany50-UUM.mps.gz,597932.5,0,0,597932.5,638360,18000.00679,0.202963,638360,0.034883926,4156,0,0,375190,16,0,timelimit,DONE
germany50-UUM.mps.gz,597932.5,0,0,597932.5,638360,18000.00733,0.16763,638360,0.034813257,4156,0,0,412062,32,0,timelimit,DONE
