,index,NAME,TIME W/ CUTS,CUTS OFF_FIRST ROUND,NODES W/ CUTS,NODES W/O CUTS,PLabel NN,PLabel ET,PLabel RF,Time Label,Minimum Time,Minimum Nodes,PTime RF,PTime NN,PTime ET,PNodes RF,PNodes NN,PNodes ET
77,77,gen-ip036.mps.gz,662.2517475999999,603.1600382,2144143.0,2023646.0,0,0,0,0,603.1600382,2023646.0,603.1600382,603.1600382,603.1600382,2023646.0,2023646.0,2023646.0
78,78,neos-3592146-hawea.mps.gz,18000.018858,3612.4616951999997,849258.2,378205.0,0,0,0,0,3612.4616951999997,378205.0,3612.4616951999997,3612.4616951999997,3612.4616951999997,378205.0,378205.0,378205.0
79,79,seymour.mps.gz,17978.000971999998,18001.236322200002,453967.8,848507.8,0,1,1,1,17978.000971999998,453967.8,17978.000971999998,18001.236322200002,17978.000971999998,453967.8,848507.8,453967.8
80,80,neos-1445765.mps.gz,47.4345008,44.3645636,263.0,612.0,1,1,1,0,44.3645636,263.0,47.4345008,47.4345008,47.4345008,263.0,263.0,263.0
81,81,hypothyroid-k1.mps.gz,14.262865600000001,23.912434,1.0,1.0,0,1,1,1,14.262865600000001,1.0,14.262865600000001,23.912434,14.262865600000001,1.0,1.0,1.0
82,82,neos-1171448.mps.gz,6.012442,32.7535108,1.0,8.0,1,1,1,1,6.012442,1.0,6.012442,6.012442,6.012442,1.0,1.0,1.0
83,83,piperout-d27.mps.gz,82.9857524,67.3652664,902.0,152.0,0,1,1,0,67.3652664,152.0,82.9857524,67.3652664,82.9857524,902.0,152.0,902.0
84,84,iis-hc-cov.mps.gz,2461.912088,1760.5956242000004,69969.0,76535.0,0,1,0,0,1760.5956242000004,69969.0,1760.5956242000004,1760.5956242000004,2461.912088,76535.0,76535.0,69969.0
85,85,neos-3581454-haast.mps.gz,517.4409788,5506.752321,11475.0,202155.0,0,1,1,1,517.4409788,11475.0,517.4409788,5506.752321,517.4409788,11475.0,202155.0,11475.0
86,86,graphdraw-gemcutter.mps.gz,68.650244,216.1586348,175780.0,885799.0,1,1,1,1,68.650244,175780.0,68.650244,68.650244,68.650244,175780.0,175780.0,175780.0
87,87,neos-503737.mps.gz,302.1724520000001,188.75970139999998,2729.0,5196.0,1,1,1,0,188.75970139999998,2729.0,302.1724520000001,302.1724520000001,302.1724520000001,2729.0,2729.0,2729.0
88,88,map18.mps.gz,308.4507002,358.9330178,306.0,799.0,1,1,1,1,308.4507002,306.0,308.4507002,308.4507002,308.4507002,306.0,306.0,306.0
89,89,neos-935769.mps.gz,18000.015492,12737.916449599998,1442.6,552.0,1,1,1,0,12737.916449599998,552.0,18000.015492,18000.015492,18000.015492,1442.6,1442.6,1442.6
90,90,lectsched-1.mps.gz,655.0781196,206.460354,5518.0,1410.0,0,1,0,0,206.460354,1410.0,206.460354,206.460354,655.0781196,1410.0,1410.0,5518.0
91,91,qnet1.mps.gz,2.6027611999999998,2.4524672,3.0,102.0,1,1,1,0,2.4524672,3.0,2.6027611999999998,2.6027611999999998,2.6027611999999998,3.0,3.0,3.0
92,92,qiu.mps.gz,68.29324,42.959413600000005,10652.0,9207.0,1,1,1,0,42.959413600000005,9207.0,68.29324,68.29324,68.29324,10652.0,10652.0,10652.0
93,93,neos-957143.mps.gz,859.6462137999999,1071.9072638000002,48.0,70.0,1,1,1,1,859.6462137999999,48.0,859.6462137999999,859.6462137999999,859.6462137999999,48.0,48.0,48.0
94,94,map10.mps.gz,656.117494,749.9886572,732.0,2333.0,1,1,1,1,656.117494,732.0,656.117494,656.117494,656.117494,732.0,732.0,732.0
95,95,bc1.mps.gz,144.3613042,520.3905532000001,1691.0,17530.0,1,1,1,1,144.3613042,1691.0,144.3613042,144.3613042,144.3613042,1691.0,1691.0,1691.0
96,96,supportcase37.mps.gz,161.70820880000002,260.273785,23.0,1140.0,1,1,1,1,161.70820880000002,23.0,161.70820880000002,161.70820880000002,161.70820880000002,23.0,23.0,23.0
97,97,n2seq36f.mps.gz,18.5768498,14.9265304,1580.0,3982.0,1,1,1,0,14.9265304,1580.0,18.5768498,18.5768498,18.5768498,1580.0,1580.0,1580.0
98,98,beasleyC1.mps.gz,5.589071,10.5704296,1.0,1752.0,0,1,1,1,5.589071,1.0,5.589071,10.5704296,5.589071,1.0,1752.0,1.0
99,99,tbfp-network.mps.gz,745.6603434000001,1299.4035988,34.0,419.0,1,1,1,1,745.6603434000001,34.0,745.6603434000001,745.6603434000001,745.6603434000001,34.0,34.0,34.0
100,100,gasprod1-2.mps.gz,61.304367400000004,348.40641020000004,612.0,34724.0,1,1,1,1,61.304367400000004,612.0,61.304367400000004,61.304367400000004,61.304367400000004,612.0,612.0,612.0
101,101,f2gap201600.mps.gz,0.588332,817.9110674000001,1.0,621511.0,1,1,1,1,0.588332,1.0,0.588332,0.588332,0.588332,1.0,1.0,1.0
102,102,core2536-691.mps.gz,336.477674,1062.7563298,893.0,1199.0,0,1,1,1,336.477674,893.0,336.477674,1062.7563298,336.477674,893.0,1199.0,893.0
103,103,neos-1122047.mps.gz,12.740823800000001,12.588596200000001,1.0,1.0,0,1,0,0,12.588596200000001,1.0,12.588596200000001,12.588596200000001,12.740823800000001,1.0,1.0,1.0
104,104,neos-1367061.mps.gz,54.63412679999999,158.23956160000003,1.0,1.0,1,1,1,1,54.63412679999999,1.0,54.63412679999999,54.63412679999999,54.63412679999999,1.0,1.0,1.0
105,105,neos-5195221-niemur.mps.gz,1871.3841361999998,2325.3588024,44657.0,117919.0,1,1,1,1,1871.3841361999998,44657.0,1871.3841361999998,1871.3841361999998,1871.3841361999998,44657.0,44657.0,44657.0
106,106,swath1.mps.gz,21.5661812,73.81194239999999,370.0,2697.0,1,1,1,1,21.5661812,370.0,21.5661812,21.5661812,21.5661812,370.0,370.0,370.0
107,107,toll-like.mps.gz,16718.294914,18000.4081046,360893.0,3529829.2,0,1,1,1,16718.294914,360893.0,16718.294914,18000.4081046,16718.294914,360893.0,3529829.2,360893.0
108,108,qnet1_o.mps.gz,2.321989,1.407797,1.0,237.0,1,1,1,0,1.407797,1.0,2.321989,2.321989,2.321989,1.0,1.0,1.0
109,109,neos-4805882-barwon.mps.gz,507.1547892,740.4000188,14721.0,36738.0,1,1,1,1,507.1547892,14721.0,507.1547892,507.1547892,507.1547892,14721.0,14721.0,14721.0
110,110,glass4.mps.gz,779.9078751999999,984.2574695999999,652204.0,2576934.0,1,1,1,1,779.9078751999999,652204.0,779.9078751999999,779.9078751999999,779.9078751999999,652204.0,652204.0,652204.0
111,111,ns2071214.mps.gz,2777.2518310000005,1531.1837194,209906.0,171030.0,0,1,0,0,1531.1837194,171030.0,1531.1837194,1531.1837194,2777.2518310000005,171030.0,171030.0,209906.0
112,112,bppc4-08.mps.gz,16293.387203999999,14502.4933432,1283811.0,3490784.0,1,1,0,0,14502.4933432,1283811.0,14502.4933432,16293.387203999999,16293.387203999999,3490784.0,1283811.0,1283811.0
113,113,p500x2988d.mps.gz,2.9572903999999993,218.62180559999996,1.0,17714.0,1,1,1,1,2.9572903999999993,1.0,2.9572903999999993,2.9572903999999993,2.9572903999999993,1.0,1.0,1.0
114,114,neos-3660371-kurow.mps.gz,452.3229868,351.7932532000001,95347.0,67129.0,1,1,1,0,351.7932532000001,67129.0,452.3229868,452.3229868,452.3229868,95347.0,95347.0,95347.0
115,115,neos-5129192-manaia.mps.gz,84.2043392,88.20768400000001,1.0,1.0,1,1,1,1,84.2043392,1.0,84.2043392,84.2043392,84.2043392,1.0,1.0,1.0
116,116,drayage-100-12.mps.gz,36.2607592,1346.6613282,1373.0,217992.0,1,1,1,1,36.2607592,1373.0,36.2607592,36.2607592,36.2607592,1373.0,1373.0,1373.0
117,117,mappingmesh3x3mpeg2i.mps.gz,193.5809948,234.9275018,3368.0,1045.0,0,1,1,1,193.5809948,1045.0,193.5809948,234.9275018,193.5809948,3368.0,1045.0,3368.0
118,118,supportcase43.mps.gz,22.4406422,21.794142,1.0,1.0,1,1,0,0,21.794142,1.0,21.794142,22.4406422,22.4406422,1.0,1.0,1.0
119,119,neos-4724674-aorere.mps.gz,953.2490216,1153.004652,3221.0,6920.0,1,1,1,1,953.2490216,3221.0,953.2490216,953.2490216,953.2490216,3221.0,3221.0,3221.0
120,120,neos-4966258-blicks.mps.gz,5389.981384000001,2243.7357784000005,2560.0,2888.0,0,1,1,0,2243.7357784000005,2560.0,5389.981384000001,2243.7357784000005,5389.981384000001,2560.0,2888.0,2560.0
121,121,atlanta-ip.mps.gz,15300.894714,17989.413269599998,55649.0,126363.8,1,1,1,1,15300.894714,55649.0,15300.894714,15300.894714,15300.894714,55649.0,55649.0,55649.0
122,122,neos-1516309.mps.gz,0.5649013999999999,0.9321170000000001,1.0,5.0,0,1,1,1,0.5649013999999999,1.0,0.5649013999999999,0.9321170000000001,0.5649013999999999,1.0,5.0,1.0
123,123,neos4.mps.gz,1.0703592,1.0680724000000001,1.0,1.0,1,1,0,0,1.0680724000000001,1.0,1.0680724000000001,1.0703592,1.0703592,1.0,1.0,1.0
124,124,ns2034125.mps.gz,11615.20821,16754.099043399998,12420.0,175089.0,1,1,1,1,11615.20821,12420.0,11615.20821,11615.20821,11615.20821,12420.0,12420.0,12420.0
125,125,cbs-cta.mps.gz,34.438032199999995,54.026487800000005,1.0,58.0,1,1,1,1,34.438032199999995,1.0,34.438032199999995,34.438032199999995,34.438032199999995,1.0,1.0,1.0
126,126,piperout-27.mps.gz,32.4456376,67.63731700000001,102.0,758.0,1,1,1,1,32.4456376,102.0,32.4456376,32.4456376,32.4456376,102.0,102.0,102.0
127,127,rococoC10-001000.mps.gz,1160.157203,2195.3033578000004,50312.0,571173.0,1,1,1,1,1160.157203,50312.0,1160.157203,1160.157203,1160.157203,50312.0,50312.0,50312.0
128,128,timtab1CUTS.mps.gz,167.29317300000002,113.16513,45864.0,147008.0,1,1,1,0,113.16513,45864.0,167.29317300000002,167.29317300000002,167.29317300000002,45864.0,45864.0,45864.0
129,129,app3.mps.gz,5.1533608,1.7686632,3.0,98.0,0,1,0,0,1.7686632,3.0,1.7686632,1.7686632,5.1533608,98.0,98.0,3.0
130,130,23588.mps.gz,5.5273702,2.540436,576.0,981.0,0,1,1,0,2.540436,576.0,5.5273702,2.540436,5.5273702,576.0,981.0,576.0
131,131,neos-5079731-flyers.mps.gz,2115.353479600001,18014.435973800002,7457.0,258721.2,0,1,1,1,2115.353479600001,7457.0,2115.353479600001,18014.435973800002,2115.353479600001,7457.0,258721.2,7457.0
132,132,msc98-ip.mps.gz,13513.64007,18011.5586712,27544.0,3483.0,1,1,1,1,13513.64007,3483.0,13513.64007,13513.64007,13513.64007,27544.0,27544.0,27544.0
133,133,neos-4976951-bunnoo.mps.gz,17813.652290000005,19472.8583536,92.8,71.2,1,1,1,1,17813.652290000005,71.2,17813.652290000005,17813.652290000005,17813.652290000005,92.8,92.8,92.8
134,134,supportcase33.mps.gz,385.3984704,322.5658198,4878.0,17526.0,0,1,1,0,322.5658198,4878.0,385.3984704,322.5658198,385.3984704,4878.0,17526.0,4878.0
135,135,neos-914441.mps.gz,12.7548694,16.128371999999995,1.0,1.0,1,1,1,1,12.7548694,1.0,12.7548694,12.7548694,12.7548694,1.0,1.0,1.0
136,136,mario-t-hard5i.mps.gz,58.7126876,917.2062534,1.0,614.0,1,1,1,1,58.7126876,1.0,58.7126876,58.7126876,58.7126876,1.0,1.0,1.0
137,137,neos-3636886-kereu.mps.gz,583.6971166,18015.477644000002,14209.0,722590.8,1,1,1,1,583.6971166,14209.0,583.6971166,583.6971166,583.6971166,14209.0,14209.0,14209.0
138,138,gen-ip054.mps.gz,1274.0568372,982.7040056,5682228.0,4609954.0,1,0,0,0,982.7040056,4609954.0,982.7040056,1274.0568372,982.7040056,4609954.0,5682228.0,4609954.0
139,139,neos-5093327-huahum.mps.gz,5543.2890742,15782.258390600002,33313.0,582167.0,0,1,1,1,5543.2890742,33313.0,5543.2890742,15782.258390600002,5543.2890742,33313.0,582167.0,33313.0
140,140,neos-933966.mps.gz,6150.7958074,1373.5207658,734.0,87.0,0,1,1,0,1373.5207658,87.0,6150.7958074,1373.5207658,6150.7958074,734.0,87.0,734.0
141,141,neos-953928.mps.gz,610.7902168,18051.6903964,114.0,5162.6,1,1,1,1,610.7902168,114.0,610.7902168,610.7902168,610.7902168,114.0,114.0,114.0
142,142,neos-3665875-lesum.mps.gz,11028.592358,18000.6297812,339994.0,1440576.2,0,1,1,1,11028.592358,339994.0,11028.592358,18000.6297812,11028.592358,339994.0,1440576.2,339994.0
143,143,nu120-pr12.mps.gz,3.102721,7.5362814,49.0,1073.0,1,1,1,1,3.102721,49.0,3.102721,3.102721,3.102721,49.0,49.0,49.0
144,144,neos-3024952-loue.mps.gz,4260.9255554,18001.8046644,91480.0,2925120.8,1,1,1,1,4260.9255554,91480.0,4260.9255554,4260.9255554,4260.9255554,91480.0,91480.0,91480.0
145,145,neos-3661949-lesse.mps.gz,0.1758312,0.1760872,1.0,1.0,1,1,1,1,0.1758312,1.0,0.1758312,0.1758312,0.1758312,1.0,1.0,1.0
146,146,beavma.mps.gz,1.3358472000000001,7.724781,1.0,5697.0,1,1,1,1,1.3358472000000001,1.0,1.3358472000000001,1.3358472000000001,1.3358472000000001,1.0,1.0,1.0
147,147,neos-4413714-turia.mps.gz,416.01690440000004,671.3258172000001,63.0,890.0,1,1,1,1,416.01690440000004,63.0,416.01690440000004,416.01690440000004,416.01690440000004,63.0,63.0,63.0
148,148,neos-3572885-glina.mps.gz,28.743449599999998,28.656882200000002,1.0,1.0,0,1,0,0,28.656882200000002,1.0,28.656882200000002,28.656882200000002,28.743449599999998,1.0,1.0,1.0
149,149,neos-4754521-awarau.mps.gz,122.2024702,102.93162299999999,1.0,1.0,1,1,0,0,102.93162299999999,1.0,102.93162299999999,122.2024702,122.2024702,1.0,1.0,1.0
150,150,neos-829552.mps.gz,529.0160063999999,351.1642186000001,213.0,123.0,0,1,0,0,351.1642186000001,123.0,351.1642186000001,351.1642186000001,529.0160063999999,123.0,123.0,213.0
151,151,neos-3611447-jijia.mps.gz,1.1303822000000001,7.410853,143.0,9767.0,1,1,1,1,1.1303822000000001,143.0,1.1303822000000001,1.1303822000000001,1.1303822000000001,143.0,143.0,143.0
152,152,dano3_5.mps.gz,429.3067306,375.4870648,229.0,138.0,1,1,1,0,375.4870648,138.0,429.3067306,429.3067306,429.3067306,229.0,229.0,229.0
153,153,app1-2.mps.gz,1089.4512156,355.9930326,40804.0,11191.0,0,1,0,0,355.9930326,11191.0,355.9930326,355.9930326,1089.4512156,11191.0,11191.0,40804.0
154,154,seymour1.mps.gz,80.38961439999999,177.597931,972.0,2878.0,1,1,1,1,80.38961439999999,972.0,80.38961439999999,80.38961439999999,80.38961439999999,972.0,972.0,972.0
155,155,neos-3696678-lyvia.mps.gz,0.1850156,0.1811794,1.0,1.0,1,1,0,0,0.1811794,1.0,0.1811794,0.1850156,0.1850156,1.0,1.0,1.0
156,156,bmocbd2.mps.gz,43.93352539999999,42.527814,1.0,1.0,0,0,0,0,42.527814,1.0,42.527814,42.527814,42.527814,1.0,1.0,1.0
157,157,icir97_tension.mps.gz,3779.6746648,15415.049223400001,1112767.0,12716437.0,1,1,1,1,3779.6746648,1112767.0,3779.6746648,3779.6746648,3779.6746648,1112767.0,1112767.0,1112767.0
158,158,neos-4260495-otere.mps.gz,1061.9540464000002,212.57003400000002,155.0,86.0,0,1,1,0,212.57003400000002,86.0,1061.9540464000002,212.57003400000002,1061.9540464000002,155.0,86.0,155.0
159,159,lectsched-4-obj.mps.gz,5.9749798,19.3594234,5.0,1395.0,1,1,1,1,5.9749798,5.0,5.9749798,5.9749798,5.9749798,5.0,5.0,5.0
160,160,fiball.mps.gz,1015.0612097999998,253.15857840000004,3495.0,5442.0,0,1,1,0,253.15857840000004,3495.0,1015.0612097999998,253.15857840000004,1015.0612097999998,3495.0,5442.0,3495.0
161,161,graphdraw-domain.mps.gz,1545.6676489999998,15826.402284200001,2008061.0,24553839.0,1,1,1,1,1545.6676489999998,2008061.0,1545.6676489999998,1545.6676489999998,1545.6676489999998,2008061.0,2008061.0,2008061.0
162,162,neos-1061020.mps.gz,587.135897,238.54174600000002,1442.0,480.0,1,1,0,0,238.54174600000002,480.0,238.54174600000002,587.135897,587.135897,480.0,1442.0,1442.0
163,163,neos-950242.mps.gz,242.80962979999998,52.0575604,100.0,46.0,1,1,1,0,52.0575604,46.0,242.80962979999998,242.80962979999998,242.80962979999998,100.0,100.0,100.0
164,164,supportcase34.mps.gz,1013.883826,12292.313635999999,5869.0,96735.0,0,1,1,1,1013.883826,5869.0,1013.883826,12292.313635999999,1013.883826,5869.0,96735.0,5869.0
165,165,neos-933638.mps.gz,14587.569504,1330.7157556,983.0,64.0,0,1,1,0,1330.7157556,64.0,14587.569504,1330.7157556,14587.569504,983.0,64.0,983.0
166,166,blend2.mps.gz,2.3689878,1.2592257999999998,854.0,1041.0,1,1,1,0,1.2592257999999998,854.0,2.3689878,2.3689878,2.3689878,854.0,854.0,854.0
167,167,aflow40b.mps.gz,817.3055668000001,11032.9889074,34552.0,5221215.0,1,1,1,1,817.3055668000001,34552.0,817.3055668000001,817.3055668000001,817.3055668000001,34552.0,34552.0,34552.0
168,168,neos17.mps.gz,7.8058304,12.6398094,2965.0,6293.0,1,1,1,1,7.8058304,2965.0,7.8058304,7.8058304,7.8058304,2965.0,2965.0,2965.0
169,169,eil33-2.mps.gz,83.3946848,73.1067942,777.0,565.0,0,0,0,0,73.1067942,565.0,73.1067942,73.1067942,73.1067942,565.0,565.0,565.0
170,170,neos-578379.mps.gz,534.4017044,1644.7542254,2269.0,7086.0,1,1,1,1,534.4017044,2269.0,534.4017044,534.4017044,534.4017044,2269.0,2269.0,2269.0
171,171,neos-799711.mps.gz,5958.7626928,4226.4242392,622.0,179.0,0,1,0,0,4226.4242392,179.0,4226.4242392,4226.4242392,5958.7626928,179.0,179.0,622.0
172,172,ab72-40-100.mps.gz,604.7663736000001,614.0146391999999,152.0,152.0,1,1,1,1,604.7663736000001,152.0,604.7663736000001,604.7663736000001,604.7663736000001,152.0,152.0,152.0
173,173,piperout-08.mps.gz,29.729939,59.66192040000001,135.0,1377.0,1,1,1,1,29.729939,135.0,29.729939,29.729939,29.729939,135.0,135.0,135.0
174,174,triptim1.mps.gz,2446.3826584,917.1749914,78.0,11.0,0,1,1,0,917.1749914,11.0,2446.3826584,917.1749914,2446.3826584,78.0,11.0,78.0
175,175,neos-4359986-taipa.mps.gz,18000.006355999998,3460.9899352,1.0,544.0,0,1,1,0,3460.9899352,1.0,18000.006355999998,3460.9899352,18000.006355999998,1.0,544.0,1.0
176,176,n13-3.mps.gz,7.424550600000001,104.0793174,185.0,24332.0,1,1,1,1,7.424550600000001,185.0,7.424550600000001,7.424550600000001,7.424550600000001,185.0,185.0,185.0
177,177,enlight8.mps.gz,0.0083472,0.0123294,1.0,1.0,1,1,1,1,0.0083472,1.0,0.0083472,0.0083472,0.0083472,1.0,1.0,1.0
178,178,unitcal_7.mps.gz,940.7999258,10628.6869224,705.0,196989.0,1,1,1,1,940.7999258,705.0,940.7999258,940.7999258,940.7999258,705.0,705.0,705.0
179,179,supportcase27i.mps.gz,36.7637754,37.1439258,3221.0,5720.0,1,1,1,1,36.7637754,3221.0,36.7637754,36.7637754,36.7637754,3221.0,3221.0,3221.0
180,180,graph20-20-1rand.mps.gz,14.9157914,7.104125000000001,629.0,1111.0,0,1,1,0,7.104125000000001,629.0,14.9157914,7.104125000000001,14.9157914,629.0,1111.0,629.0
181,181,mine-90-10.mps.gz,380.2144736000001,114.38697959999999,27540.0,31964.0,0,1,0,0,114.38697959999999,27540.0,114.38697959999999,114.38697959999999,380.2144736000001,31964.0,31964.0,27540.0
182,182,mkc1.mps.gz,3654.860618,18000.3601638,701606.0,7052650.8,1,1,1,1,3654.860618,701606.0,3654.860618,3654.860618,3654.860618,701606.0,701606.0,701606.0
183,183,acc-tight5.mps.gz,277.7351116,72.398134,733.0,713.0,1,1,1,0,72.398134,713.0,277.7351116,277.7351116,277.7351116,733.0,733.0,733.0
184,184,rmatr100-p10.mps.gz,222.17047200000002,189.28590960000002,739.0,797.0,0,1,0,0,189.28590960000002,739.0,189.28590960000002,189.28590960000002,222.17047200000002,797.0,797.0,739.0
185,185,gr4x6.mps.gz,0.0120334,0.037746999999999996,1.0,24.0,1,1,1,1,0.0120334,1.0,0.0120334,0.0120334,0.0120334,1.0,1.0,1.0
186,186,neos-954925.mps.gz,14493.477158000003,18106.564546200003,2258.0,1384.4,1,1,1,1,14493.477158000003,1384.4,14493.477158000003,14493.477158000003,14493.477158000003,2258.0,2258.0,2258.0
187,187,markshare_4_0.mps.gz,195.5425088,173.07144420000003,2188801.0,2130216.0,0,0,0,0,173.07144420000003,2130216.0,173.07144420000003,173.07144420000003,173.07144420000003,2130216.0,2130216.0,2130216.0
188,188,neos-480878.mps.gz,19.7946826,10.753511800000002,1347.0,4246.0,0,1,1,0,10.753511800000002,1347.0,19.7946826,10.753511800000002,19.7946826,1347.0,4246.0,1347.0
189,189,neos-5193246-nerang.mps.gz,1171.8131899999998,1544.7466746,7082.0,17117.0,1,1,1,1,1171.8131899999998,7082.0,1171.8131899999998,1171.8131899999998,1171.8131899999998,7082.0,7082.0,7082.0
190,190,neos18.mps.gz,16.1190822,32.542113,1144.0,6376.0,1,1,1,1,16.1190822,1144.0,16.1190822,16.1190822,16.1190822,1144.0,1144.0,1144.0
191,191,p500x2988c.mps.gz,2.8025618000000003,1.2363652,1.0,27.0,1,1,1,0,1.2363652,1.0,2.8025618000000003,2.8025618000000003,2.8025618000000003,1.0,1.0,1.0
192,192,neos-5083528-gimone.mps.gz,41.0202774,66.00652219999999,4.0,21.0,1,1,1,1,41.0202774,4.0,41.0202774,41.0202774,41.0202774,4.0,4.0,4.0
193,193,nu120-pr9.mps.gz,17063.06433,18001.280843599998,315913.0,1402573.8,1,1,1,1,17063.06433,315913.0,17063.06433,17063.06433,17063.06433,315913.0,315913.0,315913.0
194,194,air03.mps.gz,2.5151131999999996,3.1831533999999997,1.0,1.0,1,1,1,1,2.5151131999999996,1.0,2.5151131999999996,2.5151131999999996,2.5151131999999996,1.0,1.0,1.0
195,195,neos-585192.mps.gz,25.876691800000003,15.5272614,621.0,599.0,0,1,0,0,15.5272614,599.0,15.5272614,15.5272614,25.876691800000003,599.0,599.0,621.0
196,196,neos-4333596-skien.mps.gz,132.1096942,484.35698679999996,91755.0,472118.0,1,1,1,1,132.1096942,91755.0,132.1096942,132.1096942,132.1096942,91755.0,91755.0,91755.0
197,197,nsa.mps.gz,2.3615494000000004,3.5290524,219.0,230.0,1,1,1,1,2.3615494000000004,219.0,2.3615494000000004,2.3615494000000004,2.3615494000000004,219.0,219.0,219.0
198,198,30_70_45_05_100.mps.gz,282.653795,258.6474692,46.0,201.0,1,1,1,0,258.6474692,46.0,282.653795,282.653795,282.653795,46.0,46.0,46.0
199,199,neos-941313.mps.gz,2074.7791808,18286.2452624,7.0,631.6,1,1,1,1,2074.7791808,7.0,2074.7791808,2074.7791808,2074.7791808,7.0,7.0,7.0
200,200,l2p12.mps.gz,91.19140780000001,745.561118,650.0,99012.0,1,1,1,1,91.19140780000001,650.0,91.19140780000001,91.19140780000001,91.19140780000001,650.0,650.0,650.0
201,201,neos-824661.mps.gz,1373.5413261999997,354.95032380000004,36.0,8.0,0,1,1,0,354.95032380000004,8.0,1373.5413261999997,354.95032380000004,1373.5413261999997,36.0,8.0,36.0
202,202,neos-848589.mps.gz,15642.312333999998,18085.907951399997,989.0,11516.6,1,1,1,1,15642.312333999998,989.0,15642.312333999998,15642.312333999998,15642.312333999998,989.0,989.0,989.0
203,203,drayage-25-32.mps.gz,303.6984012000001,1008.8890668,11988.0,136931.0,1,1,1,1,303.6984012000001,11988.0,303.6984012000001,303.6984012000001,303.6984012000001,11988.0,11988.0,11988.0
204,204,neos-1601936.mps.gz,11527.267045999999,14964.550486799999,14529.0,1.0,1,1,1,1,11527.267045999999,1.0,11527.267045999999,11527.267045999999,11527.267045999999,14529.0,14529.0,14529.0
205,205,uct-subprob.mps.gz,3212.4141156,18000.3704344,75300.0,2159025.8,1,1,1,1,3212.4141156,75300.0,3212.4141156,3212.4141156,3212.4141156,75300.0,75300.0,75300.0
206,206,supportcase4.mps.gz,3.8060838000000006,113.72958560000002,1.0,160.0,1,1,1,1,3.8060838000000006,1.0,3.8060838000000006,3.8060838000000006,3.8060838000000006,1.0,1.0,1.0
207,207,neos-787933.mps.gz,2.9341156,2.8857912,1.0,1.0,0,1,0,0,2.8857912,1.0,2.8857912,2.8857912,2.9341156,1.0,1.0,1.0
208,208,rocI-4-11.mps.gz,133.4769376,73.905205,14096.0,23652.0,0,1,1,0,73.905205,14096.0,133.4769376,73.905205,133.4769376,14096.0,23652.0,14096.0
209,209,neos-1582420.mps.gz,46.9103396,159.45813579999998,6.0,18818.0,1,1,1,1,46.9103396,6.0,46.9103396,46.9103396,46.9103396,6.0,6.0,6.0
210,210,rpp22falsei.mps.gz,132.0929596,106.5568814,1111.0,254.0,0,1,0,0,106.5568814,254.0,106.5568814,106.5568814,132.0929596,254.0,254.0,1111.0
211,211,eilA101-2.mps.gz,12999.970379999999,18086.1362616,35255.0,29911.4,1,1,1,1,12999.970379999999,29911.4,12999.970379999999,12999.970379999999,12999.970379999999,35255.0,35255.0,35255.0
212,212,neos-5188808-nattai.mps.gz,1334.3900994,1087.2395942,11023.0,11213.0,0,1,1,0,1087.2395942,11023.0,1334.3900994,1087.2395942,1334.3900994,11023.0,11213.0,11023.0
213,213,ab69-40-100.mps.gz,376.76605600000005,422.5175934,89.0,109.0,1,1,1,1,376.76605600000005,89.0,376.76605600000005,376.76605600000005,376.76605600000005,89.0,89.0,89.0
214,214,noswot.mps.gz,16.768346,55.211269200000004,54539.0,325750.0,1,1,1,1,16.768346,54539.0,16.768346,16.768346,16.768346,54539.0,54539.0,54539.0
215,215,f2gap401600.mps.gz,0.45783679999999993,373.2417406,1.0,198577.0,1,1,1,1,0.45783679999999993,1.0,0.45783679999999993,0.45783679999999993,0.45783679999999993,1.0,1.0,1.0
216,216,neos-555884.mps.gz,142.275584,18000.984385,6120.0,3826958.2,1,1,1,1,142.275584,6120.0,142.275584,142.275584,142.275584,6120.0,6120.0,6120.0
217,217,biella1.mps.gz,976.6691972000001,1986.3780772000002,199.0,10432.0,1,1,1,1,976.6691972000001,199.0,976.6691972000001,976.6691972000001,976.6691972000001,199.0,199.0,199.0
218,218,supportcase7.mps.gz,225.47336479999998,155.9437714,24.0,3061.0,0,1,1,0,155.9437714,24.0,225.47336479999998,155.9437714,225.47336479999998,24.0,3061.0,24.0
219,219,co-100.mps.gz,4487.4388496,18035.290137199998,6091.0,621503.4,1,1,1,1,4487.4388496,6091.0,4487.4388496,4487.4388496,4487.4388496,6091.0,6091.0,6091.0
220,220,bley_xl1.mps.gz,25.4114786,61.54614819999999,8.0,150.0,1,1,1,1,25.4114786,8.0,25.4114786,25.4114786,25.4114786,8.0,8.0,8.0
221,221,neos-585467.mps.gz,13.356762,5.7489344000000004,124.0,122.0,0,1,0,0,5.7489344000000004,122.0,5.7489344000000004,5.7489344000000004,13.356762,122.0,122.0,124.0
222,222,cap6000.mps.gz,4.146768799999999,2.160351,2009.0,1906.0,1,1,1,0,2.160351,1906.0,4.146768799999999,4.146768799999999,4.146768799999999,2009.0,2009.0,2009.0
223,223,neos-3610173-itata.mps.gz,1.8979388,13.4621162,1.0,6854.0,1,1,1,1,1.8979388,1.0,1.8979388,1.8979388,1.8979388,1.0,1.0,1.0
