,index,NAME,TIME W/ CUTS,CUTS OFF_FIRST ROUND,NODES W/ CUTS,NODES W/O CUTS,PLabel NN,PLabel ET,PLabel RF,Time Label,Minimum Time,Minimum Nodes,PTime RF,PTime NN,PTime ET,PNodes RF,PNodes NN,PNodes ET
224,224,osorio-cta.mps.gz,1.9010566,2.6912624,127.0,187.0,1,1,1,1,1.9010566,127.0,1.9010566,1.9010566,1.9010566,127.0,127.0,127.0
225,225,opm2-z8-s0.mps.gz,1561.3238669999996,1935.066277,3495.0,6931.0,1,1,1,1,1561.3238669999996,3495.0,1561.3238669999996,1561.3238669999996,1561.3238669999996,3495.0,3495.0,3495.0
226,226,pk1.mps.gz,129.7002432,100.3139742,325579.0,372837.0,0,0,0,0,100.3139742,325579.0,100.3139742,100.3139742,100.3139742,372837.0,372837.0,372837.0
227,227,k1mushroom.mps.gz,1712.3987461999998,3846.2113870000003,1.0,9.0,1,1,1,1,1712.3987461999998,1.0,1712.3987461999998,1712.3987461999998,1712.3987461999998,1.0,1.0,1.0
228,228,neos-3761878-oglio.mps.gz,100.8022536,55.05661,1210.0,1475.0,0,1,1,0,55.05661,1210.0,100.8022536,55.05661,100.8022536,1210.0,1475.0,1210.0
229,229,csched007.mps.gz,2023.0807725999998,18000.377958,123917.0,3958925.8,1,1,1,1,2023.0807725999998,123917.0,2023.0807725999998,2023.0807725999998,2023.0807725999998,123917.0,123917.0,123917.0
230,230,pigeon-10.mps.gz,19.795212000000003,143.06929740000004,36051.0,436711.0,1,1,1,1,19.795212000000003,36051.0,19.795212000000003,19.795212000000003,19.795212000000003,36051.0,36051.0,36051.0
231,231,loopha13.mps.gz,18000.00151,9493.8309202,1712951.6,1570481.0,0,1,1,0,9493.8309202,1570481.0,18000.00151,9493.8309202,18000.00151,1712951.6,1570481.0,1712951.6
232,232,neos-2987310-joes.mps.gz,29.4417078,29.3270748,1.0,1.0,1,1,0,0,29.3270748,1.0,29.3270748,29.4417078,29.4417078,1.0,1.0,1.0
233,233,app1-1.mps.gz,7.716334400000001,1.1772746,12.0,4.0,0,1,1,0,1.1772746,4.0,7.716334400000001,1.1772746,7.716334400000001,12.0,4.0,12.0
234,234,bmocbd.mps.gz,49.7951904,47.2024152,1.0,1.0,0,0,0,0,47.2024152,1.0,47.2024152,47.2024152,47.2024152,1.0,1.0,1.0
235,235,10teams.mps.gz,10.997772000000001,13.7368384,30.0,276.0,1,1,1,1,10.997772000000001,30.0,10.997772000000001,10.997772000000001,10.997772000000001,30.0,30.0,30.0
236,236,neos-3354841-apure.mps.gz,235.4587436,521.5884056,1.0,1.0,1,1,1,1,235.4587436,1.0,235.4587436,235.4587436,235.4587436,1.0,1.0,1.0
237,237,rail507.mps.gz,183.7363448,213.91619100000003,836.0,1010.0,1,1,1,1,183.7363448,836.0,183.7363448,183.7363448,183.7363448,836.0,836.0,836.0
238,238,gasprod1-3.mps.gz,33.38834000000001,213.770273,378.0,28980.0,1,1,1,1,33.38834000000001,378.0,33.38834000000001,33.38834000000001,33.38834000000001,378.0,378.0,378.0
239,239,neos-957323.mps.gz,205.1495622,419.1059378,19.0,10.0,1,1,1,1,205.1495622,10.0,205.1495622,205.1495622,205.1495622,19.0,19.0,19.0
240,240,tanglegram6.mps.gz,16.654663399999997,11.3672696,7.0,7.0,1,1,0,0,11.3672696,7.0,11.3672696,16.654663399999997,16.654663399999997,7.0,7.0,7.0
241,241,neos-1445743.mps.gz,35.453486399999996,36.351231,69.0,182.0,1,1,1,1,35.453486399999996,69.0,35.453486399999996,35.453486399999996,35.453486399999996,69.0,69.0,69.0
242,242,neos-5149806-wieprz.mps.gz,5288.9435004,1444.9728924,13350.0,276.0,0,1,1,0,1444.9728924,276.0,5288.9435004,1444.9728924,5288.9435004,13350.0,276.0,13350.0
243,243,fiber.mps.gz,1.4795255999999999,12.911616800000001,1.0,2602.0,1,1,1,1,1.4795255999999999,1.0,1.4795255999999999,1.4795255999999999,1.4795255999999999,1.0,1.0,1.0
244,244,square23.mps.gz,193.44608399999998,180.8193812,178.0,178.0,1,1,1,0,180.8193812,178.0,193.44608399999998,193.44608399999998,193.44608399999998,178.0,178.0,178.0
245,245,fjspeasy01i.mps.gz,284.8054326,483.3154716,31.0,47.0,1,1,1,1,284.8054326,31.0,284.8054326,284.8054326,284.8054326,31.0,31.0,31.0
246,246,rocII-5-11.mps.gz,17912.615364,16643.409983600002,1289949.6,1681072.4,1,1,1,0,16643.409983600002,1289949.6,17912.615364,17912.615364,17912.615364,1289949.6,1289949.6,1289949.6
247,247,neos-1223462.mps.gz,6.6338308,12.8918712,1.0,1.0,1,1,1,1,6.6338308,1.0,6.6338308,6.6338308,6.6338308,1.0,1.0,1.0
248,248,dcmulti.mps.gz,1.9788972,1.0551169999999999,90.0,1425.0,1,1,1,0,1.0551169999999999,90.0,1.9788972,1.9788972,1.9788972,90.0,90.0,90.0
249,249,neos-960392.mps.gz,1027.753535,1098.1345946000001,43.0,131.0,1,1,1,1,1027.753535,43.0,1027.753535,1027.753535,1027.753535,43.0,43.0,43.0
250,250,brazil3.mps.gz,15227.835190000002,18023.7908714,4669.0,11584.8,1,1,1,1,15227.835190000002,4669.0,15227.835190000002,15227.835190000002,15227.835190000002,4669.0,4669.0,4669.0
251,251,neos-3610040-iskar.mps.gz,2.7643043999999994,8.7596884,197.0,8620.0,1,1,1,1,2.7643043999999994,197.0,2.7643043999999994,2.7643043999999994,2.7643043999999994,197.0,197.0,197.0
252,252,neos-820879.mps.gz,66.1362364,132.617192,123.0,3015.0,1,1,1,1,66.1362364,123.0,66.1362364,66.1362364,66.1362364,123.0,123.0,123.0
253,253,neos-4338804-snowy.mps.gz,6097.433702200001,18000.160160800002,4344551.0,23368235.6,1,1,1,1,6097.433702200001,4344551.0,6097.433702200001,6097.433702200001,6097.433702200001,4344551.0,4344551.0,4344551.0
254,254,mine-166-5.mps.gz,45.3627316,13.2209984,2681.0,1228.0,1,1,0,0,13.2209984,1228.0,13.2209984,45.3627316,45.3627316,1228.0,2681.0,2681.0
255,255,mik-250-20-75-1.mps.gz,11.567879399999999,24.549082,993.0,94342.0,1,1,1,1,11.567879399999999,993.0,11.567879399999999,11.567879399999999,11.567879399999999,993.0,993.0,993.0
256,256,nursesched-sprint-late03.mps.gz,171.63675160000003,18004.2915732,423.0,217057.6,1,1,1,1,171.63675160000003,423.0,171.63675160000003,171.63675160000003,171.63675160000003,423.0,423.0,423.0
257,257,neos-1456979.mps.gz,4261.218316799999,18001.3391966,37883.0,171574.2,1,1,1,1,4261.218316799999,37883.0,4261.218316799999,4261.218316799999,4261.218316799999,37883.0,37883.0,37883.0
258,258,manna81.mps.gz,0.49036359999999996,18000.3729206,1.0,3218728.8,1,1,1,1,0.49036359999999996,1.0,0.49036359999999996,0.49036359999999996,0.49036359999999996,1.0,1.0,1.0
259,259,s250r10.mps.gz,2530.889602,4880.5717954,8846.0,42176.0,1,1,1,1,2530.889602,8846.0,2530.889602,2530.889602,2530.889602,8846.0,8846.0,8846.0
260,260,var-smallemery-m6j6.mps.gz,7171.0383596,10325.7846054,685889.0,836578.0,1,1,1,1,7171.0383596,685889.0,7171.0383596,7171.0383596,7171.0383596,685889.0,685889.0,685889.0
261,261,neos-525149.mps.gz,7.968122200000001,9.809002799999998,1.0,1.0,1,1,1,1,7.968122200000001,1.0,7.968122200000001,7.968122200000001,7.968122200000001,1.0,1.0,1.0
262,262,ns1760995.mps.gz,13449.73626,18348.369558800005,1.0,1.0,1,1,1,1,13449.73626,1.0,13449.73626,13449.73626,13449.73626,1.0,1.0,1.0
263,263,neos-3437289-erdre.mps.gz,0.14009739999999998,0.1452674,1.0,1.0,1,1,1,1,0.14009739999999998,1.0,0.14009739999999998,0.14009739999999998,0.14009739999999998,1.0,1.0,1.0
264,264,enlight_hard.mps.gz,0.009587,0.010307599999999998,1.0,1.0,1,1,1,1,0.009587,1.0,0.009587,0.009587,0.009587,1.0,1.0,1.0
265,265,irp.mps.gz,14.9046502,18.7388282,1.0,10.0,1,1,1,1,14.9046502,1.0,14.9046502,14.9046502,14.9046502,1.0,1.0,1.0
266,266,reblock166.mps.gz,2260.9258848000004,10567.4927852,194918.0,3126462.0,1,1,1,1,2260.9258848000004,194918.0,2260.9258848000004,2260.9258848000004,2260.9258848000004,194918.0,194918.0,194918.0
267,267,sp98ic.mps.gz,8603.4186402,13271.468536800001,141964.0,432282.0,1,1,1,1,8603.4186402,141964.0,8603.4186402,8603.4186402,8603.4186402,141964.0,141964.0,141964.0
268,268,fastxgemm-n2r7s4t1.mps.gz,1239.0311922,12714.040727599999,187498.0,1794161.0,1,1,1,1,1239.0311922,187498.0,1239.0311922,1239.0311922,1239.0311922,187498.0,187498.0,187498.0
269,269,ej.mps.gz,322.04046800000003,18000.714081399998,123786.0,39078443.4,0,1,1,1,322.04046800000003,123786.0,322.04046800000003,18000.714081399998,322.04046800000003,123786.0,39078443.4,123786.0
270,270,neos-565672.mps.gz,11136.328182000001,18396.5021208,1.0,6719.4,1,1,1,1,11136.328182000001,1.0,11136.328182000001,11136.328182000001,11136.328182000001,1.0,1.0,1.0
271,271,iis-glass-cov.mps.gz,638.9593811999999,451.91633199999995,24361.0,25501.0,0,1,0,0,451.91633199999995,24361.0,451.91633199999995,451.91633199999995,638.9593811999999,25501.0,25501.0,24361.0
272,272,neos-911970.mps.gz,71.95028319999999,18000.2218942,14550.0,25645727.4,1,1,1,1,71.95028319999999,14550.0,71.95028319999999,71.95028319999999,71.95028319999999,14550.0,14550.0,14550.0
273,273,cmflsp50-24-8-8.mps.gz,11752.662314000001,18007.7835756,184502.0,4355.4,1,1,1,1,11752.662314000001,4355.4,11752.662314000001,11752.662314000001,11752.662314000001,184502.0,184502.0,184502.0
274,274,npmv07.mps.gz,106.17089200000001,166.2366058,3.0,16.0,1,1,1,1,106.17089200000001,3.0,106.17089200000001,106.17089200000001,106.17089200000001,3.0,3.0,3.0
275,275,neos-5178119-nalagi.mps.gz,1259.1900025999998,341.7653706,18327.0,36256.0,0,1,1,0,341.7653706,18327.0,1259.1900025999998,341.7653706,1259.1900025999998,18327.0,36256.0,18327.0
276,276,rout.mps.gz,20.939395400000002,22.103534399999997,1366.0,10946.0,1,1,1,1,20.939395400000002,1366.0,20.939395400000002,20.939395400000002,20.939395400000002,1366.0,1366.0,1366.0
277,277,blp-ir98.mps.gz,120.183113,1395.0127532,2945.0,247091.0,1,1,1,1,120.183113,2945.0,120.183113,120.183113,120.183113,2945.0,2945.0,2945.0
278,278,gen.mps.gz,0.037547,0.1191498,1.0,5.0,1,1,1,1,0.037547,1.0,0.037547,0.037547,0.037547,1.0,1.0,1.0
279,279,splice1k1.mps.gz,6177.4253854,3204.9602154,592.0,546.0,0,1,1,0,3204.9602154,546.0,6177.4253854,3204.9602154,6177.4253854,592.0,546.0,592.0
280,280,neos-686190.mps.gz,164.4598102,156.9029812,4101.0,5778.0,0,1,1,0,156.9029812,4101.0,164.4598102,156.9029812,164.4598102,4101.0,5778.0,4101.0
281,281,roi2alpha3n4.mps.gz,1749.2685446,18113.977738,14515.0,444740.6,1,1,1,1,1749.2685446,14515.0,1749.2685446,1749.2685446,1749.2685446,14515.0,14515.0,14515.0
282,282,bienst2.mps.gz,728.1121043999999,250.8511014,80837.0,102409.0,1,1,1,0,250.8511014,80837.0,728.1121043999999,728.1121043999999,728.1121043999999,80837.0,80837.0,80837.0
283,283,chromaticindex256-8.mps.gz,240.9173346,1931.4790686000001,863.0,20756.0,1,1,1,1,240.9173346,863.0,240.9173346,240.9173346,240.9173346,863.0,863.0,863.0
284,284,rlp1.mps.gz,0.21183559999999999,0.2644432,51.0,225.0,1,1,1,1,0.21183559999999999,51.0,0.21183559999999999,0.21183559999999999,0.21183559999999999,51.0,51.0,51.0
285,285,lectsched-3.mps.gz,352.77449240000004,315.8459874,1652.0,678.0,0,1,0,0,315.8459874,678.0,315.8459874,315.8459874,352.77449240000004,678.0,678.0,1652.0
286,286,neos-885524.mps.gz,522.417669,18005.944616999997,176.0,329556.6,1,1,1,1,522.417669,176.0,522.417669,522.417669,522.417669,176.0,176.0,176.0
287,287,arki001.mps.gz,18000.962310000003,3197.85564,2268924.0,1761208.0,0,1,1,0,3197.85564,1761208.0,18000.962310000003,3197.85564,18000.962310000003,2268924.0,1761208.0,2268924.0
288,288,neos-1599274.mps.gz,2.8716172,3.7898616000000005,1.0,1.0,1,1,1,1,2.8716172,1.0,2.8716172,2.8716172,2.8716172,1.0,1.0,1.0
289,289,rentacar.mps.gz,1.553789,3.2962596,8.0,10.0,1,1,1,1,1.553789,8.0,1.553789,1.553789,1.553789,8.0,8.0,8.0
290,290,n2seq36q.mps.gz,223.1076674,814.3922412,934.0,43811.0,1,1,1,1,223.1076674,934.0,223.1076674,223.1076674,223.1076674,934.0,934.0,934.0
291,291,mitre.mps.gz,7.0639488,13.6778044,1.0,18.0,1,1,1,1,7.0639488,1.0,7.0639488,7.0639488,7.0639488,1.0,1.0,1.0
292,292,neos-5018451-chiese.mps.gz,881.0184241999999,2397.512918,3511.0,4543.0,1,1,1,1,881.0184241999999,3511.0,881.0184241999999,881.0184241999999,881.0184241999999,3511.0,3511.0,3511.0
293,293,neos-3402294-bobin.mps.gz,228.1273628,18010.890349,621.0,1921895.6,1,1,1,1,228.1273628,621.0,228.1273628,228.1273628,228.1273628,621.0,621.0,621.0
294,294,bab5.mps.gz,13413.205184,18017.127226799996,204088.0,381053.0,1,1,1,1,13413.205184,204088.0,13413.205184,13413.205184,13413.205184,204088.0,204088.0,204088.0
295,295,bc.mps.gz,414.88762280000003,13390.528179,2375.0,523884.0,1,1,1,1,414.88762280000003,2375.0,414.88762280000003,414.88762280000003,414.88762280000003,2375.0,2375.0,2375.0
296,296,lectsched-2.mps.gz,10.8451562,13.4347184,15.0,101.0,1,1,1,1,10.8451562,15.0,10.8451562,10.8451562,10.8451562,15.0,15.0,15.0
297,297,neos-2328163-agri.mps.gz,4123.608445,18003.4573324,139404.0,1351677.8,1,1,1,1,4123.608445,139404.0,4123.608445,4123.608445,4123.608445,139404.0,139404.0,139404.0
298,298,supportcase16.mps.gz,0.114897,0.1597916,1.0,1.0,1,1,1,1,0.114897,1.0,0.114897,0.114897,0.114897,1.0,1.0,1.0
299,299,neos-860300.mps.gz,37.6803022,36.331841600000004,1.0,5.0,0,0,0,0,36.331841600000004,1.0,36.331841600000004,36.331841600000004,36.331841600000004,5.0,5.0,5.0
300,300,shipschedule6shipsmixi.mps.gz,19.078245,44.26409019999999,10.0,170.0,1,1,1,1,19.078245,10.0,19.078245,19.078245,19.078245,10.0,10.0,10.0
301,301,mik-250-20-75-5.mps.gz,11.8418406,29.017841600000004,1409.0,91136.0,1,1,1,1,11.8418406,1409.0,11.8418406,11.8418406,11.8418406,1409.0,1409.0,1409.0
302,302,neos-831188.mps.gz,456.8004432000001,314.8422476,2993.0,3542.0,1,1,1,0,314.8422476,2993.0,456.8004432000001,456.8004432000001,456.8004432000001,2993.0,2993.0,2993.0
303,303,square31.mps.gz,9628.709957399999,10304.391069199999,1367.0,1367.0,1,1,1,1,9628.709957399999,1367.0,9628.709957399999,9628.709957399999,9628.709957399999,1367.0,1367.0,1367.0
304,304,neos-1445738.mps.gz,27.0168008,31.9057282,349.0,583.0,1,1,1,1,27.0168008,349.0,27.0168008,27.0168008,27.0168008,349.0,349.0,349.0
305,305,gasprod2-1.mps.gz,2875.7895562000003,14584.907605999999,3032.0,9609.0,1,1,1,1,2875.7895562000003,3032.0,2875.7895562000003,2875.7895562000003,2875.7895562000003,3032.0,3032.0,3032.0
306,306,opm2-z7-s8.mps.gz,237.84860840000002,275.3465582,2835.0,2984.0,1,1,1,1,237.84860840000002,2835.0,237.84860840000002,237.84860840000002,237.84860840000002,2835.0,2835.0,2835.0
307,307,nursesched-sprint02.mps.gz,48.81737700000001,436.00898880000005,5.0,2272.0,1,1,1,1,48.81737700000001,5.0,48.81737700000001,48.81737700000001,48.81737700000001,5.0,5.0,5.0
308,308,neos-3148108-pahi.mps.gz,3.7202436,3.7259912,1.0,1.0,1,1,1,1,3.7202436,1.0,3.7202436,3.7202436,3.7202436,1.0,1.0,1.0
309,309,neos-5013590-toitoi.mps.gz,18000.00697,11210.5324268,1.0,31417.0,0,1,0,0,11210.5324268,1.0,11210.5324268,11210.5324268,18000.00697,31417.0,31417.0,1.0
310,310,h80x6320.mps.gz,1.7519993999999997,1.7528374,1.0,1.0,1,1,1,1,1.7519993999999997,1.0,1.7519993999999997,1.7519993999999997,1.7519993999999997,1.0,1.0,1.0
311,311,neos-555424.mps.gz,226.2933654,3744.2831154,21771.0,826575.0,1,1,1,1,226.2933654,21771.0,226.2933654,226.2933654,226.2933654,21771.0,21771.0,21771.0
312,312,disctom.mps.gz,7.411784600000002,7.273273400000001,1.0,1.0,1,1,0,0,7.273273400000001,1.0,7.273273400000001,7.411784600000002,7.411784600000002,1.0,1.0,1.0
313,313,nursesched-sprint-hidden09.mps.gz,121.88040140000001,18004.5150286,66.0,257897.6,1,1,1,1,121.88040140000001,66.0,121.88040140000001,121.88040140000001,121.88040140000001,66.0,66.0,66.0
314,314,app2-1.mps.gz,0.40761339999999996,0.4068104,1.0,1.0,0,1,1,0,0.4068104,1.0,0.40761339999999996,0.4068104,0.40761339999999996,1.0,1.0,1.0
315,315,n7-3.mps.gz,61.729373599999995,2043.371039,437.0,132731.0,1,1,1,1,61.729373599999995,437.0,61.729373599999995,61.729373599999995,61.729373599999995,437.0,437.0,437.0
316,316,opm2-z6-s1.mps.gz,131.24460240000002,113.03773980000001,2164.0,2214.0,1,1,1,0,113.03773980000001,2164.0,131.24460240000002,131.24460240000002,131.24460240000002,2164.0,2164.0,2164.0
317,317,swath3.mps.gz,142.51782859999997,113.4175254,26005.0,15491.0,1,1,1,0,113.4175254,15491.0,142.51782859999997,142.51782859999997,142.51782859999997,26005.0,26005.0,26005.0
318,318,neos-1396125.mps.gz,125.91601,124.12561000000001,18493.0,31852.0,1,1,1,0,124.12561000000001,18493.0,125.91601,125.91601,125.91601,18493.0,18493.0,18493.0
319,319,tanglegram4.mps.gz,2464.6168336,2191.4972812000005,67.0,111.0,0,1,0,0,2191.4972812000005,67.0,2191.4972812000005,2191.4972812000005,2464.6168336,111.0,111.0,67.0
320,320,binkar10_1.mps.gz,47.362161,4907.8492204,2269.0,4442017.0,1,1,1,1,47.362161,2269.0,47.362161,47.362161,47.362161,2269.0,2269.0,2269.0
321,321,neos-3083784-nive.mps.gz,0.040240599999999994,0.039737400000000006,1.0,1.0,0,1,0,0,0.039737400000000006,1.0,0.039737400000000006,0.039737400000000006,0.040240599999999994,1.0,1.0,1.0
322,322,neos9.mps.gz,2449.9254286000005,18095.6142514,1296.0,32637.2,1,1,1,1,2449.9254286000005,1296.0,2449.9254286000005,2449.9254286000005,2449.9254286000005,1296.0,1296.0,1296.0
323,323,supportcase14.mps.gz,0.1246148,0.0470246,1.0,1.0,0,1,1,0,0.0470246,1.0,0.1246148,0.0470246,0.1246148,1.0,1.0,1.0
324,324,f2gap801600.mps.gz,0.8591074000000001,450.31139679999995,1.0,176006.0,1,1,1,1,0.8591074000000001,1.0,0.8591074000000001,0.8591074000000001,0.8591074000000001,1.0,1.0,1.0
325,325,decomp1.mps.gz,4.1423248,16.2842664,1.0,1334.0,0,1,1,1,4.1423248,1.0,4.1423248,16.2842664,4.1423248,1.0,1334.0,1.0
326,326,f2gap40400.mps.gz,0.07553800000000001,0.024463,1.0,1.0,0,1,0,0,0.024463,1.0,0.024463,0.024463,0.07553800000000001,1.0,1.0,1.0
327,327,neos-913984.mps.gz,155.6718616,2277.7532208000002,23.0,12540.0,1,1,1,1,155.6718616,23.0,155.6718616,155.6718616,155.6718616,23.0,23.0,23.0
328,328,neos-498623.mps.gz,28.294960600000003,18002.804590599997,13.0,490002.6,1,1,1,1,28.294960600000003,13.0,28.294960600000003,28.294960600000003,28.294960600000003,13.0,13.0,13.0
329,329,neos-799716.mps.gz,12.678453600000001,15.602929799999998,1.0,1.0,1,1,1,1,12.678453600000001,1.0,12.678453600000001,12.678453600000001,12.678453600000001,1.0,1.0,1.0
330,330,neos-3611689-kaihu.mps.gz,1.9274896,18.061061799999997,21.0,29199.0,1,1,1,1,1.9274896,21.0,1.9274896,1.9274896,1.9274896,21.0,21.0,21.0
331,331,ab51-40-100.mps.gz,717.3649144,1387.3407058,1316.0,1000.0,1,1,1,1,717.3649144,1000.0,717.3649144,717.3649144,717.3649144,1316.0,1316.0,1316.0
332,332,qap10.mps.gz,26.4399738,26.2597118,1.0,1.0,0,1,1,0,26.2597118,1.0,26.4399738,26.2597118,26.4399738,1.0,1.0,1.0
333,333,neos-3116779-oban.mps.gz,0.025118599999999998,0.023967400000000003,1.0,1.0,0,1,1,0,0.023967400000000003,1.0,0.025118599999999998,0.023967400000000003,0.025118599999999998,1.0,1.0,1.0
334,334,neos-5106984-jizera.mps.gz,12238.856126000002,19391.656313599997,28.0,84.8,1,1,1,1,12238.856126000002,28.0,12238.856126000002,12238.856126000002,12238.856126000002,28.0,28.0,28.0
335,335,ns1644855.mps.gz,860.9878818000001,853.9740448,1.0,1.0,0,1,0,0,853.9740448,1.0,853.9740448,853.9740448,860.9878818000001,1.0,1.0,1.0
336,336,neos-3065804-namu.mps.gz,11.837613600000001,11.855550599999999,1.0,1.0,1,1,1,1,11.837613600000001,1.0,11.837613600000001,11.837613600000001,11.837613600000001,1.0,1.0,1.0
337,337,ic97_tension.mps.gz,20.023838599999998,32.066947600000006,22278.0,83938.0,1,1,1,1,20.023838599999998,22278.0,20.023838599999998,20.023838599999998,20.023838599999998,22278.0,22278.0,22278.0
338,338,bppc8-02.mps.gz,0.6778200000000001,0.16987619999999998,125.0,177.0,0,0,0,0,0.16987619999999998,125.0,0.16987619999999998,0.16987619999999998,0.16987619999999998,177.0,177.0,177.0
339,339,neos-1337307.mps.gz,245.9451242,18002.1227758,2479.0,3039680.4,1,1,1,1,245.9451242,2479.0,245.9451242,245.9451242,245.9451242,2479.0,2479.0,2479.0
340,0,neos-780889.mps.gz,176.675456,449.0535742,1.0,1.0,1,1,1,1,176.675456,1.0,176.675456,176.675456,176.675456,1.0,1.0,1.0
341,1,mzzv11.mps.gz,422.3402776,1525.3227992,1356.0,8880.0,1,1,1,1,422.3402776,1356.0,422.3402776,422.3402776,422.3402776,1356.0,1356.0,1356.0
342,2,chromaticindex32-8.mps.gz,1.02522,3.4027948,1.0,249.0,1,1,1,1,1.02522,1.0,1.02522,1.02522,1.02522,1.0,1.0,1.0
343,3,neos22.mps.gz,1.4523808,18000.395746000002,1.0,4782054.0,1,1,1,1,1.4523808,1.0,1.4523808,1.4523808,1.4523808,1.0,1.0,1.0
344,4,ab67-40-100.mps.gz,300.2086406,331.2493098,73.0,75.0,1,1,1,1,300.2086406,73.0,300.2086406,300.2086406,300.2086406,73.0,73.0,73.0
345,5,ran13x13.mps.gz,41.043055200000005,139.92510120000003,2468.0,250267.0,1,1,1,1,41.043055200000005,2468.0,41.043055200000005,41.043055200000005,41.043055200000005,2468.0,2468.0,2468.0
346,6,neos-1430701.mps.gz,15.872394400000001,5.3183278000000005,4417.0,4846.0,1,1,1,0,5.3183278000000005,4417.0,15.872394400000001,15.872394400000001,15.872394400000001,4417.0,4417.0,4417.0
347,7,ns4-pr6.mps.gz,2.3660904,53.0520632,62.0,12362.0,0,1,1,1,2.3660904,62.0,2.3660904,53.0520632,2.3660904,62.0,12362.0,62.0
348,8,neos-5192052-neckar.mps.gz,0.049713400000000005,0.05097940000000001,1.0,1.0,1,1,1,1,0.049713400000000005,1.0,0.049713400000000005,0.049713400000000005,0.049713400000000005,1.0,1.0,1.0
349,9,neos-3045796-mogo.mps.gz,2.9773970000000003,3.6956795999999996,1.0,1.0,1,1,1,1,2.9773970000000003,1.0,2.9773970000000003,2.9773970000000003,2.9773970000000003,1.0,1.0,1.0
350,10,air05.mps.gz,53.397517400000005,56.2624012,523.0,722.0,1,1,1,1,53.397517400000005,523.0,53.397517400000005,53.397517400000005,53.397517400000005,523.0,523.0,523.0
351,11,net12.mps.gz,628.2099776,784.2393823999998,1147.0,2375.0,0,1,1,1,628.2099776,1147.0,628.2099776,784.2393823999998,628.2099776,1147.0,2375.0,1147.0
352,12,istanbul-no-cutoff.mps.gz,117.407838,203.507926,301.0,1207.0,1,1,1,1,117.407838,301.0,117.407838,117.407838,117.407838,301.0,301.0,301.0
353,13,transportmoment.mps.gz,3028.4081653999997,1463.004354,10643.0,75129.0,0,1,0,0,1463.004354,10643.0,1463.004354,1463.004354,3028.4081653999997,75129.0,75129.0,10643.0
354,14,neos-3759587-noosa.mps.gz,15.1979572,14.158542800000001,1.0,1.0,1,1,1,0,14.158542800000001,1.0,15.1979572,15.1979572,15.1979572,1.0,1.0,1.0
355,15,neos-5107597-kakapo.mps.gz,11824.926570000001,1856.6662056,2636428.0,519969.0,0,1,0,0,1856.6662056,519969.0,1856.6662056,1856.6662056,11824.926570000001,519969.0,519969.0,2636428.0
356,16,piperout-d20.mps.gz,49.2665382,81.8890504,506.0,208.0,0,1,1,1,49.2665382,208.0,49.2665382,81.8890504,49.2665382,506.0,208.0,506.0
357,17,neos-3734794-moppy.mps.gz,8058.490840800002,18000.855096200004,1209474.0,2267971.4,1,1,1,1,8058.490840800002,1209474.0,8058.490840800002,8058.490840800002,8058.490840800002,1209474.0,1209474.0,1209474.0
358,18,newdano.mps.gz,4074.9645969999997,2374.4649672,885909.0,2751921.0,0,1,1,0,2374.4649672,885909.0,4074.9645969999997,2374.4649672,4074.9645969999997,885909.0,2751921.0,885909.0
359,19,nu25-pr12.mps.gz,5.0608752,147.339196,11.0,9816.0,1,1,1,1,5.0608752,11.0,5.0608752,5.0608752,5.0608752,11.0,11.0,11.0
360,20,peg-solitaire-a3.mps.gz,18000.000708000003,2993.3517944000005,4205.8,2298.0,1,1,1,0,2993.3517944000005,2298.0,18000.000708000003,18000.000708000003,18000.000708000003,4205.8,4205.8,4205.8
361,21,neos-3048764-nadi.mps.gz,0.3138586,0.30924380000000007,1.0,1.0,0,1,0,0,0.30924380000000007,1.0,0.30924380000000007,0.30924380000000007,0.3138586,1.0,1.0,1.0
362,22,pigeon-13.mps.gz,5130.5574748,18000.1256756,11370579.0,12211423.4,1,1,1,1,5130.5574748,11370579.0,5130.5574748,5130.5574748,5130.5574748,11370579.0,11370579.0,11370579.0
363,23,22433.mps.gz,2.5359296000000002,0.8234644,1.0,5.0,0,1,1,0,0.8234644,1.0,2.5359296000000002,0.8234644,2.5359296000000002,1.0,5.0,1.0
364,24,bienst1.mps.gz,194.40838060000002,60.241505200000006,17052.0,11113.0,1,1,1,0,60.241505200000006,11113.0,194.40838060000002,194.40838060000002,194.40838060000002,17052.0,17052.0,17052.0
365,25,map14860-20.mps.gz,192.23253859999997,363.6709942,199.0,695.0,1,1,1,1,192.23253859999997,199.0,192.23253859999997,192.23253859999997,192.23253859999997,199.0,199.0,199.0
366,26,cvs16r70-62.mps.gz,14033.26267,4639.3171614,459553.0,524799.0,0,1,1,0,4639.3171614,459553.0,14033.26267,4639.3171614,14033.26267,459553.0,524799.0,459553.0
367,27,mushroom-best.mps.gz,14892.211556,2410.789106,714954.0,64701.0,0,1,1,0,2410.789106,64701.0,14892.211556,2410.789106,14892.211556,714954.0,64701.0,714954.0
368,28,neos2.mps.gz,226.4738452,61.18410240000001,17852.0,24258.0,0,1,1,0,61.18410240000001,17852.0,226.4738452,61.18410240000001,226.4738452,17852.0,24258.0,17852.0
369,29,ab71-20-100.mps.gz,193.0383722,199.9631262,699.0,706.0,1,1,1,1,193.0383722,699.0,193.0383722,193.0383722,193.0383722,699.0,699.0,699.0
