NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,PRESOLVING TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,INITIAL LP TIME,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
10teams.mps.gz,20.0,0,0,917.0,924.0,11.836083,0.08039099999999999,924.0,0.0,210,0,0,276,0.084062,0,0,8,0,optimal,DONE
22433.mps.gz,21240.526170798898,0,0,21240.5261707989,21477.0,0.829934,0.091069,21477.0,0.0,396,0,0,5,0.088797,0,0,8,0,optimal,DONE
23588.mps.gz,7649.866133822501,0,0,7747.0,8090.0,2.215416,0.052723,8090.0,0.0,274,0,0,981,0.051337999999999995,0,0,8,0,optimal,DONE
30_70_45_05_100.mps.gz,-5336.0,0,0,8.100000000000364,9.0,262.944749,5.438236,9.0,0.0,12025,0,0,201,5.494688,0,0,8,0,optimal,DONE
30_70_45_095_100.mps.gz,-6132.0,0,0,3.0,3.0,57.558278,5.841463,3.0,0.0,12505,0,0,1,5.89804,0,0,8,0,optimal,DONE
30_70_45_095_98.mps.gz,-5967.0,0,0,11.5,12.0,28.38169,5.351376,12.0,0.0,12393,0,0,1,5.401639,0,0,8,0,optimal,DONE
30n20b8.mps.gz,107.09839101758216,0,0,151.0,302.0,146.888286,23.31976,302.0,0.0,1114,0,0,13632,23.280744,0,0,8,0,optimal,DONE
CMS750_4.mps.gz,250.0,0,0,250.0,256.0,18000.324686,4.748671,256.0,0.024,26212,0,0,65053,4.66723,0,0,8,0,timelimit,DONE
Test3.mps.gz,2241736.0000091013,0,0,2671772.5038492223,2673520.2113535767,19.428419,2.519968,2673520.2113535767,0.0,4637,0,0,426,2.729699,0,0,8,0,optimal,DONE
ab51-40-100.mps.gz,-3998177155848.0,0,0,-3998177155848.0,-10420305975.0,1531.32187,7.567031,-10420305975.0,0.0,10074,0,0,1000,7.619221,0,0,8,0,optimal,DONE
ab67-40-100.mps.gz,-4706401663115.0,0,0,-4706401663115.0,-11186253442.0,318.441448,8.249631,-11186253442.0,0.0,10289,0,0,75,8.324319,0,0,8,0,optimal,DONE
ab69-40-100.mps.gz,-4636145206664.0,0,0,-4636145206664.0,-11186281442.0,433.276054,7.312604,-11186281442.0,0.0,10113,0,0,109,7.361539,0,0,8,0,optimal,DONE
ab71-20-100.mps.gz,-2595744808603.0,0,0,-10885829151.151033,-10420305975.0,198.96889,2.381165,-10420305975.0,0.0,5712,0,0,706,2.400702,0,0,8,0,optimal,DONE
ab72-40-100.mps.gz,-4570070608537.0,0,0,-4570070608537.0,-11186620442.0,669.832862,7.740737,-11186620442.0,0.0,9879,0,0,152,7.794163,0,0,8,0,optimal,DONE
acc-tight2.mps.gz,0,0,0,0,0.0,12.59057,0.11139199999999999,0.0,0.0,2520,0,0,80,0.11825999999999999,0,0,8,0,optimal,DONE
acc-tight4.mps.gz,0,0,0,0,0.0,127.835216,0.9341349999999999,0.0,0.0,3186,0,0,674,0.942217,0,0,8,0,optimal,DONE
acc-tight5.mps.gz,0,0,0,0,0.0,73.545594,1.822145,0.0,0.0,2298,0,0,713,1.829495,0,0,8,0,optimal,DONE
aflow30a.mps.gz,-32161.0,0,0,983.1674252633647,1158.0,49.361053,0.094635,1158.0,0.0,824,0,0,42445,0.083558,0,0,8,0,optimal,DONE
aflow40b.mps.gz,-66091.0,0,0,1005.6648165120569,1168.0,13659.934816,0.297705,1168.0,0.0,2608,0,0,5221215,0.27719099999999997,0,0,8,0,optimal,DONE
