,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
251,neos-5106984-jizera.mps.gz,809.5,810.7,17,820.3333333333334,820.9999999999999,6665.926457,820.9999999999999,0.0,362565,253,0,28,45.714303,917.513618,3633.436665,8,1,optimal,DONE
251,neos-5106984-jizera.mps.gz,809.5,810.7,17,820.3333333333334,820.9999999999999,11412.788502,820.9999999999999,0.0,362565,253,0,28,68.484629,1515.683837,5963.204815,16,1,optimal,DONE
251,neos-5106984-jizera.mps.gz,809.5,810.7,17,820.3333333333334,820.9999999999999,10235.825352,820.9999999999999,0.0,362565,253,0,28,70.711834,1533.463729,5700.514783,4,1,optimal,DONE
252,neos-5107597-kakapo.mps.gz,-79002.0,0.1081081081065349,63,494.1509348896361,3645.00000000991,17406.802235,3645.00000000991,0.0,15205622,1839090,0,2636428,0.669592,1.234804,65.628364,2,1,optimal,DONE
252,neos-5107597-kakapo.mps.gz,-79002.0,0.1081081081065349,63,494.1509348896361,3645.00000000991,18000.001675,3645.00000000991,0.1397748592894634,15178254,1838495,0,2634057,0.6290589999999999,1.123716,62.596476,8,1,timelimit,DONE
252,neos-5107597-kakapo.mps.gz,-79002.0,0.1081081081065349,63,494.1509348896361,3645.00000000991,16403.762079,3645.00000000991,0.0,15205622,1839090,0,2636428,0.673684,1.200692,62.382913,4,1,optimal,DONE
252,neos-5107597-kakapo.mps.gz,-79002.0,0.1081081081065349,63,494.1509348896361,3645.00000000991,17705.127451,3645.00000000991,0.0,15205622,1839090,0,2636428,0.6595329999999999,1.171606,64.613019,16,1,optimal,DONE
252,neos-5107597-kakapo.mps.gz,-79002.0,0.1081081081065349,63,494.1509348896361,3645.00000000991,14961.000263,3645.00000000991,0.0,15205622,1839090,0,2636428,0.561425,1.010757,53.785281,32,1,optimal,DONE
253,neos-5115478-kaveri.mps.gz,-80370.0,0.0240240240236744,68,203.6234770219453,1233.9999999999418,18000.005909,1233.9999999999418,1.0355509049002511,18970751,3241761,0,2766674,0.6484059999999999,1.205649,55.529018,8,1,timelimit,DONE
253,neos-5115478-kaveri.mps.gz,-80370.0,0.0240240240236744,68,203.6234770219453,1233.9999999999418,18000.003848,1233.9999999999418,1.053244592345993,18099785,3112790,0,2670728,0.672878,1.282234,57.598074,2,1,timelimit,DONE
253,neos-5115478-kaveri.mps.gz,-80370.0,0.0240240240236744,68,203.6234770219453,1233.9999999999418,18000.005541,1233.9999999999418,1.0329489291597065,19021534,3252114,0,2775640,0.609333,1.151223,55.013501,32,1,timelimit,DONE
253,neos-5115478-kaveri.mps.gz,-80370.0,0.0240240240236744,68,203.6234770219453,1233.9999999999418,18000.005447,1233.9999999999418,1.0529713182837943,18127930,3116500,0,2674165,0.600406,1.159682,57.945759,4,1,timelimit,DONE
253,neos-5115478-kaveri.mps.gz,-80370.0,0.0240240240236744,68,203.6234770219453,1233.9999999999418,18000.006486,1233.9999999999418,1.074461689053236,17248882,2970108,0,2559525,0.720919,1.338059,66.891896,16,1,timelimit,DONE
254,neos-5129192-manaia.mps.gz,0.0,0.0,0,0.0,0.0,79.246145,0.0,0.0,670637,0,0,1,47.749014,0.0,0.0,16,1,optimal,DONE
254,neos-5129192-manaia.mps.gz,0.0,0.0,0,0.0,0.0,71.292966,0.0,0.0,670637,0,0,1,41.897833,0.0,0.0,2,1,optimal,DONE
254,neos-5129192-manaia.mps.gz,0.0,0.0,0,0.0,0.0,85.761236,0.0,0.0,670637,0,0,1,50.557464,0.0,0.0,32,1,optimal,DONE
254,neos-5129192-manaia.mps.gz,0.0,0.0,0,0.0,0.0,81.967347,0.0,0.0,670637,0,0,1,47.789946,0.0,0.0,8,1,optimal,DONE
254,neos-5129192-manaia.mps.gz,0.0,0.0,0,0.0,0.0,82.681208,0.0,0.0,670637,0,0,1,49.261701,0.0,0.0,4,1,optimal,DONE
255,neos-5140963-mincio.mps.gz,8877.0,8877.0,29,10598.0,14393.0,16353.373578,14393.0,0.0,492321,6938,0,5624805,0.016564,0.035366,3412.780976,8,1,optimal,DONE
255,neos-5140963-mincio.mps.gz,8877.0,8877.0,29,10598.0,14393.0,16412.047072,14393.0,0.0,492321,6938,0,5624805,0.0166739999999999,0.035247,3420.15496,4,1,optimal,DONE
255,neos-5140963-mincio.mps.gz,8877.0,8877.0,29,10598.0,14393.0,16105.94961,14393.0,0.0,492321,6938,0,5624805,0.0174859999999999,0.038278,3536.71926,16,1,optimal,DONE
255,neos-5140963-mincio.mps.gz,8877.0,8877.0,29,10598.0,14393.0,16019.958659,14393.0,0.0,492321,6938,0,5624805,0.017964,0.037929,3533.290488,32,1,optimal,DONE
255,neos-5140963-mincio.mps.gz,8877.0,8877.0,29,10598.0,14393.0,16232.201112,14393.0,0.0,492321,6938,0,5624805,0.016454,0.035109,3537.30773,2,1,optimal,DONE
256,neos-5149806-wieprz.mps.gz,0.0277447319386114,0.0277447319386114,18,11.0,21.0,8083.023077,21.0,0.0,415669,6479,0,13350,124.154237,265.33985,1327.872547,16,1,optimal,DONE
256,neos-5149806-wieprz.mps.gz,0.0277447319386114,0.0277447319386114,18,11.0,21.0,7015.366917,21.0,0.0,415669,6479,0,13350,104.636856,243.947874,1279.813688,32,1,optimal,DONE
256,neos-5149806-wieprz.mps.gz,0.0277447319386114,0.0277447319386114,18,11.0,21.0,7998.334898,21.0,0.0,415669,6479,0,13350,123.676034,265.089855,1323.000221,8,1,optimal,DONE
256,neos-5149806-wieprz.mps.gz,0.0277447319386114,0.0277447319386114,18,11.0,21.0,6521.854585,21.0,0.0,415669,6479,0,13350,106.373094,236.403185,1257.45383,2,1,optimal,DONE
256,neos-5149806-wieprz.mps.gz,0.0277447319386114,0.0277447319386114,18,11.0,21.0,6859.001185,21.0,0.0,415669,6479,0,13350,95.836692,228.863599,1222.048481,4,1,optimal,DONE
257,neos-5178119-nalagi.mps.gz,8.569858952216467,8.569858952216462,150,15.369999999999989,22.74,1500.902837,22.74,0.0,95497,15571,0,18327,2.340616,3.918832,579.782516,32,1,optimal,DONE
257,neos-5178119-nalagi.mps.gz,8.569858952216467,8.569858952216462,150,15.369999999999989,22.74,1504.289982,22.74,0.0,95497,15571,0,18327,2.447051,4.039784,582.786686,16,1,optimal,DONE
257,neos-5178119-nalagi.mps.gz,8.569858952216467,8.569858952216462,150,15.369999999999989,22.74,1541.401727,22.74,0.0,95497,15571,0,18327,2.369168,4.015184,597.202778,8,1,optimal,DONE
257,neos-5178119-nalagi.mps.gz,8.569858952216467,8.569858952216462,150,15.369999999999989,22.74,1506.990495,22.74,0.0,95497,15571,0,18327,2.169949,3.739223,574.753625,2,1,optimal,DONE
257,neos-5178119-nalagi.mps.gz,8.569858952216467,8.569858952216462,150,15.369999999999989,22.74,1547.857022,22.74,0.0,95497,15571,0,18327,2.444499,4.03829,587.057916,4,1,optimal,DONE
258,neos-5188808-nattai.mps.gz,0.0,0.0,21,0.0,0.1102871319999964,2433.796381,0.1102871319999964,0.0,78774,3048,0,11023,1.348666,7.897551,370.829065,8,1,optimal,DONE
258,neos-5188808-nattai.mps.gz,0.0,0.0,21,0.0,0.1102871319999964,2270.539208,0.1102871319999964,0.0,78774,3048,0,11023,1.071475,7.139699,334.271061,16,1,optimal,DONE
258,neos-5188808-nattai.mps.gz,0.0,0.0,21,0.0,0.1102871319999964,2311.353967,0.1102871319999964,0.0,78774,3048,0,11023,1.124757,7.390162,342.992312,2,1,optimal,DONE
258,neos-5188808-nattai.mps.gz,0.0,0.0,21,0.0,0.1102871319999964,2437.261509,0.1102871319999964,0.0,78774,3048,0,11023,1.364841,7.829037,371.499414,4,1,optimal,DONE
258,neos-5188808-nattai.mps.gz,0.0,0.0,21,0.0,0.1102871319999964,2517.980201,0.1102871319999964,0.0,78774,3048,0,11023,1.419537,8.063431,380.250181,32,1,optimal,DONE
259,neos-5192052-neckar.mps.gz,-707720000.0,-11980000.0,11,-11890000.0,-11670000.0,0.043021,-11670000.0,0.0,121,7,0,1,0.0102239999999999,0.013005,0.042987,16,1,optimal,DONE
259,neos-5192052-neckar.mps.gz,-707720000.0,-11980000.0,11,-11890000.0,-11670000.0,0.043476,-11670000.0,0.0,121,7,0,1,0.010685,0.013477,0.0434439999999999,2,1,optimal,DONE
259,neos-5192052-neckar.mps.gz,-707720000.0,-11980000.0,11,-11890000.0,-11670000.0,0.045708,-11670000.0,0.0,121,7,0,1,0.0120959999999999,0.015156,0.0456699999999999,4,1,optimal,DONE
259,neos-5192052-neckar.mps.gz,-707720000.0,-11980000.0,11,-11890000.0,-11670000.0,0.046484,-11670000.0,0.0,121,7,0,1,0.011216,0.0141389999999999,0.046439,32,1,optimal,DONE
259,neos-5192052-neckar.mps.gz,-707720000.0,-11980000.0,11,-11890000.0,-11670000.0,0.043022,-11670000.0,0.0,121,7,0,1,0.0102239999999999,0.013,0.042989,8,1,optimal,DONE
260,neos-5193246-nerang.mps.gz,0.0,0.0,17,0.0,0.038219763,1120.618988,0.038219763,0.0,118693,23034,0,7082,13.443339,22.668902,198.218929,4,1,optimal,DONE
260,neos-5193246-nerang.mps.gz,0.0,0.0,17,0.0,0.038219763,1134.016965,0.038219763,0.0,118693,23034,0,7082,15.604159,24.848993,201.503006,32,1,optimal,DONE
260,neos-5193246-nerang.mps.gz,0.0,0.0,17,0.0,0.038219763,1190.768889,0.038219763,0.0,118693,23034,0,7082,19.380492,29.088295,217.633854,2,1,optimal,DONE
260,neos-5193246-nerang.mps.gz,0.0,0.0,17,0.0,0.038219763,1118.104358,0.038219763,0.0,118693,23034,0,7082,14.488181,23.768379,199.315264,16,1,optimal,DONE
260,neos-5193246-nerang.mps.gz,0.0,0.0,17,0.0,0.038219763,1109.081509,0.038219763,0.0,118693,23034,0,7082,12.534052,22.23643,204.802018,8,1,optimal,DONE
261,neos-5195221-niemur.mps.gz,0.0,0.0,24,0.0,0.0038354963999999,2297.82559,0.0038354963999999,0.0,177666,40677,0,44657,15.544152,21.738006,121.730485,8,1,optimal,DONE
261,neos-5195221-niemur.mps.gz,0.0,0.0,24,0.0,0.0038354963999999,2187.759952,0.0038354963999999,0.0,177666,40677,0,44657,14.190106,20.105654,115.657904,2,1,optimal,DONE
261,neos-5195221-niemur.mps.gz,0.0,0.0,24,0.0,0.0038354963999999,2228.79138,0.0038354963999999,0.0,177666,40677,0,44657,14.986531,21.1614,121.491799,32,1,optimal,DONE
261,neos-5195221-niemur.mps.gz,0.0,0.0,24,0.0,0.0038354963999999,2167.047855,0.0038354963999999,0.0,177666,40677,0,44657,15.670605,21.819922,122.893947,16,1,optimal,DONE
261,neos-5195221-niemur.mps.gz,0.0,0.0,24,0.0,0.0038354963999999,2301.357946,0.0038354963999999,0.0,177666,40677,0,44657,15.995241,22.211246,123.244767,4,1,optimal,DONE
262,neos-525149.mps.gz,9.0,60.0,22,60.16666666666666,61.0,6.934502,61.0,0.0,2745,49,0,1,3.042168,3.654348,6.934349,2,1,optimal,DONE
262,neos-525149.mps.gz,9.0,60.0,22,60.16666666666666,61.0,5.622869,61.0,0.0,2745,49,0,1,2.325115,2.829599,5.62269,4,1,optimal,DONE
262,neos-525149.mps.gz,9.0,60.0,22,60.16666666666666,61.0,5.913777,61.0,0.0,2745,49,0,1,2.484702,3.014526,5.91362,32,1,optimal,DONE
262,neos-525149.mps.gz,9.0,60.0,22,60.16666666666666,61.0,7.080675,61.0,0.0,2745,49,0,1,3.037701,3.673847,7.080406,8,1,optimal,DONE
262,neos-525149.mps.gz,9.0,60.0,22,60.16666666666666,61.0,6.977303,61.0,0.0,2745,49,0,1,3.055669,3.675373,6.977016,16,1,optimal,DONE
263,neos-555001.mps.gz,310000.0,962625.0,20,1210625.0,1210625.0,1.823307,1210625.0,0.0,2484,244,0,1,0.445861,0.976319,1.823208,16,1,optimal,DONE
263,neos-555001.mps.gz,310000.0,962625.0,20,1210625.0,1210625.0,1.801515,1210625.0,0.0,2484,244,0,1,0.4504289999999999,0.975581,1.801391,32,1,optimal,DONE
263,neos-555001.mps.gz,310000.0,962625.0,20,1210625.0,1210625.0,1.804791,1210625.0,0.0,2484,244,0,1,0.451588,0.983448,1.804652,4,1,optimal,DONE
263,neos-555001.mps.gz,310000.0,962625.0,20,1210625.0,1210625.0,1.815243,1210625.0,0.0,2484,244,0,1,0.45718,0.993,1.81512,2,1,optimal,DONE
263,neos-555001.mps.gz,310000.0,962625.0,20,1210625.0,1210625.0,1.821331,1210625.0,0.0,2484,244,0,1,0.4623739999999999,0.994977,1.821143,8,1,optimal,DONE
264,neos-555343.mps.gz,318400.00000000006,1332000.0000000002,47,1512800.0,1542800.0,18000.019421,1542800.0,0.0198307773664724,1775919,450566,0,539700,0.324287,2.800783,177.480574,4,1,timelimit,DONE
264,neos-555343.mps.gz,318400.00000000006,1332000.0000000002,47,1512800.0,1542800.0,18000.013465,1542800.0,0.0198307773664724,1780911,452673,0,543023,0.27756,2.668864,172.31427,16,1,timelimit,DONE
264,neos-555343.mps.gz,318400.00000000006,1332000.0000000002,47,1512800.0,1542800.0,18000.008852,1542800.0,0.0198307773664724,1776474,450775,0,540151,0.29652,2.752341,175.195832,2,1,timelimit,DONE
264,neos-555343.mps.gz,318400.00000000006,1332000.0000000002,47,1512800.0,1542800.0,18000.010911,1542800.0,0.0198307773664724,1775782,450517,0,539600,0.324187,2.774859,177.533406,32,1,timelimit,DONE
264,neos-555343.mps.gz,318400.00000000006,1332000.0000000002,47,1512800.0,1527800.0,18000.014415,1527800.0,0.009915388683236,2096624,553583,0,699159,0.240969,2.187104,141.211966,8,1,timelimit,DONE
265,neos-555424.mps.gz,318400.00000000006,1286800.0000000002,26,1286800.0000000002,1286800.0000000002,405.532097,1286800.0000000002,0.0,42199,7284,0,21771,0.4513959999999999,1.501753,31.033519,4,1,optimal,DONE
265,neos-555424.mps.gz,318400.00000000006,1286800.0000000002,26,1286800.0000000002,1286800.0000000002,456.498695,1286800.0000000002,0.0,42199,7284,0,21771,0.595231,1.75196,34.011542,16,1,optimal,DONE
265,neos-555424.mps.gz,318400.00000000006,1286800.0000000002,26,1286800.0000000002,1286800.0000000002,400.884004,1286800.0000000002,0.0,42199,7284,0,21771,0.4622639999999999,1.492857,30.94572,2,1,optimal,DONE
265,neos-555424.mps.gz,318400.00000000006,1286800.0000000002,26,1286800.0000000002,1286800.0000000002,402.540612,1286800.0000000002,0.0,42199,7284,0,21771,0.448845,1.4762,30.830451,8,1,optimal,DONE
265,neos-555424.mps.gz,318400.00000000006,1286800.0000000002,26,1286800.0000000002,1286800.0000000002,424.12911,1286800.0000000002,0.0,42199,7284,0,21771,0.4755959999999999,1.524073,31.303297,32,1,optimal,DONE
266,neos-555884.mps.gz,-216500.00000000003,1112400.0000000002,99,1211200.0000000002,1232700.0000000002,272.601482,1232700.0000000002,0.0,597419,4540,0,6120,0.48263,1.277057,9.503011,2,1,optimal,DONE
266,neos-555884.mps.gz,-216500.00000000003,1112400.0000000002,99,1211200.0000000002,1232700.0000000002,189.410654,1232700.0000000002,0.0,597419,4540,0,6120,0.373608,0.986736,7.342154,4,1,optimal,DONE
266,neos-555884.mps.gz,-216500.00000000003,1112400.0000000002,99,1211200.0000000002,1232700.0000000002,283.839466,1232700.0000000002,0.0,597419,4540,0,6120,0.53684,1.400535,10.392338,8,1,optimal,DONE
266,neos-555884.mps.gz,-216500.00000000003,1112400.0000000002,99,1211200.0000000002,1232700.0000000002,268.137061,1232700.0000000002,0.0,597419,4540,0,6120,0.514996,1.367926,10.050728,32,1,optimal,DONE
266,neos-555884.mps.gz,-216500.00000000003,1112400.0000000002,99,1211200.0000000002,1232700.0000000002,264.941219,1232700.0000000002,0.0,597419,4540,0,6120,0.523404,1.372661,10.013679,16,1,optimal,DONE
267,neos-565672.mps.gz,43987.41270202676,63899.773792623615,190,90660.7197086222,90693.5495512488,12498.50678,90693.5495512488,0.0,355788,34,0,1,10.795937,548.008646,12498.506712,2,1,optimal,DONE
267,neos-565672.mps.gz,43987.41270202676,63899.773792623615,190,90660.7197086222,90693.5495512488,12725.708601,90693.5495512488,0.0,355788,34,0,1,9.941371,512.662634,12725.70854,4,1,optimal,DONE
267,neos-565672.mps.gz,43987.41270202676,63899.773792623615,190,90660.7197086222,90693.5495512488,14142.731416,90693.5495512488,0.0,355788,34,0,1,11.601359,582.238661,14142.731363,8,1,optimal,DONE
267,neos-565672.mps.gz,43987.41270202676,63899.773792623615,190,90660.7197086222,90693.5495512488,13555.865308,90693.5495512488,0.0,355788,34,0,1,9.157429,530.637701,13555.865264,32,1,optimal,DONE
267,neos-565672.mps.gz,43987.41270202676,63899.773792623615,190,90660.7197086222,90693.5495512488,13552.470031,90693.5495512488,0.0,355788,34,0,1,9.148829,531.089964,13552.469988,16,1,optimal,DONE
268,neos-578379.mps.gz,0.0,0.0,10,0.0,0.0,722.72304,0.0,0.0,9754,284,0,2269,137.677449,156.526534,197.479275,4,1,optimal,DONE
268,neos-578379.mps.gz,0.0,0.0,10,0.0,0.0,770.217954,0.0,0.0,9754,284,0,2269,170.01737,189.712229,231.391257,32,1,optimal,DONE
268,neos-578379.mps.gz,0.0,0.0,10,0.0,0.0,767.191839,0.0,0.0,9754,284,0,2269,169.455022,189.271019,231.718031,8,1,optimal,DONE
268,neos-578379.mps.gz,0.0,0.0,10,0.0,0.0,767.78734,0.0,0.0,9754,284,0,2269,169.96636,189.634705,231.769161,16,1,optimal,DONE
268,neos-578379.mps.gz,0.0,0.0,10,0.0,0.0,771.064426,0.0,0.0,9754,284,0,2269,183.225263,202.369306,243.497855,2,1,optimal,DONE
269,neos-585192.mps.gz,27.85742618200038,384.328979352,23,389.926095454717,461.179717296,33.806546,461.179717296,0.0,6070,1112,0,621,2.083258,2.697378,5.623343,16,1,optimal,DONE
269,neos-585192.mps.gz,27.85742618200038,384.328979352,23,389.926095454717,461.179717296,33.790829,461.179717296,0.0,6070,1112,0,621,2.084222,2.701372,5.627598,32,1,optimal,DONE
269,neos-585192.mps.gz,27.85742618200038,384.328979352,23,389.926095454717,461.179717296,36.153121,461.179717296,0.0,6070,1112,0,621,2.142215,2.804594,5.920544,2,1,optimal,DONE
269,neos-585192.mps.gz,27.85742618200038,384.328979352,23,389.926095454717,461.179717296,36.313823,461.179717296,0.0,6070,1112,0,621,2.15415,2.862327,5.97629,4,1,optimal,DONE
269,neos-585192.mps.gz,27.85742618200038,384.328979352,23,389.926095454717,461.179717296,35.231423,461.179717296,0.0,6070,1112,0,621,2.16297,2.827009,5.855698,8,1,optimal,DONE
270,neos-585467.mps.gz,32.3245383680005,347.224530804,20,354.20221712720723,399.373917848,17.733522,399.373917848,0.0,2673,337,0,124,1.401797,1.84476,5.443448,32,1,optimal,DONE
270,neos-585467.mps.gz,32.3245383680005,347.224530804,20,354.20221712720723,399.373917848,17.986587,399.373917848,0.0,2673,337,0,124,1.433565,1.884919,5.48894,8,1,optimal,DONE
270,neos-585467.mps.gz,32.3245383680005,347.224530804,20,354.20221712720723,399.373917848,17.718484,399.373917848,0.0,2673,337,0,124,1.405077,1.851264,5.440211,2,1,optimal,DONE
270,neos-585467.mps.gz,32.3245383680005,347.224530804,20,354.20221712720723,399.373917848,17.733478,399.373917848,0.0,2673,337,0,124,1.401799,1.844761,5.445427,16,1,optimal,DONE
270,neos-585467.mps.gz,32.3245383680005,347.224530804,20,354.20221712720723,399.373917848,18.017158,399.373917848,0.0,2673,337,0,124,1.405077,1.849125,5.463959,4,1,optimal,DONE
271,neos-595904.mps.gz,-11800.0,60614.90596920393,237,64828.315243034485,64829.59000000001,40.7624,64829.59,0.0,42047,128,0,7,7.946155,9.930738,40.728883,2,1,optimal,DONE
271,neos-595904.mps.gz,-11800.0,60614.90596920393,237,64828.315243034485,64829.59000000001,37.774002,64829.59,0.0,42047,128,0,7,7.239384,9.185005,37.746321,4,1,optimal,DONE
271,neos-595904.mps.gz,-11800.0,60614.90596920393,237,64828.315243034485,64829.59000000001,38.687871,64829.59,0.0,42047,128,0,7,6.818451,8.699341,38.653787,32,1,optimal,DONE
271,neos-595904.mps.gz,-11800.0,60614.90596920393,237,64828.315243034485,64829.59000000001,38.628883,64829.59,0.0,42047,128,0,7,6.808953,8.68166,38.596607,16,1,optimal,DONE
271,neos-595904.mps.gz,-11800.0,60614.90596920393,237,64828.315243034485,64829.59000000001,37.915442,64829.59,0.0,42047,128,0,7,7.354084999999999,9.304526,37.887693,8,1,optimal,DONE
272,neos-633273.mps.gz,-79879147257.94121,0.0,0,6996841097.997791,6996841097.997791,0.97,6996841097.997791,0.0,5498,0,0,1,0.384382,0.0,0.0,8,1,optimal,DONE
272,neos-633273.mps.gz,-79879147257.94121,0.0,0,6996841097.997791,6996841097.997791,0.973057,6996841097.997791,0.0,5498,0,0,1,0.3855429999999999,0.0,0.0,4,1,optimal,DONE
272,neos-633273.mps.gz,-79879147257.94121,0.0,0,6996841097.997791,6996841097.997791,0.970091,6996841097.997791,0.0,5498,0,0,1,0.384382,0.0,0.0,16,1,optimal,DONE
272,neos-633273.mps.gz,-79879147257.94121,0.0,0,6996841097.997791,6996841097.997791,0.919805,6996841097.997791,0.0,5498,0,0,1,0.363576,0.0,0.0,32,1,optimal,DONE
272,neos-633273.mps.gz,-79879147257.94121,0.0,0,6996841097.997791,6996841097.997791,0.932039,6996841097.997791,0.0,5498,0,0,1,0.355624,0.0,0.0,2,1,optimal,DONE
273,neos-686190.mps.gz,5134.813829787234,5134.813829787234,21,5303.559050126465,6730.0,152.995711,6730.0,0.0,10356,1315,0,4101,0.227301,1.404023,6.040451,32,1,optimal,DONE
273,neos-686190.mps.gz,5134.813829787234,5134.813829787234,21,5303.559050126465,6730.0,151.624683,6730.0,0.0,10356,1315,0,4101,0.2276709999999999,1.371759,5.787126,8,1,optimal,DONE
273,neos-686190.mps.gz,5134.813829787234,5134.813829787234,21,5303.559050126465,6730.0,153.971202,6730.0,0.0,10356,1315,0,4101,0.216392,1.357535,5.923381,2,1,optimal,DONE
273,neos-686190.mps.gz,5134.813829787234,5134.813829787234,21,5303.559050126465,6730.0,157.438736,6730.0,0.0,10356,1315,0,4101,0.224381,1.360565,5.881016,16,1,optimal,DONE
273,neos-686190.mps.gz,5134.813829787234,5134.813829787234,21,5303.559050126465,6730.0,154.525633,6730.0,0.0,10356,1315,0,4101,0.229203,1.408634,6.10527,4,1,optimal,DONE
274,neos-780889.mps.gz,-15459225.000000002,3421500.0000000005,5,3421500.0000000005,3421500.0000000005,170.21059,3421500.0000000005,0.0,26254,7,0,1,69.535652,133.373802,160.734124,16,1,optimal,DONE
274,neos-780889.mps.gz,-15459225.000000002,3421500.0000000005,5,3421500.0000000005,3421500.0000000005,167.494929,3421500.0000000005,0.0,26254,7,0,1,71.429292,131.709649,158.677844,8,1,optimal,DONE
274,neos-780889.mps.gz,-15459225.000000002,3421500.0000000005,5,3421500.0000000005,3421500.0000000005,172.031546,3421500.0000000005,0.0,26254,7,0,1,74.793305,136.92492,163.614095,4,1,optimal,DONE
