,NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,PRESOLVING TIME W/O CUTS,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
27,app3.mps.gz,-31829377681.212086,0,0,5644070.732055664,5751714.3289051065,1.7122769999999998,5751714.3289051065,0.0,724,0,0,98,0.07137199999999999,0,0,8,0,optimal,DONE
28,arki001.mps.gz,1273480.9,0,0,7579621.8520644875,7580813.071128099,3491.263686,7580813.071128099,0.0,1383,0,0,1761208,0.116274,0,0,2,0,optimal,DONE
28,arki001.mps.gz,1273480.9,0,0,7579621.8520644875,7580813.071128099,3339.399161,7580813.071128099,0.0,1383,0,0,1761208,0.101443,0,0,4,0,optimal,DONE
28,arki001.mps.gz,1273480.9,0,0,7579621.8520644875,7580813.071128099,3341.587091,7580813.071128099,0.0,1383,0,0,1761208,0.11785,0,0,16,0,optimal,DONE
28,arki001.mps.gz,1273480.9,0,0,7579621.8520644875,7580813.071128099,3338.224716,7580813.071128099,0.0,1383,0,0,1761208,0.115996,0,0,32,0,optimal,DONE
28,arki001.mps.gz,1273480.9,0,0,7579621.8520644875,7580813.071128099,3339.5257239999996,7580813.071128099,0.0,1383,0,0,1761208,0.09899,0,0,8,0,optimal,DONE
29,atlanta-ip.mps.gz,3.00157865668,0,0,81.29732492072435,91.00981807241,18000.000319,91.00981807241,0.020546505242917467,37122,0,0,85784,2.487019,0,0,32,0,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,0,0,81.29732492072435,91.00981807241,18000.003925,91.00981807241,0.020047524242559192,37122,0,0,88180,2.34436,0,0,16,0,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,0,0,81.29732492072435,91.00981807241,18000.003956,91.00981807241,0.02005657459950984,37122,0,0,88103,2.351828,0,0,4,0,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,0,0,81.29732492072435,91.00981807241,18000.001744,91.00981807241,0.018829228136828798,37122,0,0,94248,1.9617189999999998,0,0,2,0,timelimit,DONE
29,atlanta-ip.mps.gz,3.00157865668,0,0,81.29732492072435,91.00981807241,18000.013166,91.00981807241,0.020039497581294488,37122,0,0,88216,2.326279,0,0,8,0,timelimit,DONE
30,australia-abs-cta.mps.gz,0.0,0,0,0.0,106.90466814283948,1811.2286739999997,106.90466814283907,0.0,7800,0,0,95605,0.6575759999999999,0,0,4,0,optimal,DONE
30,australia-abs-cta.mps.gz,0.0,0,0,0.0,106.90466814283948,1758.0038129999998,106.90466814283907,0.0,7800,0,0,95605,0.502342,0,0,16,0,optimal,DONE
30,australia-abs-cta.mps.gz,0.0,0,0,0.0,106.90466814283948,1751.02235,106.90466814283907,0.0,7800,0,0,95605,0.6317119999999999,0,0,8,0,optimal,DONE
30,australia-abs-cta.mps.gz,0.0,0,0,0.0,106.90466814283948,1811.0716260000002,106.90466814283907,0.0,7800,0,0,95605,0.6728449999999999,0,0,2,0,optimal,DONE
30,australia-abs-cta.mps.gz,0.0,0,0,0.0,106.90466814283948,1667.525869,106.90466814283907,0.0,7800,0,0,95605,0.6749189999999999,0,0,32,0,optimal,DONE
31,bab5.mps.gz,-1775422.1224000019,0,0,-116856.28755,-106364.6041,18000.002733,-106364.6041,0.00832756354893443,9400,0,0,294019,5.491172,0,0,4,0,timelimit,DONE
31,bab5.mps.gz,-1775422.1224000019,0,0,-116856.28755,-106364.6041,18000.004579,-106364.6041,0.00832756354893443,9400,0,0,305361,5.111333,0,0,16,0,timelimit,DONE
31,bab5.mps.gz,-1775422.1224000019,0,0,-116856.28755,-106364.6041,18000.005728,-106364.6041,0.00832756354893443,9400,0,0,303992,5.142915,0,0,8,0,timelimit,DONE
31,bab5.mps.gz,-1775422.1224000019,0,0,-116856.28755,-106364.6041,18000.003273,-106364.6041,0.00832756354893443,9400,0,0,293348,5.463294,0,0,2,0,timelimit,DONE
31,bab5.mps.gz,-1775422.1224000019,0,0,-116856.28755,-106364.6041,18000.002605,-106364.6041,0.00832756354893443,9400,0,0,294857,6.141521,0,0,32,0,timelimit,DONE
32,bc.mps.gz,4.289050631437719,0,0,4.289050631437719,6.999999999999999,17810.746112,7.0,0.0,3752,0,0,523884,5.050025,0,0,32,0,optimal,DONE
32,bc.mps.gz,4.289050631437719,0,0,4.289050631437719,6.999999999999999,17767.991256999998,7.0,0.0,3752,0,0,523884,5.029521,0,0,8,0,optimal,DONE
32,bc.mps.gz,4.289050631437719,0,0,4.289050631437719,6.999999999999999,17771.051971,7.0,0.0,3752,0,0,523884,5.050274,0,0,4,0,optimal,DONE
32,bc.mps.gz,4.289050631437719,0,0,4.289050631437719,6.999999999999999,18000.025654,7.0,0.18063307461175984,3752,0,0,520171,5.3124709999999995,0,0,2,0,timelimit,DONE
32,bc.mps.gz,4.289050631437719,0,0,4.289050631437719,6.999999999999999,17824.23303,7.0,0.0,3752,0,0,523884,5.042724,0,0,16,0,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,0,0,2.1887763488011407,3.3383625476463186,657.817055,3.3383625476463186,0.0,1337,0,0,17530,4.1017209999999995,0,0,4,0,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,0,0,2.1887763488011407,3.3383625476463186,540.233924,3.3383625476463186,0.0,1337,0,0,17530,3.5227839999999997,0,0,32,0,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,0,0,2.1887763488011407,3.3383625476463186,568.585843,3.3383625476463186,0.0,1337,0,0,17530,3.587251,0,0,16,0,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,0,0,2.1887763488011407,3.3383625476463186,632.627081,3.3383625476463186,0.0,1337,0,0,17530,3.769449,0,0,2,0,optimal,DONE
33,bc1.mps.gz,2.1887763488011416,0,0,2.1887763488011407,3.3383625476463186,565.772983,3.3383625476463186,0.0,1337,0,0,17530,3.5795230000000005,0,0,8,0,optimal,DONE
34,beasleyC1.mps.gz,25.0,0,0,52.0,85.0,12.946845,85.0,0.0,1166,0,0,1752,0.053922000000000005,0,0,2,0,optimal,DONE
34,beasleyC1.mps.gz,25.0,0,0,52.0,85.0,12.946645,85.0,0.0,1166,0,0,1752,0.053626,0,0,16,0,optimal,DONE
34,beasleyC1.mps.gz,25.0,0,0,52.0,85.0,11.793887,85.0,0.0,1166,0,0,1752,0.054364,0,0,32,0,optimal,DONE
34,beasleyC1.mps.gz,25.0,0,0,52.0,85.0,12.946795,85.0,0.0,1166,0,0,1752,0.053607,0,0,4,0,optimal,DONE
34,beasleyC1.mps.gz,25.0,0,0,52.0,85.0,12.94665,85.0,0.0,1166,0,0,1752,0.053461,0,0,8,0,optimal,DONE
35,beavma.mps.gz,128906.80000000002,0,0,310231.25895056385,383285.00000000006,8.627775,383285.00000000006,0.0,531,0,0,5697,0.03478,0,0,16,0,optimal,DONE
35,beavma.mps.gz,128906.80000000002,0,0,310231.25895056385,383285.00000000006,8.968489,383285.00000000006,0.0,531,0,0,5697,0.037484,0,0,8,0,optimal,DONE
35,beavma.mps.gz,128906.80000000002,0,0,310231.25895056385,383285.00000000006,8.968519,383285.00000000006,0.0,531,0,0,5697,0.037484,0,0,4,0,optimal,DONE
35,beavma.mps.gz,128906.80000000002,0,0,310231.25895056385,383285.00000000006,8.612744000000001,383285.00000000006,0.0,531,0,0,5697,0.034504,0,0,32,0,optimal,DONE
35,beavma.mps.gz,128906.80000000002,0,0,310231.25895056385,383285.00000000006,8.968520999999997,383285.00000000006,0.0,531,0,0,5697,0.037484,0,0,2,0,optimal,DONE
36,biella1.mps.gz,3060037.430763108,0,0,3060037.430763108,3065005.7800000007,2185.445459,3065005.7800000007,0.0,2133,0,0,10432,1.553411,0,0,4,0,optimal,DONE
36,biella1.mps.gz,3060037.430763108,0,0,3060037.430763108,3065005.7800000007,2160.925422,3065005.7800000007,0.0,2133,0,0,10432,1.5677020000000002,0,0,32,0,optimal,DONE
36,biella1.mps.gz,3060037.430763108,0,0,3060037.430763108,3065005.7800000007,2244.8407420000003,3065005.7800000007,0.0,2133,0,0,10432,1.526017,0,0,2,0,optimal,DONE
36,biella1.mps.gz,3060037.430763108,0,0,3060037.430763108,3065005.7800000007,2161.422155,3065005.7800000007,0.0,2133,0,0,10432,1.562304,0,0,16,0,optimal,DONE
36,biella1.mps.gz,3060037.430763108,0,0,3060037.430763108,3065005.7800000007,2184.3396789999997,3065005.7800000007,0.0,2133,0,0,10432,1.5569259999999998,0,0,8,0,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,0,0,27.0,46.75,69.645499,46.75,0.0,1040,0,0,11113,0.023355,0,0,32,0,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,0,0,27.0,46.75,68.857676,46.75,0.0,1040,0,0,11113,0.022657,0,0,4,0,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,0,0,27.0,46.75,68.77062600000001,46.75,0.0,1040,0,0,11113,0.022799,0,0,8,0,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,0,0,27.0,46.75,68.795301,46.75,0.0,1040,0,0,11113,0.022438,0,0,16,0,optimal,DONE
37,bienst1.mps.gz,11.724137931034484,0,0,27.0,46.75,66.57989,46.75,0.0,1040,0,0,11113,0.017884999999999998,0,0,2,0,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,0,0,16.714285714285708,54.6,269.700171,54.6,0.0,1040,0,0,102409,0.026818,0,0,4,0,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,0,0,16.714285714285708,54.6,282.756359,54.6,0.0,1040,0,0,102409,0.029286000000000003,0,0,32,0,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,0,0,16.714285714285708,54.6,276.279612,54.6,0.0,1040,0,0,102409,0.022495,0,0,2,0,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,0,0,16.714285714285708,54.6,269.800952,54.6,0.0,1040,0,0,102409,0.026819,0,0,16,0,optimal,DONE
38,bienst2.mps.gz,11.724137931034482,0,0,16.714285714285708,54.6,269.349223,54.6,0.0,1040,0,0,102409,0.027039,0,0,8,0,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,0,0,6637.188026943215,6742.200023998971,6456.694476,6742.200023998971,0.0,1619,0,0,4442017,0.06491899999999999,0,0,8,0,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,0,0,6637.188026943215,6742.200023998971,6451.85658,6742.200023998971,0.0,1619,0,0,4442017,0.064626,0,0,32,0,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,0,0,6637.188026943215,6742.200023998971,6593.390197,6742.200023998971,0.0,1619,0,0,4442017,0.068036,0,0,2,0,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,0,0,6637.188026943215,6742.200023998971,6590.417297999999,6742.200023998971,0.0,1619,0,0,4442017,0.068741,0,0,4,0,optimal,DONE
39,binkar10_1.mps.gz,-16000599.24000705,0,0,6637.188026943215,6742.200023998971,6462.74664,6742.200023998971,0.0,1619,0,0,4442017,0.064722,0,0,16,0,optimal,DONE
40,blend2.mps.gz,7.043999070402348,0,0,7.043999070402348,7.598985000000001,1.371484,7.598985000000001,0.0,186,0,0,1041,0.045017,0,0,32,0,optimal,DONE
40,blend2.mps.gz,7.043999070402348,0,0,7.043999070402348,7.598985000000001,1.547647,7.598985000000001,0.0,186,0,0,1041,0.05155,0,0,2,0,optimal,DONE
40,blend2.mps.gz,7.043999070402348,0,0,7.043999070402348,7.598985000000001,1.466304,7.598985000000001,0.0,186,0,0,1041,0.048362,0,0,8,0,optimal,DONE
40,blend2.mps.gz,7.043999070402348,0,0,7.043999070402348,7.598985000000001,1.466056,7.598985000000001,0.0,186,0,0,1041,0.048362,0,0,16,0,optimal,DONE
40,blend2.mps.gz,7.043999070402348,0,0,7.043999070402348,7.598985000000001,1.547304,7.598985000000001,0.0,186,0,0,1041,0.051477,0,0,4,0,optimal,DONE
41,bley_xl1.mps.gz,80.0,0,0,177.2487256580099,190.0,58.689402,190.0,0.0,8208,0,0,150,12.935728,0,0,2,0,optimal,DONE
41,bley_xl1.mps.gz,80.0,0,0,177.2487256580099,190.0,57.561686,190.0,0.0,8208,0,0,150,12.265245,0,0,8,0,optimal,DONE
41,bley_xl1.mps.gz,80.0,0,0,177.2487256580099,190.0,54.768975,190.0,0.0,8208,0,0,150,10.294242,0,0,32,0,optimal,DONE
41,bley_xl1.mps.gz,80.0,0,0,177.2487256580099,190.0,57.645618000000006,190.0,0.0,8208,0,0,150,12.279762,0,0,16,0,optimal,DONE
41,bley_xl1.mps.gz,80.0,0,0,177.2487256580099,190.0,58.593807999999996,190.0,0.0,8208,0,0,150,12.907125,0,0,4,0,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,0,0,2276.9237984881634,2342.3154879999997,1712.0844730000001,2342.3154879999997,0.0,950,0,0,247091,0.548786,0,0,32,0,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,0,0,2276.9237984881634,2342.3154879999997,1773.5769329999998,2342.3154879999997,0.0,950,0,0,247091,0.548296,0,0,8,0,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,0,0,2276.9237984881634,2342.3154879999997,1747.558643,2342.3154879999997,0.0,950,0,0,247091,0.5486260000000001,0,0,16,0,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,0,0,2276.9237984881634,2342.3154879999997,1708.27704,2342.3154879999997,0.0,950,0,0,247091,0.540955,0,0,4,0,optimal,DONE
42,blp-ir98.mps.gz,96.1691616,0,0,2276.9237984881634,2342.3154879999997,1587.269821,2342.3154879999997,0.0,950,0,0,247091,0.50705,0,0,2,0,optimal,DONE
43,bmocbd.mps.gz,-32041010095048.54,0,0,-32041010095048.54,-32041010095048.54,72.573075,-32041010095048.54,0.0,0,0,0,1,0.0,0,0,4,0,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0,0,-32041010095048.54,-32041010095048.54,57.758602,-32041010095048.54,0.0,0,0,0,1,0.0,0,0,8,0,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0,0,-32041010095048.54,-32041010095048.54,57.798227000000004,-32041010095048.54,0.0,0,0,0,1,0.0,0,0,16,0,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0,0,-32041010095048.54,-32041010095048.54,61.56156,-32041010095048.54,0.0,0,0,0,1,0.0,0,0,32,0,optimal,DONE SOLVED THROUGH LP RELAXATION
43,bmocbd.mps.gz,-32041010095048.54,0,0,-32041010095048.54,-32041010095048.54,72.759247,-32041010095048.54,0.0,0,0,0,1,0.0,0,0,2,0,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0,0,-31953009810551.355,-31953009810551.355,65.064494,-31953009810551.355,0.0,0,0,0,1,0.0,0,0,32,0,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0,0,-31953009810551.355,-31953009810551.355,64.82590400000001,-31953009810551.355,0.0,0,0,0,1,0.0,0,0,16,0,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0,0,-31953009810551.355,-31953009810551.355,38.656014,-31953009810551.355,0.0,0,0,0,1,0.0,0,0,4,0,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0,0,-31953009810551.355,-31953009810551.355,68.040623,-31953009810551.355,0.0,0,0,0,1,0.0,0,0,2,0,optimal,DONE SOLVED THROUGH LP RELAXATION
44,bmocbd2.mps.gz,-31953009810551.355,0,0,-31953009810551.355,-31953009810551.355,64.715179,-31953009810551.355,0.0,0,0,0,1,0.0,0,0,8,0,optimal,DONE SOLVED THROUGH LP RELAXATION
45,bnatt400.mps.gz,0.0,0,0,0.0,1.0,128.829098,1.0,0.0,3895,0,0,6778,0.7077089999999999,0,0,32,0,optimal,DONE
45,bnatt400.mps.gz,0.0,0,0,0.0,1.0,127.809331,1.0,0.0,3895,0,0,6778,0.70192,0,0,2,0,optimal,DONE
45,bnatt400.mps.gz,0.0,0,0,0.0,1.0,128.574716,1.0,0.0,3895,0,0,6778,0.707971,0,0,8,0,optimal,DONE
45,bnatt400.mps.gz,0.0,0,0,0.0,1.0,127.84518700000001,1.0,0.0,3895,0,0,6778,0.708128,0,0,16,0,optimal,DONE
45,bnatt400.mps.gz,0.0,0,0,0.0,1.0,127.809331,1.0,0.0,3895,0,0,6778,0.70192,0,0,4,0,optimal,DONE
46,bppc4-08.mps.gz,51.59,0,0,52.0,53.0,18000.000099,53.0,0.019230769230769232,222,0,0,3420821,0.304097,0,0,8,0,timelimit,DONE
46,bppc4-08.mps.gz,51.59,0,0,52.0,53.0,18000.000127,53.0,0.019230769230769232,222,0,0,3379145,0.306138,0,0,4,0,timelimit,DONE
46,bppc4-08.mps.gz,51.59,0,0,52.0,53.0,18000.000135,53.0,0.019230769230769232,222,0,0,3388835,0.305364,0,0,2,0,timelimit,DONE
46,bppc4-08.mps.gz,51.59,0,0,52.0,53.0,18000.000078999998,53.0,0.019230769230769232,222,0,0,3414331,0.303002,0,0,16,0,timelimit,DONE
46,bppc4-08.mps.gz,51.59,0,0,52.0,53.0,18000.000155,53.0,0.019230769230769232,222,0,0,3422907,0.302302,0,0,32,0,timelimit,DONE
47,bppc8-02.mps.gz,36.0,0,0,487.0,507.0,0.16871999999999998,507.0,0.0,102,0,0,177,0.042671,0,0,8,0,optimal,DONE
47,bppc8-02.mps.gz,36.0,0,0,487.0,507.0,0.150151,507.0,0.0,102,0,0,177,0.032341,0,0,4,0,optimal,DONE
47,bppc8-02.mps.gz,36.0,0,0,487.0,507.0,0.150136,507.0,0.0,102,0,0,177,0.032341,0,0,2,0,optimal,DONE
47,bppc8-02.mps.gz,36.0,0,0,487.0,507.0,0.156432,507.0,0.0,102,0,0,177,0.039743,0,0,32,0,optimal,DONE
47,bppc8-02.mps.gz,36.0,0,0,487.0,507.0,0.15633699999999998,507.0,0.0,102,0,0,177,0.039594,0,0,16,0,optimal,DONE
48,brazil3.mps.gz,1.9999999999999856,0,0,2.0,37.00000000000011,18000.000905,37.00000000000011,17.499999999999922,2429,0,0,10001,1.955998,0,0,4,0,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,0,0,2.0,37.00000000000011,18000.001425,37.00000000000011,17.499999999999922,2429,0,0,10020,1.966559,0,0,2,0,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,0,0,2.0,37.99999999999998,18000.000732,37.99999999999998,17.999999999999854,2429,0,0,9511,2.399896,0,0,32,0,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,0,0,2.0,37.00000000000011,18000.000681999998,37.00000000000011,17.499999999999922,2429,0,0,10021,2.17929,0,0,16,0,timelimit,DONE
48,brazil3.mps.gz,1.9999999999999856,0,0,2.0,37.00000000000011,18000.000483,37.00000000000011,17.499999999999922,2429,0,0,10038,2.2106939999999997,0,0,8,0,timelimit,DONE
49,breastcancer-regularized.mps.gz,0.10438504146670737,0,0,0.15354733907478413,35.767842105263156,5426.3969990000005,35.767842105263156,0.0,1440,0,0,2424498,0.127969,0,0,4,0,optimal,DONE
49,breastcancer-regularized.mps.gz,0.10438504146670737,0,0,0.15354733907478413,35.767842105263156,5223.803749000001,35.767842105263156,0.0,1440,0,0,2424498,0.13291999999999998,0,0,2,0,optimal,DONE
49,breastcancer-regularized.mps.gz,0.10438504146670737,0,0,0.15354733907478413,35.767842105263156,5435.648770000001,35.767842105263156,0.0,1440,0,0,2424498,0.127965,0,0,16,0,optimal,DONE
49,breastcancer-regularized.mps.gz,0.10438504146670737,0,0,0.15354733907478413,35.767842105263156,5093.48116,35.767842105263156,0.0,1440,0,0,2424498,0.132819,0,0,32,0,optimal,DONE
49,breastcancer-regularized.mps.gz,0.10438504146670737,0,0,0.15354733907478413,35.767842105263156,5441.184178,35.767842105263156,0.0,1440,0,0,2424498,0.127965,0,0,8,0,optimal,DONE
50,cap6000.mps.gz,-10950240.0,0,0,-2451537.3250240455,-2451377.0,2.07538,-2451377.0,0.0,1760,0,0,1906,0.268455,0,0,32,0,optimal,DONE
50,cap6000.mps.gz,-10950240.0,0,0,-2451537.3250240455,-2451377.0,2.1386529999999997,-2451377.0,0.0,1760,0,0,1906,0.271326,0,0,2,0,optimal,DONE
50,cap6000.mps.gz,-10950240.0,0,0,-2451537.3250240455,-2451377.0,2.138652,-2451377.0,0.0,1760,0,0,1906,0.271326,0,0,8,0,optimal,DONE
50,cap6000.mps.gz,-10950240.0,0,0,-2451537.3250240455,-2451377.0,2.1385680000000002,-2451377.0,0.0,1760,0,0,1906,0.27134400000000003,0,0,4,0,optimal,DONE
50,cap6000.mps.gz,-10950240.0,0,0,-2451537.3250240455,-2451377.0,2.0889,-2451377.0,0.0,1760,0,0,1906,0.266986,0,0,16,0,optimal,DONE
51,cbs-cta.mps.gz,0.0,0,0,0.0,0.0,60.222962,0.0,0.0,9970,0,0,58,0.45019,0,0,16,0,optimal,DONE
51,cbs-cta.mps.gz,0.0,0,0,0.0,0.0,60.23523,0.0,0.0,9970,0,0,58,0.450884,0,0,4,0,optimal,DONE
51,cbs-cta.mps.gz,0.0,0,0,0.0,0.0,59.35069,0.0,0.0,9970,0,0,58,0.421232,0,0,32,0,optimal,DONE
51,cbs-cta.mps.gz,0.0,0,0,0.0,0.0,60.9876,0.0,0.0,9970,0,0,58,0.447038,0,0,2,0,optimal,DONE
51,cbs-cta.mps.gz,0.0,0,0,0.0,0.0,60.635158,0.0,0.0,9970,0,0,58,0.450884,0,0,8,0,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,0,0,3.0000000000000004,4.0,1234.775125,4.0,0.0,8447,0,0,100314,0.315671,0,0,32,0,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,0,0,3.0000000000000004,4.0,1258.1104699999999,4.0,0.0,8447,0,0,100314,0.35975,0,0,8,0,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,0,0,3.0000000000000004,4.0,1258.150042,4.0,0.0,8447,0,0,100314,0.361173,0,0,4,0,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,0,0,3.0000000000000004,4.0,1247.372888,4.0,0.0,8447,0,0,100314,0.359702,0,0,2,0,optimal,DONE
52,chromaticindex128-5.mps.gz,3.0,0,0,3.0000000000000004,4.0,1196.773347,4.0,0.0,8447,0,0,100314,0.32688,0,0,16,0,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,0,0,3.0,4.0,2468.743791,4.0,0.0,33787,0,0,20756,0.974812,0,0,2,0,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,0,0,3.0,4.0,2468.765915,4.0,0.0,33787,0,0,20756,0.974984,0,0,8,0,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,0,0,3.0,4.0,2453.166768,4.0,0.0,33787,0,0,20756,0.9720110000000001,0,0,4,0,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,0,0,3.0,4.0,2407.509133,4.0,0.0,33787,0,0,20756,0.7502260000000001,0,0,16,0,optimal,DONE
53,chromaticindex256-8.mps.gz,3.0,0,0,3.0,4.0,2480.923282,4.0,0.0,33787,0,0,20756,0.994433,0,0,32,0,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0,0,3.0,4.0,3.93946,4.0,0.0,2111,0,0,249,0.083053,0,0,32,0,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0,0,3.0,4.0,3.9377809999999998,4.0,0.0,2111,0,0,249,0.08305499999999999,0,0,16,0,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0,0,3.0,4.0,4.323706,4.0,0.0,2111,0,0,249,0.090823,0,0,2,0,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0,0,3.0,4.0,3.969352,4.0,0.0,2111,0,0,249,0.081092,0,0,8,0,optimal,DONE
54,chromaticindex32-8.mps.gz,3.0,0,0,3.0,4.0,3.960467,4.0,0.0,2111,0,0,249,0.081092,0,0,4,0,optimal,DONE
55,chromaticindex512-7.mps.gz,3.0,0,0,3.0,4.0,1088.895459,4.0,0.0,33791,0,0,375,2.4836720000000003,0,0,32,0,optimal,DONE
55,chromaticindex512-7.mps.gz,3.0,0,0,3.0,4.0,1077.926807,4.0,0.0,33791,0,0,375,2.2006900000000003,0,0,4,0,optimal,DONE
55,chromaticindex512-7.mps.gz,3.0,0,0,3.0,4.0,1017.7139400000001,4.0,0.0,33791,0,0,375,2.3485400000000003,0,0,16,0,optimal,DONE
55,chromaticindex512-7.mps.gz,3.0,0,0,3.0,4.0,1019.8412609999999,4.0,0.0,33791,0,0,375,2.346304,0,0,8,0,optimal,DONE
55,chromaticindex512-7.mps.gz,3.0,0,0,3.0,4.0,1082.794927,4.0,0.0,33791,0,0,375,2.197074,0,0,2,0,optimal,DONE
56,ci-s4.mps.gz,-82.59640741576602,0,0,1872.8738611763556,3336.239848457258,57.846722,3336.239848457258,0.0,3610,0,0,36900,0.569723,0,0,32,0,optimal,DONE
56,ci-s4.mps.gz,-82.59640741576602,0,0,1872.8738611763556,3336.239848457258,54.799488000000004,3336.239848457258,0.0,3610,0,0,36900,0.564524,0,0,16,0,optimal,DONE
56,ci-s4.mps.gz,-82.59640741576602,0,0,1872.8738611763556,3336.239848457258,61.991352,3336.239848457258,0.0,3610,0,0,36900,0.622815,0,0,8,0,optimal,DONE
56,ci-s4.mps.gz,-82.59640741576602,0,0,1872.8738611763556,3336.239848457258,61.67268000000001,3336.239848457258,0.0,3610,0,0,36900,0.623544,0,0,4,0,optimal,DONE
56,ci-s4.mps.gz,-82.59640741576602,0,0,1872.8738611763556,3336.239848457258,62.61319399999999,3336.239848457258,0.0,3610,0,0,36900,0.6282979999999999,0,0,2,0,optimal,DONE
57,cmflsp50-24-8-8.mps.gz,2240280.5300000003,0,0,54633108.50934655,22059889.899999656,18000.00343,1e+20,1e+20,3480,0,0,100379,2.047037,0,0,2,0,timelimit,DONE
57,cmflsp50-24-8-8.mps.gz,2240280.5300000003,0,0,54633108.50934655,26151870.72999965,18000.004241,1e+20,1e+20,3480,0,0,90650,2.134012,0,0,8,0,timelimit,DONE
57,cmflsp50-24-8-8.mps.gz,2240280.5300000003,0,0,54633108.50934655,23801305.419999667,18000.004781,1e+20,1e+20,3480,0,0,122543,2.026164,0,0,4,0,timelimit,DONE
57,cmflsp50-24-8-8.mps.gz,2240280.5300000003,0,0,54633108.50934655,21414666.80999965,18000.004184999998,1e+20,1e+20,3480,0,0,110145,2.237637,0,0,32,0,timelimit,DONE
57,cmflsp50-24-8-8.mps.gz,2240280.5300000003,0,0,54633108.50934655,5210988.639999665,18000.004174,1e+20,1e+20,3480,0,0,108798,2.239603,0,0,16,0,timelimit,DONE
58,co-100.mps.gz,8260.0,0,0,1048867.1985583694,2640287.32,18000.008457,2640287.32,0.015772470315575046,12008,0,0,252902,18.013813,0,0,4,0,timelimit,DONE
58,co-100.mps.gz,8260.0,0,0,1048867.1985583694,2640287.32,18000.317281,2640287.32,0.015783698189289996,12008,0,0,251722,18.246958,0,0,8,0,timelimit,DONE
58,co-100.mps.gz,8260.0,0,0,1048867.1985583694,2640287.32,18000.144105,2640287.32,0.015535067462784425,12008,0,0,288640,17.554804,0,0,2,0,timelimit,DONE
58,co-100.mps.gz,8260.0,0,0,1048867.1985583694,2640287.32,18000.004344999998,2640287.32,0.015388916419688653,12008,0,0,310629,17.918606,0,0,32,0,timelimit,DONE
