NAME,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,BEST SOLUTION,SOLUTION TIME,PRESOLVING TIME,BEST PRIMAL BOUND,GAP,No. OF CUTS GENERATED,No. OF CUTS APPLIED,No. OF CUTS PRESENT IN LP AT THE END,No. OF NODES,INITIAL LP TIME,TIME FIRST ROUND,TIME ROOT END,RANDOM SEED,CUT SETTING,STATUS,END
10teams.mps.gz,20.0,917.0,13,923.9999999999999,924.0,10.612878,0.084849,924.0,0.0,261,49,0,30,0.088616,1.490672,3.482125,4,1,optimal,DONE
22433.mps.gz,21240.526170798898,21278.0,58,21471.13885990249,21477.0,2.8850819999999997,0.062377999999999996,21477.0,0.0,3167,6,0,1,0.041552,0.20131,2.8850540000000002,4,1,optimal,DONE
23588.mps.gz,7649.866133822501,7660.0,34,7765.0,8090.0,4.999079,0.092198,8090.0,0.0,4400,145,0,576,0.088713,0.216589,2.108805,4,1,optimal,DONE
30_70_45_05_100.mps.gz,-5336.0,8.5,13,9.0,9.0,305.366806,5.423359,9.0,0.0,12402,101,0,46,5.477681,21.992611,160.240427,4,1,optimal,DONE
30_70_45_095_100.mps.gz,-6132.0,3.0,12,3.0,3.0,882.143294,5.834693,3.0,0.0,13215,324,0,201,5.890264,23.806992,193.987882,4,1,optimal,DONE
30_70_45_095_98.mps.gz,-5967.0,11.5,11,12.0,12.0,73.107282,5.291563,12.0,0.0,13035,153,0,1,5.340485,18.371857,73.107114,4,1,optimal,DONE
30n20b8.mps.gz,107.09839101758216,121.76599018734493,90,151.38060569174547,302.0,173.439038,24.413561,302.0,0.0,16344,1105,0,1617,24.27928,26.174883,151.272503,4,1,optimal,DONE
CMS750_4.mps.gz,250.0,250.0,22,250.0,260.0,18000.173077,4.964759,260.0,0.04,155394,1740,0,1,4.683586,5.578362,18000.172598,4,1,timelimit,DONE
Test3.mps.gz,2241736.0000091013,2671192.2167286817,32,2673520.2113535767,2673520.2113535767,8.169023,2.367906,2673520.2113535767,0.0,4993,9,0,1,2.726845,4.677888,8.168169,4,1,optimal,DONE
ab51-40-100.mps.gz,-3998177155848.0,0,0,-3998177155848.0,-10420305975.0,808.51286,8.140118,-10420305975.0,0.0,10723,92,0,1316,8.208578,0,0,4,1,optimal,DONE
ab67-40-100.mps.gz,-4706401663115.0,-4706401663115.0,1,-4706401663115.0,-11186253442.0,314.149197,8.255631,-11186253442.0,0.0,10294,4,0,73,8.329962,19.34436,19.34436,4,1,optimal,DONE
ab69-40-100.mps.gz,-4636145206664.0,0,0,-4636145206664.0,-11186281442.0,398.294842,7.360622,-11186281442.0,0.0,10119,1,0,89,7.408452,0,0,4,1,optimal,DONE
