,NAME,RANDOM SEED,TIME W/ CUTS,NODES W/ CUTS,TIME W/O CUTS,NODES W/O CUTS,GAP W/ CUTS,GAP W/O CUTS,Minimum Time,Minimum Nodes
2422,physiciansched6-1.mps.gz,8,18000.00059,1545,18000.00214,1442,1e+20,1e+20,18000.00059,1442
2423,physiciansched6-1.mps.gz,16,18000.00075,1574,18000.00115,1440,1e+20,1e+20,18000.00075,1440
2424,physiciansched6-1.mps.gz,32,18000.00132,1593,18000.00088,1833,1e+20,1e+20,18000.00088,1593
2445,pigeon-16.mps.gz,2,18000.000030000003,24709918,18000.16607,16130564,0.066666667,0.066666667,18000.000030000003,16130564
2446,pigeon-16.mps.gz,4,18000.00008,24780604,18000.17484,15690464,0.066666667,0.066666667,18000.00008,15690464
2447,pigeon-16.mps.gz,8,18000.00062,24623220,18000.26364,15113692,0.066666667,0.066666667,18000.00062,15113692
2448,pigeon-16.mps.gz,16,18000.00011,25055490,18000.26218,15386416,0.066666667,0.066666667,18000.00011,15386416
2449,pigeon-16.mps.gz,32,18000.00008,24992969,18000.15625,15872624,0.066666667,0.066666667,18000.00008,15872624
2450,pigeon-20.mps.gz,2,18000.00875,25103782,18000.00172,42443000,0.052631579000000005,0.052631579000000005,18000.00172,25103782
2451,pigeon-20.mps.gz,4,18000.03408,25158744,18000.00175,42530376,0.052631579000000005,0.052631579000000005,18000.00175,25158744
2452,pigeon-20.mps.gz,8,18000.01954,25225940,18000.00175,42727361,0.052631579000000005,0.052631579000000005,18000.00175,25225940
2453,pigeon-20.mps.gz,16,18000.00693,25206764,18000.00174,42556963,0.052631579000000005,0.052631579000000005,18000.00174,25206764
2454,pigeon-20.mps.gz,32,18000.0066,25367102,18000.00183,42426251,0.052631579000000005,0.052631579000000005,18000.00183,25367102
2485,probportfolio.mps.gz,2,18000.01476,1707659,18000.09562,19212071,0.940651655,0.673515765,18000.01476,1707659
2486,probportfolio.mps.gz,4,18000.66504,2006837,18000.09032,19354823,0.918246584,0.672726743,18000.09032,2006837
2487,probportfolio.mps.gz,8,18000.00908,2055202,18000.094230000002,19310242,0.914164511,0.673050587,18000.00908,2055202
2488,probportfolio.mps.gz,16,18000.025419999998,2237817,18000.1022,20705821,0.903294425,0.665711131,18000.025419999998,2237817
2489,probportfolio.mps.gz,32,18000.37276,1940327,18000.09322,20713393,0.923435443,0.665693725,18000.09322,1940327
2505,pythago7824.mps.gz,2,18000.01332,42,18000.003090000002,40,1e+20,1e+20,18000.003090000002,40
2506,pythago7824.mps.gz,4,18000.00074,40,18000.03002,40,1e+20,1e+20,18000.00074,40
2507,pythago7824.mps.gz,8,18000.02633,47,18000.01127,41,1e+20,1e+20,18000.01127,41
2508,pythago7824.mps.gz,16,18000.03585,48,18000.02942,49,1e+20,1e+20,18000.02942,48
2509,pythago7824.mps.gz,32,18000.032040000002,41,18000.028159999998,52,1e+20,1e+20,18000.028159999998,41
2530,queens-30.mps.gz,2,18000.0251,20095,18000.002959999998,56941,0.731106721,0.735140427,18000.002959999998,20095
2531,queens-30.mps.gz,4,18000.00122,22193,18000.18745,56032,0.7308908040000001,0.73571513,18000.00122,22193
2532,queens-30.mps.gz,8,18000.02196,24430,18000.25788,56021,0.730656822,0.73571513,18000.02196,24430
2533,queens-30.mps.gz,16,18000.140769999998,19920,18000.13211,68528,0.73121851,0.7328566990000001,18000.13211,19920
2534,queens-30.mps.gz,32,18000.04303,14244,18000.02231,70458,0.732506532,0.732680742,18000.02231,14244
2535,radiationm18-12-05.mps.gz,2,18000.00923,2679201,18000.040680000002,5640510,0.018865732,0.018911903,18000.00923,2679201
2536,radiationm18-12-05.mps.gz,4,18000.05699,2707773,18000.05275,5415708,0.018865668999999998,0.018912313,18000.05275,2707773
2537,radiationm18-12-05.mps.gz,8,18000.00837,2691595,18000.0442,5528000,0.018865668999999998,0.018911991,18000.00837,2691595
2538,radiationm18-12-05.mps.gz,16,18000.00905,2682712,18000.04488,5326015,0.018865704,0.018912342,18000.00905,2682712
2539,radiationm18-12-05.mps.gz,32,18000.01239,2661626,18000.04062,5375026,0.018865858,0.018912342,18000.01239,2661626
2540,radiationm40-10-02.mps.gz,2,18000.00318,495057,18000.01054,659018,0.000196003,0.092997895,18000.00318,495057
2541,radiationm40-10-02.mps.gz,4,18000.005559999998,509807,18000.02991,662323,0.000196003,0.092997895,18000.005559999998,509807
2542,radiationm40-10-02.mps.gz,8,18000.005709999998,526537,18000.01746,687684,0.000195975,0.092997895,18000.005709999998,526537
2543,radiationm40-10-02.mps.gz,16,18000.00905,556416,18000.01286,754007,0.00019582400000000001,0.092997895,18000.00905,556416
2544,radiationm40-10-02.mps.gz,32,18000.004869999997,475401,18000.01175,750431,0.000196003,0.092997895,18000.004869999997,475401
2545,rail01.mps.gz,2,18000.00494,385,18000.013469999998,214,0.087514022,0.419545915,18000.00494,214
2546,rail01.mps.gz,4,18000.005830000002,432,18000.00361,233,0.08748055099999999,0.419545915,18000.00361,233
2547,rail01.mps.gz,8,18000.00529,369,18000.00954,434,0.08846636,0.359039693,18000.00529,369
2548,rail01.mps.gz,16,18000.014180000002,371,18000.00867,218,0.08846636,0.419545915,18000.00867,218
2549,rail01.mps.gz,32,18000.01283,372,18000.00907,288,0.08846636,0.412859215,18000.00907,288
2550,rail02.mps.gz,2,18000.115690000002,1,18000.12044,1,1e+20,1e+20,18000.115690000002,1
2551,rail02.mps.gz,4,18000.12677,1,18000.089659999998,1,1e+20,1e+20,18000.089659999998,1
2552,rail02.mps.gz,8,18000.0901,1,18000.1149,1,1e+20,1e+20,18000.0901,1
2553,rail02.mps.gz,16,18000.11279,1,18000.765769999998,1,1e+20,1e+20,18000.11279,1
2554,rail02.mps.gz,32,18000.08749,1,18000.302969999997,1,1e+20,1e+20,18000.08749,1
2555,rail03.mps.gz,2,18000.21052,1,18000.24306,1,1e+20,1e+20,18000.21052,1
2556,rail03.mps.gz,4,18000.25069,1,18000.211730000003,1,1e+20,1e+20,18000.211730000003,1
2557,rail03.mps.gz,8,18001.416690000002,1,18000.23535,1,1e+20,1e+20,18000.23535,1
2558,rail03.mps.gz,16,18000.22836,1,18001.94889,1,1e+20,1e+20,18000.22836,1
2559,rail03.mps.gz,32,18000.189619999997,1,18001.65911,1,1e+20,1e+20,18000.189619999997,1
2585,rd-rplusc-21.mps.gz,2,18000.005559999998,1405212,18000.00115,984434,1670.101613,1743.785605,18000.00115,984434
2586,rd-rplusc-21.mps.gz,4,18000.00746,1411737,18000.00459,1650286,1670.101613,1743.785605,18000.00459,1411737
2587,rd-rplusc-21.mps.gz,8,18000.00729,1423244,18000.005719999997,2005215,1670.101613,1743.785605,18000.005719999997,1423244
2588,rd-rplusc-21.mps.gz,16,18000.01182,1413882,18000.00291,1602356,1670.101613,1743.785605,18000.00291,1413882
2589,rd-rplusc-21.mps.gz,32,18000.01321,1475037,18000.006999999998,1533597,1670.101613,1743.785605,18000.006999999998,1475037
2600,reblock354.mps.gz,2,18000.013609999998,784620,18000.01974,1248941,0.003127238,0.00507068,18000.013609999998,784620
2601,reblock354.mps.gz,4,18000.013130000003,791630,18000.01677,1313312,0.003125684,0.005060756,18000.013130000003,791630
2602,reblock354.mps.gz,8,18000.017209999998,839034,18000.02445,1573870,0.003117496,0.005001901,18000.017209999998,839034
2603,reblock354.mps.gz,16,18000.0127,828591,18000.02317,1563753,0.003119513,0.0050036,18000.0127,828591
2604,reblock354.mps.gz,32,18000.012590000002,891607,18000.022719999997,1287115,0.003109128,0.00506451,18000.012590000002,891607
2605,reblock420.mps.gz,2,18000.00734,566523,18000.0232,1140707,0.002352527,0.002520048,18000.00734,566523
2606,reblock420.mps.gz,4,18000.00724,564928,18000.02177,1273085,0.002353037,0.002486039,18000.00724,564928
2607,reblock420.mps.gz,8,18000.01325,533996,18000.0234,1339373,0.002368814,0.002470385,18000.01325,533996
2608,reblock420.mps.gz,16,18000.01054,559001,18000.020119999997,1181297,0.002354948,0.002508914,18000.01054,559001
2609,reblock420.mps.gz,32,18000.00719,608962,18000.022569999997,1173595,0.002332391,0.0025112470000000003,18000.00719,608962
2630,rmatr200-p10.mps.gz,2,18000.00221,899,18000.001969999998,1044,0.18904866,0.165513341,18000.001969999998,899
2631,rmatr200-p10.mps.gz,4,18000.00129,927,18000.148540000002,1,0.186245197,0.165513341,18000.00129,1
2632,rmatr200-p10.mps.gz,8,18000.001480000003,956,18000.00222,1045,0.18562537199999998,0.165513341,18000.001480000003,956
2633,rmatr200-p10.mps.gz,16,18000.0024,974,18000.00169,990,0.18562537199999998,0.165875515,18000.00169,974
2634,rmatr200-p10.mps.gz,32,18000.00186,1032,18000.00225,967,0.18223125,0.166625151,18000.00186,967
2635,rmatr200-p20.mps.gz,2,18000.006559999998,863,18000.00162,3302,0.12022235099999999,0.116750829,18000.00162,863
2636,rmatr200-p20.mps.gz,4,18000.001809999998,799,18000.0022,3513,0.12022235099999999,0.11541868400000001,18000.001809999998,799
2637,rmatr200-p20.mps.gz,8,18000.00111,851,18000.002930000002,3663,0.12022235099999999,0.115245666,18000.00111,851
2638,rmatr200-p20.mps.gz,16,18000.00116,1043,18000.00136,3750,0.12022235099999999,0.114786294,18000.00116,1043
2639,rmatr200-p20.mps.gz,32,18000.00131,1860,18000.01427,3707,0.12022235099999999,0.115245666,18000.00131,1860
2640,rmatr200-p5.mps.gz,2,18000.00228,66,18000.001959999998,1074,0.169175403,0.19042705699999998,18000.001959999998,66
2641,rmatr200-p5.mps.gz,4,18000.11462,1,18000.0015,1094,0.169175403,0.18908259300000002,18000.0015,1
2642,rmatr200-p5.mps.gz,8,18000.004090000002,68,18000.001269999997,67,0.169175403,0.18908259300000002,18000.001269999997,67
2643,rmatr200-p5.mps.gz,16,18000.00401,68,18000.00699,64,0.169175403,0.18908259300000002,18000.00401,64
2644,rmatr200-p5.mps.gz,32,18000.00165,11,18000.00187,23,0.169175403,0.18908259300000002,18000.00165,11
2660,rococoB10-011000.mps.gz,2,18000.00039,275036,18000.00425,859943,0.08516065699999999,0.262546441,18000.00039,275036
2661,rococoB10-011000.mps.gz,4,18000.00024,246219,18000.00476,1015634,0.09184669,0.250812942,18000.00024,246219
2662,rococoB10-011000.mps.gz,8,18000.00039,254128,18000.004530000002,873254,0.090003507,0.261482783,18000.00039,254128
2663,rococoB10-011000.mps.gz,16,18000.00038,252684,18000.004719999997,891041,0.09056703699999999,0.260109751,18000.00038,252684
2664,rococoB10-011000.mps.gz,32,18000.000369999998,278719,18000.004119999998,820647,0.084417934,0.265697672,18000.000369999998,278719
2670,rococoC11-010100.mps.gz,2,18000.00059,16396,18000.0015,173123,0.277789596,0.37990376200000003,18000.00059,16396
2671,rococoC11-010100.mps.gz,4,18000.00209,15941,18000.00175,166376,0.278753942,0.384695606,18000.00175,15941
2672,rococoC11-010100.mps.gz,8,18000.00076,15615,18000.00134,167406,0.27961738,0.383739965,18000.00076,15615
2673,rococoC11-010100.mps.gz,16,18000.000480000002,16397,18000.00172,159064,0.277789596,0.389333077,18000.000480000002,16397
2674,rococoC11-010100.mps.gz,32,18000.000780000002,16648,18000.001790000002,155595,0.27756677399999996,0.39136878399999997,18000.000780000002,16648
2675,rococoC11-011100.mps.gz,2,18000.00043,105347,18000.003230000002,569939,0.143204519,0.27124882300000003,18000.00043,105347
2676,rococoC11-011100.mps.gz,4,18000.00098,104299,18000.00275,576589,0.143617374,0.270336262,18000.00098,104299
2677,rococoC11-011100.mps.gz,8,18000.000480000002,100747,18000.0028,577869,0.145047911,0.270102348,18000.000480000002,100747
2678,rococoC11-011100.mps.gz,16,18000.00038,92937,18000.002809999998,597347,0.149019698,0.267954255,18000.00038,92937
2679,rococoC11-011100.mps.gz,32,18000.00038,93231,18000.00269,615949,0.148850378,0.26561934800000003,18000.00038,93231
2680,rococoC12-010001.mps.gz,2,18000.00401,9080,18000.00599,230404,0.244079973,0.265807264,18000.00401,9080
2681,rococoC12-010001.mps.gz,4,18000.00076,9010,18000.005259999998,264719,0.24410262600000002,0.244347965,18000.00076,9010
2682,rococoC12-010001.mps.gz,8,18000.00085,9058,18000.00841,305663,0.244083765,0.228889443,18000.00085,9058
2683,rococoC12-010001.mps.gz,16,18000.00185,8028,18000.00569,272849,0.244503125,0.243860925,18000.00185,8028
2684,rococoC12-010001.mps.gz,32,18000.000780000002,7165,18000.00501,295882,0.263423154,0.22978182100000002,18000.000780000002,7165
2705,rvb-sub.mps.gz,2,18000.01349,85631,18000.001790000002,101463,2.08724165,2.090237749,18000.001790000002,85631
2706,rvb-sub.mps.gz,4,18000.001819999998,83046,18000.001819999998,102274,2.0881343869999998,2.089761097,18000.001819999998,83046
2707,rvb-sub.mps.gz,8,18000.03832,77958,18000.005709999998,103333,2.091817303,2.089571033,18000.005709999998,77958
2708,rvb-sub.mps.gz,16,18000.00435,85066,18000.00988,90603,2.08743364,2.0946298569999997,18000.00435,85066
2709,rvb-sub.mps.gz,32,18000.05295,75009,18000.006690000002,91016,2.093889813,2.094500345,18000.006690000002,75009
2710,s100.mps.gz,2,18000.04092,663,18000.02559,283,0.007868007,0.005465055,18000.02559,283
2711,s100.mps.gz,4,18000.01601,654,18000.02796,282,0.008005116,0.005465055,18000.01601,282
2712,s100.mps.gz,8,18000.0173,661,18000.01461,276,0.008005116,0.005465055,18000.01461,276
2713,s100.mps.gz,16,18000.01946,666,18000.015369999997,282,0.007868007,0.005465055,18000.015369999997,282
2714,s100.mps.gz,32,18002.11007,667,18000.02986,323,0.007868007,0.005464928000000001,18000.02986,323
2715,s1234.mps.gz,2,18000.00038,5294,18000.00027,3318,32.53582851,70.59646963,18000.00027,3318
2716,s1234.mps.gz,4,18000.00032,5304,18000.000219999998,3344,32.53582851,70.59646963,18000.000219999998,3344
2717,s1234.mps.gz,8,18000.00075,5344,18000.00055,3314,32.14439541,70.59646963,18000.00055,3314
2718,s1234.mps.gz,16,18000.00029,5363,18000.00065,3294,32.14439541,70.59646963,18000.00029,3294
2719,s1234.mps.gz,32,18000.00075,5348,18000.00035,3310,32.14439541,70.59646963,18000.00035,3310
2730,satellites2-25.mps.gz,2,18000.00329,168,18000.01163,265,0.705882353,0.611111111,18000.00329,168
2731,satellites2-25.mps.gz,4,18000.00136,176,18000.00259,272,0.526315789,0.611111111,18000.00136,176
2732,satellites2-25.mps.gz,8,18000.00186,150,18000.00126,264,0.705882353,0.611111111,18000.00126,150
2733,satellites2-25.mps.gz,16,18000.00213,183,18000.00177,260,0.526315789,0.611111111,18000.00177,183
2734,satellites2-25.mps.gz,32,18000.001369999998,184,18000.0022,257,0.526315789,0.611111111,18000.001369999998,184
2735,satellites2-40.mps.gz,2,18000.00624,25,18000.01087,248,1e+20,0.526315789,18000.00624,25
2736,satellites2-40.mps.gz,4,18000.01279,24,18000.00903,242,1e+20,0.611111111,18000.00903,24
2737,satellites2-40.mps.gz,8,18000.0038,29,18000.0031,241,1e+20,0.611111111,18000.0031,29
2738,satellites2-40.mps.gz,16,18000.00321,282,18000.002969999998,241,1.047619048,0.611111111,18000.002969999998,241
2739,satellites2-40.mps.gz,32,18000.002969999998,281,18000.002,241,1.047619048,0.611111111,18000.002,241
2740,satellites2-60-fs.mps.gz,2,18000.001930000002,1216,18000.00251,140,0.526315789,0.611111111,18000.001930000002,140
2741,satellites2-60-fs.mps.gz,4,18000.003269999997,1216,18000.0019,140,0.526315789,0.611111111,18000.0019,140
2742,satellites2-60-fs.mps.gz,8,18000.00142,1221,18000.00214,140,0.526315789,0.611111111,18000.00142,140
2743,satellites2-60-fs.mps.gz,16,18000.00251,1222,18000.00158,140,0.526315789,0.611111111,18000.00158,140
2744,satellites2-60-fs.mps.gz,32,18000.00172,1222,18000.00169,140,0.526315789,0.611111111,18000.00169,140
2745,satellites3-25.mps.gz,2,18000.01186,1,18000.00619,14,1e+20,1e+20,18000.00619,1
2746,satellites3-25.mps.gz,4,18000.03412,1,18000.007230000003,11,1e+20,1e+20,18000.007230000003,1
2747,satellites3-25.mps.gz,8,18000.00805,1,18000.01353,11,1e+20,1e+20,18000.00805,1
2748,satellites3-25.mps.gz,16,18000.011580000002,1,18000.01327,11,1e+20,1e+20,18000.011580000002,1
2749,satellites3-25.mps.gz,32,18000.075230000002,1,18000.046609999998,11,1e+20,1e+20,18000.046609999998,1
2750,satellites4-25.mps.gz,2,18000.01015,1,18000.01357,9,1e+20,1e+20,18000.01015,1
2751,satellites4-25.mps.gz,4,18000.065759999998,1,18000.00808,7,1e+20,1e+20,18000.00808,1
2752,satellites4-25.mps.gz,8,18000.01591,1,18000.011000000002,7,1e+20,1e+20,18000.011000000002,1
2753,satellites4-25.mps.gz,16,18000.05639,1,18000.016369999998,7,1e+20,1e+20,18000.016369999998,1
2754,satellites4-25.mps.gz,32,18000.0105,1,18000.011430000002,7,1e+20,1e+20,18000.0105,1
2755,savsched1.mps.gz,2,18000.03568,1,18000.29914,1,143.8193851,145.4847141,18000.03568,1
2756,savsched1.mps.gz,4,18012.02621,1,18000.28379,1,143.8193851,145.4847141,18000.28379,1
2757,savsched1.mps.gz,8,18000.03677,1,18000.30181,1,143.8193851,145.4847141,18000.03677,1
2758,savsched1.mps.gz,16,18000.05172,1,18000.36462,1,143.8193851,145.4847141,18000.05172,1
2759,savsched1.mps.gz,32,18000.03971,1,18000.306669999998,1,143.8193851,145.4847141,18000.03971,1
2760,sct2.mps.gz,2,18000.01793,819624,18000.015669999997,1847800,0.000322114,0.000485911,18000.015669999997,819624
2761,sct2.mps.gz,4,18000.01638,821121,18000.01394,1812684,0.000322114,0.000485911,18000.01394,821121
2762,sct2.mps.gz,8,18000.021230000002,890450,18000.01434,1802862,0.000322114,0.000485911,18000.01434,890450
2763,sct2.mps.gz,16,18000.058259999998,936313,18000.0139,1855861,0.000322114,0.000485911,18000.0139,936313
2764,sct2.mps.gz,32,18000.02552,1000887,18000.01278,1885893,0.000322114,0.000485911,18000.01278,1000887
2765,sct32.mps.gz,2,18000.00231,172232,18000.002819999998,186205,0.479411834,1.31302104,18000.00231,172232
2766,sct32.mps.gz,4,18000.001480000003,172832,18000.00341,183975,0.478159241,1.31525959,18000.001480000003,172832
2767,sct32.mps.gz,8,18000.00316,179904,18000.00291,176321,0.47055312,1.321184996,18000.00291,176321
2768,sct32.mps.gz,16,18000.00106,217331,18000.00385,178616,0.294249651,1.3198014679999999,18000.00106,178616
2769,sct32.mps.gz,32,18000.001330000003,268041,18000.00275,178243,0.253375306,1.3198014679999999,18000.001330000003,178243
2770,set3-10.mps.gz,2,18000.004269999998,400698,18000.035669999997,1888609,1.12550999,3.8634143310000004,18000.004269999998,400698
2771,set3-10.mps.gz,4,18000.00371,404832,18000.034069999998,1871279,1.124397785,3.868664597,18000.00371,404832
2772,set3-10.mps.gz,8,18000.00374,418909,18000.04519,1873659,1.1197508170000001,3.867631172,18000.00374,418909
2773,set3-10.mps.gz,16,18000.0042,515540,18000.03657,1874176,1.095384023,3.867609952,18000.0042,515540
2774,set3-10.mps.gz,32,18000.0033,610055,18000.03378,1866327,1.076227603,3.870885191,18000.0033,610055
2775,set3-15.mps.gz,2,18000.002480000003,372457,18000.026280000002,2593875,0.74063284,1.860082856,18000.002480000003,372457
2776,set3-15.mps.gz,4,18000.00316,395618,18000.02746,2592094,0.73174362,1.860557258,18000.00316,395618
2777,set3-15.mps.gz,8,18000.00337,428101,18000.02559,2589328,0.72019728,1.861402885,18000.00337,428101
2778,set3-15.mps.gz,16,18000.00262,469675,18000.02459,2654828,0.70862425,1.849190317,18000.00262,469675
2779,set3-15.mps.gz,32,18000.00401,492813,18000.02627,2678335,0.702807124,1.844951742,18000.00401,492813
2780,set3-20.mps.gz,2,18000.00276,571112,18000.01793,2165896,0.850655782,2.377306306,18000.00276,571112
2781,set3-20.mps.gz,4,18000.00299,606255,18000.016219999998,2353293,0.842653196,2.247190066,18000.00299,606255
2782,set3-20.mps.gz,8,18000.00368,626557,18000.01625,2472983,0.838048413,2.220947308,18000.00368,626557
2783,set3-20.mps.gz,16,18000.004409999998,557276,18000.01854,2137865,0.888476258,2.381122345,18000.004409999998,557276
2784,set3-20.mps.gz,32,18000.0044,560881,18000.02995,2312662,0.887457574,2.257818213,18000.0044,560881
2795,shiftreg1-4.mps.gz,2,18000.000969999997,319513,18000.001519999998,368265,0.003606298,0.005354752,18000.000969999997,319513
2796,shiftreg1-4.mps.gz,4,18000.00083,327013,18000.00154,366650,0.003587443,0.005360731,18000.00083,327013
2797,shiftreg1-4.mps.gz,8,18000.00088,342785,18000.00243,369072,0.0035468659999999996,0.005353185999999999,18000.00088,342785
2798,shiftreg1-4.mps.gz,16,18000.00386,423885,18000.00177,367033,0.00332097,0.005359074,18000.00177,367033
2799,shiftreg1-4.mps.gz,32,18000.00085,452923,18000.00175,369751,0.003246382,0.005351934,18000.00085,369751
2800,shiftreg2-7.mps.gz,2,18000.00175,248561,18000.00202,210488,0.001943676,0.00214905,18000.00175,210488
2801,shiftreg2-7.mps.gz,4,18000.00226,259243,18000.00214,210617,0.00193039,0.00214893,18000.00214,210617
2802,shiftreg2-7.mps.gz,8,18000.00186,273301,18000.00322,211522,0.0019126870000000002,0.002148179,18000.00186,211522
2803,shiftreg2-7.mps.gz,16,18000.00335,357371,18000.00286,210325,0.001826562,0.002149328,18000.00286,210325
2804,shiftreg2-7.mps.gz,32,18000.00231,382845,18000.00198,211814,0.001818247,0.002147851,18000.00198,211814
2820,shs1023.mps.gz,2,18000.05419,32,18000.05631,132,1e+20,0.13906103,18000.05419,32
2821,shs1023.mps.gz,4,18000.0542,39,18000.01761,127,1e+20,0.13906103,18000.01761,39
2822,shs1023.mps.gz,8,18000.029919999997,36,18000.01843,123,1e+20,0.13906103,18000.01843,36
2823,shs1023.mps.gz,16,18000.01662,36,18000.02264,116,1e+20,0.139864146,18000.01662,36
2824,shs1023.mps.gz,32,18000.01886,35,18000.02236,81,1e+20,0.139864146,18000.01886,35
2825,sing326.mps.gz,2,18000.01411,27273,18000.01333,24062,0.000593986,0.0038404140000000003,18000.01333,24062
2826,sing326.mps.gz,4,18000.0118,29307,18000.000669999998,23809,0.000573323,0.0038486809999999996,18000.000669999998,23809
2827,sing326.mps.gz,8,18000.01713,32602,18000.00335,23746,0.000539505,0.003848725,18000.00335,23746
2828,sing326.mps.gz,16,18000.00315,29261,18000.00399,20884,0.000573652,0.003916185,18000.00315,20884
2829,sing326.mps.gz,32,18000.00307,31141,18000.006019999997,24806,0.000557671,0.003817468,18000.00307,24806
2830,sing44.mps.gz,2,18000.0209,14536,18000.00068,51541,0.00098026,0.00112593,18000.00068,14536
2831,sing44.mps.gz,4,18000.00262,19775,18000.00551,53550,0.0008768830000000001,0.001102536,18000.00262,19775
2832,sing44.mps.gz,8,18000.00333,19602,18000.00844,48805,0.0008839739999999999,0.001150452,18000.00333,19602
2833,sing44.mps.gz,16,18000.002780000003,19995,18000.00332,34838,0.0008635989999999999,0.001539931,18000.002780000003,19995
2834,sing44.mps.gz,32,18000.0074,19961,18000.001490000002,53930,0.0008636739999999999,0.001096962,18000.001490000002,19961
2835,snip10x10-35r1budget17.mps.gz,2,18001.23503,72,18000.00885,2997,0.190608339,0.078095707,18000.00885,72
2836,snip10x10-35r1budget17.mps.gz,4,18000.01563,154,18000.03328,2761,0.190608339,0.078095707,18000.01563,154
2837,snip10x10-35r1budget17.mps.gz,8,18000.033359999998,1997,18000.02548,2764,0.190608339,0.078095707,18000.02548,1997
2838,snip10x10-35r1budget17.mps.gz,16,18000.00359,2788,18000.01689,2764,0.190608339,0.078095707,18000.00359,2764
2839,snip10x10-35r1budget17.mps.gz,32,18000.015880000003,2787,18000.00505,3056,0.190608339,0.078095707,18000.00505,2787
2845,sorrell8.mps.gz,2,18000.00634,186051,18000.016630000002,4347881,0.054741665999999994,1.865625,18000.00634,186051
2846,sorrell8.mps.gz,4,18000.005390000002,189460,18000.01608,4148109,0.054712486,1.8671875,18000.005390000002,189460
2847,sorrell8.mps.gz,8,18000.0039,189372,18000.02183,3958325,0.054713490999999996,1.8671875,18000.0039,189372
2848,sorrell8.mps.gz,16,18000.00422,192558,18000.01668,4255433,0.05468459,1.865625,18000.00422,192558
2849,sorrell8.mps.gz,32,18000.00594,175122,18000.02333,4501911,0.054841537999999995,1.865625,18000.00594,175122
2850,sp97ar.mps.gz,2,18000.00056,208750,18000.001819999998,591183,0.001680976,0.009513985,18000.00056,208750
2851,sp97ar.mps.gz,4,18000.000790000002,206512,18000.00224,575143,0.0016996270000000002,0.009543302,18000.000790000002,206512
2852,sp97ar.mps.gz,8,18000.00074,232219,18000.00307,560071,0.0015072129999999999,0.01220299,18000.00074,232219
2853,sp97ar.mps.gz,16,18000.00074,225456,18000.00172,585640,0.0015555470000000002,0.009526096,18000.00074,225456
2854,sp97ar.mps.gz,32,18000.00041,210109,18000.00264,706479,0.001669975,0.00938655,18000.00041,210109
2855,sp97ic.mps.gz,2,18000.00142,306963,18000.002940000002,592830,0.006276186,0.009740135,18000.00142,306963
2856,sp97ic.mps.gz,4,18000.00135,235206,18000.00138,525934,0.006907766,0.010448809,18000.00135,235206
2857,sp97ic.mps.gz,8,18000.00107,262621,18000.00239,534998,0.006670051999999999,0.009922555999999999,18000.00107,262621
2858,sp97ic.mps.gz,16,18000.000969999997,279913,18000.002930000002,575502,0.006489971,0.00977305,18000.000969999997,279913
2859,sp97ic.mps.gz,32,18000.002480000003,288521,18000.00207,563091,0.006406819,0.009796304,18000.00207,288521
2890,square37.mps.gz,2,18000.00889,283,18000.00619,219,0.593949931,0.619880737,18000.00619,219
2891,square37.mps.gz,4,18000.00083,256,18000.00176,282,0.593949931,0.593949931,18000.00083,256
2892,square37.mps.gz,8,18000.00343,346,18000.00335,322,0.561259424,0.580943781,18000.00335,322
2893,square37.mps.gz,16,18000.00803,322,18000.0054,298,0.580943781,0.593949931,18000.0054,298
2894,square37.mps.gz,32,18000.003090000002,303,18000.00175,227,0.593949931,0.598174891,18000.00175,227
2895,square41.mps.gz,2,18000.00374,265,18000.00525,262,0.64405011,0.64405011,18000.00374,262
2896,square41.mps.gz,4,18000.0016,265,18000.000930000002,263,0.64405011,0.64405011,18000.000930000002,263
2897,square41.mps.gz,8,18000.00314,263,18000.00219,266,0.64405011,0.64405011,18000.00219,263
2898,square41.mps.gz,16,18000.00513,254,18000.00302,262,0.64517924,0.64405011,18000.00302,254
2899,square41.mps.gz,32,18000.00421,247,18000.00543,264,0.648229626,0.64405011,18000.00421,247
2900,square47.mps.gz,2,18000.00763,53,18000.03123,51,1.094546814,1.094546814,18000.00763,51
2901,square47.mps.gz,4,18000.002809999998,52,18000.00812,51,1.094546814,1.160911751,18000.002809999998,51
2902,square47.mps.gz,8,18000.01441,53,18000.00829,50,1.094546814,1.160911751,18000.00829,50
2903,square47.mps.gz,16,18000.00345,51,18000.00774,51,1.094546814,1.160911751,18000.00345,51
2904,square47.mps.gz,32,18000.009990000002,51,18000.00789,52,1.094546814,1.094546814,18000.00789,51
2905,stp3d.mps.gz,2,18000.04488,21,18000.01448,38,1e+20,1e+20,18000.01448,21
2906,stp3d.mps.gz,4,18000.01615,25,18000.04841,42,1e+20,1e+20,18000.01615,25
2907,stp3d.mps.gz,8,18000.02003,26,18000.020080000002,43,1e+20,1e+20,18000.02003,26
2908,stp3d.mps.gz,16,18000.03606,26,18000.009830000003,37,1e+20,1e+20,18000.009830000003,26
2909,stp3d.mps.gz,32,18000.04001,30,18000.02337,41,1e+20,1e+20,18000.02337,30
2910,supportcase1.mps.gz,2,18000.00332,303,18000.00141,616,1e+20,1e+20,18000.00141,303
2911,supportcase1.mps.gz,4,18000.00307,303,18000.00123,1738,1e+20,1e+20,18000.00123,303
2912,supportcase1.mps.gz,8,18000.00543,303,18000.00245,1295,1e+20,1e+20,18000.00245,303
