,NAME,RANDOM SEED,TIME W/ CUTS,NODES W/ CUTS,TIME W/O CUTS,NODES W/O CUTS,GAP W/ CUTS,GAP W/O CUTS,Minimum Time,Minimum Nodes
875,leo2.mps.gz,2,18000.00126,123520,18000.002780000003,350859,0.036527912999999995,0.058771607000000003,18000.00126,123520
876,leo2.mps.gz,4,18000.00156,139315,18000.001930000002,365478,0.035769757,0.058742697999999996,18000.00156,139315
877,leo2.mps.gz,8,18000.00121,157100,18000.00237,432111,0.035598887,0.058645555999999995,18000.00121,157100
878,leo2.mps.gz,16,18000.00187,147332,18000.00315,351933,0.035769757,0.05875892,18000.00187,147332
879,leo2.mps.gz,32,18000.002109999998,111869,18000.002969999998,317027,0.037105301,0.059188004,18000.002109999998,111869
885,lrn.mps.gz,2,18000.00023,19453,18000.025990000002,1781650,0.000105849,0.000241468,18000.00023,19453
886,lrn.mps.gz,4,18000.00042,19325,18000.021780000003,1782458,0.000105927,0.000241458,18000.00042,19325
887,lrn.mps.gz,8,18000.000369999998,19604,18000.02434,1792025,0.00010581,0.00024123,18000.000369999998,19604
888,lrn.mps.gz,16,18000.0006,19604,18000.02282,1778179,0.00010581,0.00024155400000000003,18000.0006,19604
889,lrn.mps.gz,32,18000.00046,18981,18000.023419999998,1748544,0.000106117,0.000242015,18000.00046,18981
890,mad.mps.gz,2,18001.54236,16791770,18000.28575,74195236,1e+20,1e+20,18000.28575,16791770
891,mad.mps.gz,4,18000.20978,17092648,18000.28821,77448434,1e+20,1e+20,18000.20978,17092648
892,mad.mps.gz,8,18000.0482,21638270,18000.27022,78035167,1e+20,1e+20,18000.0482,21638270
893,mad.mps.gz,16,18000.050330000002,22317539,18000.40294,73432965,1e+20,1e+20,18000.050330000002,22317539
894,mad.mps.gz,32,18000.05554,22347980,18000.32864,67576075,1e+20,1e+20,18000.05554,22347980
940,markshare_5_0.mps.gz,2,18000.01166,177467283,18000.00736,193234011,1e+20,1e+20,18000.00736,177467283
941,markshare_5_0.mps.gz,4,18000.011290000002,178906210,18000.00626,196392985,1e+20,1e+20,18000.00626,178906210
942,markshare_5_0.mps.gz,8,18000.00419,181101581,18000.00511,195872008,1e+20,1e+20,18000.00419,181101581
943,markshare_5_0.mps.gz,16,18000.00888,181859037,18000.00645,196619308,1e+20,1e+20,18000.00645,181859037
944,markshare_5_0.mps.gz,32,18000.006690000002,181307550,18000.012459999998,195182549,1e+20,1e+20,18000.006690000002,181307550
945,markshare1.mps.gz,2,18000.467109999998,54689225,18000.116280000002,173173425,1e+20,1e+20,18000.116280000002,54689225
946,markshare1.mps.gz,4,18000.03672,49592822,18000.110230000002,168534904,1e+20,1e+20,18000.03672,49592822
947,markshare1.mps.gz,8,18000.07673,49183081,18000.11363,172567611,1e+20,1e+20,18000.07673,49183081
948,markshare1.mps.gz,16,18000.42197,42926607,18000.09715,186101124,1e+20,1e+20,18000.09715,42926607
949,markshare1.mps.gz,32,18000.32534,37891741,18000.09384,195766501,1e+20,1e+20,18000.09384,37891741
960,maxgasflow.mps.gz,2,18000.01339,1683552,18000.04883,4433189,0.024934306,0.084752001,18000.01339,1683552
961,maxgasflow.mps.gz,4,18000.012609999998,2118807,18000.050880000003,4387462,0.023823592999999997,0.084870995,18000.012609999998,2118807
962,maxgasflow.mps.gz,8,18000.01332,2676412,18000.05099,4359348,0.02252642,0.08493887800000001,18000.01332,2676412
963,maxgasflow.mps.gz,16,18000.01942,2611817,18000.053659999998,4419407,0.022679385,0.08478699599999999,18000.01942,2611817
964,maxgasflow.mps.gz,32,18000.01523,2633739,18000.06757,3345706,0.022629517999999998,0.088814944,18000.01523,2633739
995,milo-v12-6-r1-58-1.mps.gz,2,18000.007380000003,232892,18000.0444,3086783,0.0366014,0.282597803,18000.007380000003,232892
996,milo-v12-6-r1-58-1.mps.gz,4,18000.0061,226179,18000.042690000002,2768967,0.036744847000000004,0.285576846,18000.0061,226179
997,milo-v12-6-r1-58-1.mps.gz,8,18000.01151,218600,18000.04409,2888037,0.036933625,0.284382851,18000.01151,218600
998,milo-v12-6-r1-58-1.mps.gz,16,18000.00555,213647,18000.04586,3580536,0.037027266,0.279059571,18000.00555,213647
999,milo-v12-6-r1-58-1.mps.gz,32,18000.007530000003,228695,18000.0549,3041559,0.036687364,0.28296921199999997,18000.007530000003,228695
1000,milo-v13-4-3d-3-0.mps.gz,2,18000.11804,2197375,18000.20875,4187385,1.682578329,0.887363005,18000.11804,2197375
1001,milo-v13-4-3d-3-0.mps.gz,4,18000.09273,2331833,18000.15695,4059497,1.671402039,0.8926046409999999,18000.09273,2331833
1002,milo-v13-4-3d-3-0.mps.gz,8,18000.1021,2352124,18000.16632,4030616,1.669877275,0.893860601,18000.1021,2352124
1003,milo-v13-4-3d-3-0.mps.gz,16,18000.10319,2296134,18000.16385,3968541,1.6743884530000002,0.896550087,18000.10319,2296134
1004,milo-v13-4-3d-3-0.mps.gz,32,18000.10065,2776105,18000.15194,3835946,1.6405603619999998,0.9022568209999999,18000.10065,2776105
1040,moj-mining.mps.gz,2,18000.00544,5,18000.00581,4,14409512.56,14409512.56,18000.00544,4
1041,moj-mining.mps.gz,4,18000.00351,5,18000.0053,4,14409512.56,14409512.56,18000.00351,4
1042,moj-mining.mps.gz,8,18000.00489,5,18000.05897,4,14409512.56,14409512.56,18000.00489,4
1043,moj-mining.mps.gz,16,18000.00535,5,18000.00483,4,14409512.56,14409512.56,18000.00483,4
1044,moj-mining.mps.gz,32,18000.00368,5,18000.04854,5,14409512.56,14409512.56,18000.00368,5
1045,momentum1.mps.gz,2,18000.0049,124395,18000.00448,111207,0.107509348,0.389118631,18000.00448,111207
1046,momentum1.mps.gz,4,18000.00188,127592,18000.00317,115000,0.10704639199999999,0.388882429,18000.00188,115000
1047,momentum1.mps.gz,8,18000.001180000003,122067,18000.006530000002,116185,0.107716545,0.38885398200000004,18000.001180000003,116185
1048,momentum1.mps.gz,16,18000.00128,125853,18000.00464,110181,0.107324246,0.389118631,18000.00128,110181
1049,momentum1.mps.gz,32,18000.00128,134769,18000.00685,107957,0.106467635,0.389179216,18000.00128,107957
1100,n3seq24.mps.gz,2,18000.01551,36847,18000.002480000003,56771,0.003846154,0.003846154,18000.002480000003,36847
1101,n3seq24.mps.gz,4,18000.00465,44639,18000.00188,46944,0.003846154,0.003846154,18000.00188,44639
1102,n3seq24.mps.gz,8,18000.00609,46875,18000.001640000002,47223,0.003846154,0.003846154,18000.001640000002,46875
1103,n3seq24.mps.gz,16,18000.005559999998,36277,18000.00333,45577,0.003846154,0.003846154,18000.00333,36277
1104,n3seq24.mps.gz,32,18000.00592,35698,18000.001930000002,47601,0.003846154,0.003846154,18000.001930000002,35698
1115,neos-1067731.mps.gz,2,18000.01154,858884,18000.00935,621189,0.401311645,0.37008705,18000.00935,621189
1116,neos-1067731.mps.gz,4,18000.01151,861560,18000.01157,769380,0.40131148899999997,0.347697715,18000.01151,769380
1117,neos-1067731.mps.gz,8,18000.01187,866886,18000.01104,770219,0.401311211,0.347696964,18000.01104,770219
1118,neos-1067731.mps.gz,16,18000.01381,883412,18000.01134,770130,0.40130995399999997,0.347696964,18000.01134,770130
1119,neos-1067731.mps.gz,32,18000.01179,978356,18000.01066,767690,0.401300767,0.347724331,18000.01066,767690
1130,neos-1171737.mps.gz,2,18000.00069,9672,18000.00057,8128,0.015625,0.012987013,18000.00057,8128
1131,neos-1171737.mps.gz,4,18000.000630000002,9549,18000.00043,7982,0.015625,0.012987013,18000.00043,7982
1132,neos-1171737.mps.gz,8,18000.00068,9297,18000.00047,7888,0.015625,0.012987013,18000.00047,7888
1133,neos-1171737.mps.gz,16,18000.00074,8338,18000.001369999998,7890,0.015625,0.012987013,18000.00074,7890
1134,neos-1171737.mps.gz,32,18000.0006,7649,18000.00055,7982,0.015625,0.012987013,18000.00055,7649
1155,neos-1354092.mps.gz,2,18000.00388,15401,18000.001959999998,23269,1e+20,1e+20,18000.001959999998,15401
1156,neos-1354092.mps.gz,4,18000.00797,15568,18000.00198,23249,1e+20,1e+20,18000.00198,15568
1157,neos-1354092.mps.gz,8,18000.001369999998,15608,18000.00106,23271,1e+20,1e+20,18000.00106,15608
1158,neos-1354092.mps.gz,16,18000.00143,15456,18000.00697,23361,1e+20,1e+20,18000.00143,15456
1159,neos-1354092.mps.gz,32,18000.00089,15456,18000.00144,23284,1e+20,1e+20,18000.00089,15456
1180,neos-1442119.mps.gz,2,18000.02796,7302132,18000.03472,9506943,0.005524861999999999,0.005524861999999999,18000.02796,7302132
1181,neos-1442119.mps.gz,4,18000.02639,7408170,18000.03737,10462762,0.005524861999999999,0.005524861999999999,18000.02639,7408170
1182,neos-1442119.mps.gz,8,18000.0404,7366862,18000.02916,10923759,0.005524861999999999,0.005524861999999999,18000.02916,7366862
1183,neos-1442119.mps.gz,16,18000.02355,6701540,18000.03845,10549702,0.005524861999999999,0.005524861999999999,18000.02355,6701540
1184,neos-1442119.mps.gz,32,18000.02513,6791539,18000.03558,9208559,0.005524861999999999,0.005524861999999999,18000.02513,6791539
1215,neos-1593097.mps.gz,2,18000.0041,158023,18000.02968,1390074,0.18155354699999998,0.18165568699999998,18000.0041,158023
1216,neos-1593097.mps.gz,4,18000.004240000002,158571,18000.03016,1410988,0.18155354699999998,0.18165568699999998,18000.004240000002,158571
1217,neos-1593097.mps.gz,8,18000.004240000002,159373,18000.03197,1409809,0.18155354699999998,0.18165568699999998,18000.004240000002,159373
1218,neos-1593097.mps.gz,16,18000.00475,157651,18000.03212,1394481,0.18155354699999998,0.18165568699999998,18000.00475,157651
1219,neos-1593097.mps.gz,32,18000.0043,159088,18000.029619999998,1358061,0.18155354699999998,0.18165568699999998,18000.0043,159088
1225,neos16.mps.gz,2,18000.04606,7646452,18000.05111,11523142,0.02293578,0.025287356,18000.04606,7646452
1226,neos16.mps.gz,4,18000.04653,8280112,18000.06826,11414769,0.02293578,0.025287356,18000.04653,8280112
1227,neos16.mps.gz,8,18000.0443,8351604,18000.068209999998,12992267,0.02293578,0.025287356,18000.0443,8351604
1228,neos16.mps.gz,16,18000.05025,8040670,18000.05473,13372278,0.02293578,0.024110218,18000.05025,8040670
1229,neos16.mps.gz,32,18000.06324,7916117,18000.05134,13745479,0.02293578,0.02293578,18000.05134,7916117
1235,neos-1603965.mps.gz,2,18000.00436,178101,18000.01078,418680,0.000717403,0.000965245,18000.00436,178101
1236,neos-1603965.mps.gz,4,18000.00313,175891,18000.01379,378745,0.000718276,0.000968729,18000.00313,175891
1237,neos-1603965.mps.gz,8,18000.002790000002,166669,18000.008830000002,355496,0.000721489,0.0009713110000000001,18000.002790000002,166669
1238,neos-1603965.mps.gz,16,18000.24729,134503,18000.01026,348256,0.0007380269999999999,0.000972236,18000.01026,134503
1239,neos-1603965.mps.gz,32,18000.005090000002,130493,18000.00837,345018,0.000740228,0.000972561,18000.005090000002,130493
1240,neos-1605061.mps.gz,2,18000.00151,1709,18000.00032,6583,9.036363636,1.237532134,18000.00032,1709
1241,neos-1605061.mps.gz,4,18000.00061,1744,18000.00065,7602,9.036333831,1.237532134,18000.00061,1744
1242,neos-1605061.mps.gz,8,18000.00053,1717,18000.00045,8663,9.036363636,1.237532134,18000.00045,1717
1243,neos-1605061.mps.gz,16,18000.0004,1434,18000.00058,7403,9.077060539,1.237532134,18000.0004,1434
1244,neos-1605061.mps.gz,32,18000.00055,1468,18000.00053,5778,9.065924872,1.237532134,18000.00053,1468
1265,neos-2294525-abba.mps.gz,2,18000.00107,240677,18000.00365,89633,0.10688206300000001,1.428533658,18000.00107,89633
1266,neos-2294525-abba.mps.gz,4,18000.001480000003,256119,18000.00284,89270,0.10617375800000001,1.4285422269999999,18000.001480000003,89270
1267,neos-2294525-abba.mps.gz,8,18000.00111,236909,18000.00985,88835,0.10714888800000001,1.428592787,18000.00111,88835
1268,neos-2294525-abba.mps.gz,16,18000.0033,189126,18000.00379,90173,0.110575115,1.428520274,18000.0033,90173
1269,neos-2294525-abba.mps.gz,32,18000.00403,167635,18000.00225,92530,0.112039769,1.428291257,18000.00225,92530
1275,neos-2669500-cust.mps.gz,2,18000.01196,1114,18000.004,9923,0.020117917,0.008373176,18000.004,1114
1276,neos-2669500-cust.mps.gz,4,18000.02773,911,18000.004269999998,9861,0.020117917,0.008373176,18000.004269999998,911
1277,neos-2669500-cust.mps.gz,8,18000.013430000003,937,18000.00454,9861,0.020117917,0.008373176,18000.00454,937
1278,neos-2669500-cust.mps.gz,16,18000.04936,936,18000.00941,9864,0.020117917,0.008373176,18000.00941,936
1279,neos-2669500-cust.mps.gz,32,18000.0111,992,18000.005540000002,9887,0.020117917,0.008373176,18000.005540000002,992
1280,neos-2746589-doon.mps.gz,2,18000.01321,201563,18000.00446,145937,0.0015005329999999999,0.0028546179999999997,18000.00446,145937
1281,neos-2746589-doon.mps.gz,4,18000.01095,177807,18000.00712,112634,0.0015005329999999999,0.0028546179999999997,18000.00712,112634
1282,neos-2746589-doon.mps.gz,8,18000.00807,169115,18000.003230000002,97501,0.0015005329999999999,0.0028546179999999997,18000.003230000002,97501
1283,neos-2746589-doon.mps.gz,16,18000.003080000002,199016,18000.004419999997,126042,0.0015005329999999999,0.0028546179999999997,18000.003080000002,126042
1284,neos-2746589-doon.mps.gz,32,18000.01497,203656,18000.01574,160658,0.0015005329999999999,0.0028546179999999997,18000.01497,160658
1290,neos-2987202-jeir.mps.gz,2,18000.013130000003,288,18000.13121,462,0.064781849,0.038573377,18000.013130000003,288
1291,neos-2987202-jeir.mps.gz,4,18000.04059,313,18000.00889,471,0.064499977,0.038573377,18000.00889,313
1292,neos-2987202-jeir.mps.gz,8,18000.02,287,18000.166680000002,471,0.064781849,0.038573377,18000.02,287
1293,neos-2987202-jeir.mps.gz,16,18000.02087,317,18000.01301,465,0.064499977,0.038573377,18000.01301,317
1294,neos-2987202-jeir.mps.gz,32,18000.0291,311,18000.02675,415,0.064545807,0.038577189,18000.02675,311
1310,neos-3025225-shelon.mps.gz,2,18000.1119,1,18000.81495,1,1e+20,1e+20,18000.1119,1
1311,neos-3025225-shelon.mps.gz,4,18000.117469999997,1,18000.78345,1,1e+20,1e+20,18000.117469999997,1
1312,neos-3025225-shelon.mps.gz,8,18000.004269999998,1,18000.76426,1,1e+20,1e+20,18000.004269999998,1
1313,neos-3025225-shelon.mps.gz,16,18003.345269999998,1,18000.8079,1,1e+20,1e+20,18000.8079,1
1314,neos-3025225-shelon.mps.gz,32,18003.27531,1,18000.798469999998,1,1e+20,1e+20,18000.798469999998,1
1355,neos-3209462-rhin.mps.gz,2,18000.01394,19866,18000.00575,20311,1e+20,1e+20,18000.00575,19866
1356,neos-3209462-rhin.mps.gz,4,18000.02899,19645,18000.0071,20291,1e+20,1e+20,18000.0071,19645
1357,neos-3209462-rhin.mps.gz,8,18000.00575,18695,18000.00709,20149,1e+20,1e+20,18000.00575,18695
1358,neos-3209462-rhin.mps.gz,16,18000.006419999998,14693,18000.00775,20368,1e+20,1e+20,18000.006419999998,14693
1359,neos-3209462-rhin.mps.gz,32,18001.02904,14805,18000.24006,21876,1e+20,1e+20,18000.24006,14805
1365,neos-3214367-sovi.mps.gz,2,18000.00087,38,18000.000659999998,6206,1e+20,1e+20,18000.000659999998,38
1366,neos-3214367-sovi.mps.gz,4,18000.00912,1,18000.00043,6174,1e+20,1e+20,18000.00043,1
1367,neos-3214367-sovi.mps.gz,8,18000.00377,1062,18000.00056,6202,1e+20,1e+20,18000.00056,1062
1368,neos-3214367-sovi.mps.gz,16,18000.00146,665,18000.000340000002,6379,1e+20,1e+20,18000.000340000002,665
1369,neos-3214367-sovi.mps.gz,32,18000.00358,1084,18000.00114,6202,1e+20,1e+20,18000.00114,1084
1380,neos-3237086-abava.mps.gz,2,18000.054490000002,1,18000.02591,460,1e+20,1e+20,18000.02591,1
1381,neos-3237086-abava.mps.gz,4,18000.01203,1,18000.01253,459,1e+20,1e+20,18000.01203,1
1382,neos-3237086-abava.mps.gz,8,18000.009319999997,1,18000.04534,461,1e+20,1e+20,18000.009319999997,1
1383,neos-3237086-abava.mps.gz,16,18000.02393,1,18000.00825,476,1e+20,1e+20,18000.00825,1
1384,neos-3237086-abava.mps.gz,32,18000.08877,1,18000.0078,483,1e+20,1e+20,18000.0078,1
1385,neos-3352863-ancoa.mps.gz,2,18000.001819999998,5153,18000.000819999997,32674,0.051849237,0.066324855,18000.000819999997,5153
1386,neos-3352863-ancoa.mps.gz,4,18000.00153,5005,18000.00124,32674,0.051849237,0.066324855,18000.00124,5005
1387,neos-3352863-ancoa.mps.gz,8,18000.00109,4521,18000.00085,32556,0.051849237,0.066324855,18000.00085,4521
1388,neos-3352863-ancoa.mps.gz,16,18000.00364,4029,18000.00126,32078,0.051849237,0.066324855,18000.00126,4029
1389,neos-3352863-ancoa.mps.gz,32,18000.0012,4390,18000.00203,32745,0.051849237,0.06631015700000001,18000.0012,4390
1395,neos-3372571-onahau.mps.gz,2,18000.001519999998,3549,18000.00379,6219,0.13636449,0.1459116,18000.001519999998,3549
1396,neos-3372571-onahau.mps.gz,4,18000.00138,1803,18000.00892,5569,0.142614178,0.147706397,18000.00138,1803
1397,neos-3372571-onahau.mps.gz,8,18000.00331,2406,18000.00125,7867,0.140921054,0.142794272,18000.00125,2406
1398,neos-3372571-onahau.mps.gz,16,18000.00343,2406,18000.002790000002,8553,0.140921054,0.14165293699999998,18000.002790000002,2406
1399,neos-3372571-onahau.mps.gz,32,18000.00421,1406,18000.0013,9893,0.142614178,0.139737988,18000.0013,1406
1410,neos-3555904-turama.mps.gz,2,18000.01409,3090,18000.00746,2750,0.180115274,0.180115274,18000.00746,2750
1411,neos-3555904-turama.mps.gz,4,18000.002230000002,2956,18000.00229,2745,0.180115274,0.180115274,18000.002230000002,2745
1412,neos-3555904-turama.mps.gz,8,18000.00129,2950,18000.00292,2745,0.180115274,0.180115274,18000.00129,2745
1413,neos-3555904-turama.mps.gz,16,18000.00185,2998,18000.00485,2745,0.180115274,0.180115274,18000.00185,2745
1414,neos-3555904-turama.mps.gz,32,18000.00431,3044,18000.0014,2752,0.180115274,0.180115274,18000.0014,2752
1460,neos-3656078-kumeu.mps.gz,2,18000.003930000003,673,18000.0015,639,0.221881528,1e+20,18000.0015,639
1461,neos-3656078-kumeu.mps.gz,4,18000.01034,663,18000.00103,639,0.221881528,1e+20,18000.00103,639
1462,neos-3656078-kumeu.mps.gz,8,18000.0015,709,18000.000809999998,639,0.221677796,1e+20,18000.000809999998,639
1463,neos-3656078-kumeu.mps.gz,16,18000.000819999997,692,18000.0011,606,0.221677796,1e+20,18000.000819999997,606
1464,neos-3656078-kumeu.mps.gz,32,18000.00085,703,18000.005680000002,594,0.221677796,1e+20,18000.00085,594
1500,neos-3754480-nidda.mps.gz,2,18000.08169,48367462,18000.22733,52276772,1e+20,1e+20,18000.08169,48367462
1501,neos-3754480-nidda.mps.gz,4,18000.066000000003,49266279,18000.22726,51394264,1e+20,1e+20,18000.066000000003,49266279
1502,neos-3754480-nidda.mps.gz,8,18000.08103,48976691,18000.34246,46631483,1e+20,1e+20,18000.08103,46631483
1503,neos-3754480-nidda.mps.gz,16,18000.04375,54496960,18000.22542,48548173,1e+20,1e+20,18000.04375,48548173
1504,neos-3754480-nidda.mps.gz,32,18000.06044,53187418,18000.203869999998,49783386,1e+20,1e+20,18000.06044,49783386
1520,neos-3762025-ognon.mps.gz,2,18000.03334,2113293,18000.049890000002,5811203,0.005324496999999999,0.005324496999999999,18000.03334,2113293
1521,neos-3762025-ognon.mps.gz,4,18000.03381,2021097,18000.05335,6217396,0.005324496999999999,0.005324496999999999,18000.03381,2021097
1522,neos-3762025-ognon.mps.gz,8,18000.0287,2033075,18000.04978,5970061,0.005324496999999999,0.005324496999999999,18000.0287,2033075
1523,neos-3762025-ognon.mps.gz,16,18000.03142,2017722,18000.062680000003,5732336,0.005324496999999999,0.005324496999999999,18000.03142,2017722
1524,neos-3762025-ognon.mps.gz,32,18000.02147,1982436,18000.052630000002,4640078,0.005324496999999999,0.005324496999999999,18000.02147,1982436
1530,neos-4165869-wannon.mps.gz,2,18000.00318,143274,18000.00664,257113,0.016378683999999998,0.015948939,18000.00318,143274
1531,neos-4165869-wannon.mps.gz,4,18000.00316,144302,18000.014059999998,238688,0.016341459,0.016058763,18000.00316,144302
1532,neos-4165869-wannon.mps.gz,8,18000.00359,144975,18000.003090000002,251147,0.016306975,0.015948939,18000.003090000002,144975
1533,neos-4165869-wannon.mps.gz,16,18000.00331,168321,18000.00665,237979,0.015450146000000001,0.016058763,18000.00331,168321
1534,neos-4165869-wannon.mps.gz,32,18000.00269,190415,18000.00449,159052,0.015086926,0.017252998999999998,18000.00269,159052
1540,neos-4295773-pissa.mps.gz,2,18000.030440000002,94,18000.00849,1135,262.554938,1e+20,18000.00849,94
1541,neos-4295773-pissa.mps.gz,4,18000.0133,95,18000.004530000002,894,262.554938,1e+20,18000.004530000002,95
1542,neos-4295773-pissa.mps.gz,8,18000.16709,95,18000.00981,922,262.554938,1e+20,18000.00981,95
1543,neos-4295773-pissa.mps.gz,16,18000.002940000002,281,18000.012609999998,752,242.95363569999998,1e+20,18000.002940000002,281
1544,neos-4295773-pissa.mps.gz,32,18000.01615,284,18000.067619999998,633,242.95363569999998,1e+20,18000.01615,284
1545,neos-4300652-rahue.mps.gz,2,18000.00446,30786,18000.00201,77705,0.663697721,0.72824894,18000.00201,30786
1546,neos-4300652-rahue.mps.gz,4,18000.001490000002,31835,18000.002480000003,78408,0.649803941,0.72176255,18000.001490000002,31835
1547,neos-4300652-rahue.mps.gz,8,18000.00184,29241,18000.00232,78774,0.6975831709999999,0.719493102,18000.00184,29241
1548,neos-4300652-rahue.mps.gz,16,18000.00175,29566,18000.00646,82034,0.686036581,0.70013231,18000.00175,29566
1549,neos-4300652-rahue.mps.gz,32,18000.006409999998,30361,18000.27049,80562,0.671029368,0.708814299,18000.006409999998,30361
1565,neos-4335793-snake.mps.gz,2,18000.00584,1,18000.00843,4,1e+20,1e+20,18000.00584,1
1566,neos-4335793-snake.mps.gz,4,18000.006569999998,1,18000.00871,4,1e+20,1e+20,18000.006569999998,1
1567,neos-4335793-snake.mps.gz,8,18000.02345,1,18000.00371,4,1e+20,1e+20,18000.00371,1
1568,neos-4335793-snake.mps.gz,16,18000.00317,1,18000.0031,4,1e+20,1e+20,18000.0031,1
1569,neos-4335793-snake.mps.gz,32,18000.00328,1,18000.010290000002,4,1e+20,1e+20,18000.00328,1
1575,neos-4343293-stony.mps.gz,2,18000.0011,13293,18000.015190000002,472166,0.320181968,1.180677864,18000.0011,13293
1576,neos-4343293-stony.mps.gz,4,18000.00075,13596,18000.01568,456310,0.31915610899999997,1.180677864,18000.00075,13596
1577,neos-4343293-stony.mps.gz,8,18000.00268,13938,18000.01434,459372,0.317077727,1.180677864,18000.00268,13938
1578,neos-4343293-stony.mps.gz,16,18000.00101,13536,18000.015059999998,486292,0.31915610899999997,1.178104324,18000.00101,13536
1579,neos-4343293-stony.mps.gz,32,18000.00256,12692,18000.01562,487520,0.32619967,1.178104324,18000.00256,12692
1590,neos-4408804-prosna.mps.gz,2,18000.00463,323,18000.00696,2801,0.458022162,1.679918414,18000.00463,323
1591,neos-4408804-prosna.mps.gz,4,18000.00307,442,18000.015059999998,2873,0.44553375,1.679918414,18000.00307,442
1592,neos-4408804-prosna.mps.gz,8,18000.002419999997,528,18000.00463,2824,0.44553375,1.679918414,18000.002419999997,528
1593,neos-4408804-prosna.mps.gz,16,18000.00392,442,18000.005680000002,2875,0.44553375,1.679918414,18000.00392,442
1594,neos-4408804-prosna.mps.gz,32,18000.05447,423,18000.02405,2999,0.44553375,1.672777236,18000.02405,423
1595,neos-4409277-trave.mps.gz,2,18000.00228,89,18000.00124,95,1e+20,1e+20,18000.00124,89
1596,neos-4409277-trave.mps.gz,4,18000.00175,89,18000.00696,91,1e+20,1e+20,18000.00175,89
1597,neos-4409277-trave.mps.gz,8,18000.0021,89,18000.00124,94,1e+20,1e+20,18000.00124,89
1598,neos-4409277-trave.mps.gz,16,18000.02646,84,18000.001180000003,93,1e+20,1e+20,18000.001180000003,84
1599,neos-4409277-trave.mps.gz,32,18000.00124,89,18000.00168,94,1e+20,1e+20,18000.00124,89
1605,neos-4532248-waihi.mps.gz,2,18051.442890000002,1,18000.0213,65,1e+20,1e+20,18000.0213,1
1606,neos-4532248-waihi.mps.gz,4,18000.010019999998,1,18000.015519999997,65,1e+20,1e+20,18000.010019999998,1
1607,neos-4532248-waihi.mps.gz,8,18000.019819999998,1,18000.02303,66,1e+20,1e+20,18000.019819999998,1
1608,neos-4532248-waihi.mps.gz,16,18000.036180000003,1,18000.02056,70,1e+20,1e+20,18000.02056,1
1609,neos-4532248-waihi.mps.gz,32,18000.07736,1,18000.010619999997,101,1e+20,1e+20,18000.010619999997,1
1610,neos-4647030-tutaki.mps.gz,2,18000.0509,21335,18001.04536,42297,1.7e-05,0.017793708000000002,18000.0509,21335
1611,neos-4647030-tutaki.mps.gz,4,18000.12168,21293,18000.0763,40752,1.7e-05,0.017793708000000002,18000.0763,21293
1612,neos-4647030-tutaki.mps.gz,8,18000.002790000002,22094,18000.06369,34556,1.7e-05,0.017793708000000002,18000.002790000002,22094
1613,neos-4647030-tutaki.mps.gz,16,18000.100130000003,21107,18000.81927,36197,1.7e-05,0.017793708000000002,18000.100130000003,21107
1614,neos-4647030-tutaki.mps.gz,32,18000.09603,30246,18000.75731,36197,1.7e-05,0.017793708000000002,18000.09603,30246
1615,neos-4703857-ahuroa.mps.gz,2,18000.02128,16434,18000.02591,36879,3.45e-05,1.8100000000000003e-05,18000.02128,16434
1616,neos-4703857-ahuroa.mps.gz,4,18000.04403,22633,18000.012609999998,34479,3.37e-05,1.84e-05,18000.012609999998,22633
1617,neos-4703857-ahuroa.mps.gz,8,18000.058,27330,18000.016819999997,22607,3.2500000000000004e-05,2.05e-05,18000.016819999997,22607
1618,neos-4703857-ahuroa.mps.gz,16,18000.00625,25059,18000.03254,15027,3.3e-05,2.17e-05,18000.00625,15027
1619,neos-4703857-ahuroa.mps.gz,32,18000.0325,19612,18000.04545,28583,3.4e-05,1.91e-05,18000.0325,19612
1645,neos-4763324-toguru.mps.gz,2,18000.005259999998,431,18000.00851,30039,0.450218975,0.245190188,18000.005259999998,431
1646,neos-4763324-toguru.mps.gz,4,18000.00234,431,18000.00402,30067,0.450218975,0.245190188,18000.00234,431
1647,neos-4763324-toguru.mps.gz,8,18000.00432,431,18000.0149,30270,0.450218975,0.24130257100000002,18000.00432,431
1648,neos-4763324-toguru.mps.gz,16,18000.010459999998,431,18000.00356,30486,0.450035966,0.23926363899999997,18000.00356,431
1649,neos-4763324-toguru.mps.gz,32,18000.00134,431,18000.018490000002,30241,0.450035966,0.24130257100000002,18000.00134,431
1650,neos-4797081-pakoka.mps.gz,2,18000.03771,1,18000.01033,1,1e+20,1e+20,18000.01033,1
1651,neos-4797081-pakoka.mps.gz,4,18000.01417,1,18000.05666,1,1e+20,1e+20,18000.01417,1
1652,neos-4797081-pakoka.mps.gz,8,18000.01263,1,18000.00301,1,1e+20,1e+20,18000.00301,1
1653,neos-4797081-pakoka.mps.gz,16,18000.09268,1,18000.011130000003,1,1e+20,1e+20,18000.011130000003,1
1654,neos-4797081-pakoka.mps.gz,32,18000.01234,1,18000.03,1,1e+20,1e+20,18000.01234,1
1665,neos-4954274-beardy.mps.gz,2,18000.000969999997,14654,18000.001330000003,133809,0.150845196,0.202085442,18000.000969999997,14654
1666,neos-4954274-beardy.mps.gz,4,18000.00129,14635,18000.001369999998,131491,0.150852386,0.202156632,18000.00129,14635
1667,neos-4954274-beardy.mps.gz,8,18000.00086,15605,18000.00156,131512,0.145543266,0.20214734399999998,18000.00086,15605
