,NAME,RANDOM SEED,TIME W/ CUTS,TIME W/O CUTS,NODES W/ CUTS,NODES W/O CUTS,PRESOLVING TIME W/O CUTS,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,vars,bin_vars,int_vars,cont_vars,constr,linsetpart_constr,linsetpack_constr,linsetcov_constr,lincard_constr,lineqknap_constr,linbinpack_constr,linknaps_constr,linintknap_constr,linmixbin_constr,nonzeroes,obj_dyn,dynamism_mean,presol_vars,presol_int_vars,presol_constr
27,30_70_45_095_98.mps.gz,8,72.893989,28.38169,1,1,5.401639,5.339803,18.320866,72.893812,-5967.0,11.5,11.0,12.0,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.77706,0.0,9.303648549109834,0.0,9.430359045942868
28,30_70_45_095_98.mps.gz,16,73.054656,28.514885,1,1,5.401974,5.321815,18.315525,73.054487,-5967.0,11.5,11.0,12.0,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.77706,0.0,9.303648549109834,0.0,9.430359045942868
29,30_70_45_095_98.mps.gz,32,73.270904,28.514921,1,1,5.384647,5.330471,18.375729,73.270761,-5967.0,11.5,11.0,12.0,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.77706,0.0,9.303648549109834,0.0,9.430359045942868
30,30n20b8.mps.gz,2,173.30127,145.014465,1617,13632,23.200389,24.275041,26.198455,151.168264,107.09839101758216,121.76599018734493,90.0,151.38060569174547,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.595505,8.991313336173812,0.00024897298643097225,6.19644412779452
31,30n20b8.mps.gz,4,173.439038,145.014424,1617,13632,23.211753,24.27928,26.174883,151.272503,107.09839101758216,121.76599018734493,90.0,151.38060569174547,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.595505,8.991313336173812,0.00024897298643097225,6.19644412779452
32,30n20b8.mps.gz,8,172.683289,146.888286,1617,13632,23.280744,24.161242,26.067273,150.505366,107.09839101758216,121.76599018734493,90.0,151.38060569174547,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.595505,8.991313336173812,0.00024897298643097225,6.19644412779452
33,30n20b8.mps.gz,16,180.190327,142.425632,1617,13632,23.379767,24.219188,26.164493,156.891645,107.09839101758216,121.76599018734493,90.0,151.38060569174547,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.595505,8.991313336173812,0.00024897298643097225,6.19644412779452
34,30n20b8.mps.gz,32,179.806002,174.176122,1617,13632,24.089381,24.202585,26.151036,156.439448,107.09839101758216,121.76599018734493,90.0,151.38060569174547,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.595505,8.991313336173812,0.00024897298643097225,6.19644412779452
35,Test3.mps.gz,2,8.172098,19.395415,1,426,2.707835,2.756868,4.704393,8.17124,2241736.0000091013,2671192.2167286817,32.0,2673520.2113535767,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
36,Test3.mps.gz,4,8.169023,19.214805,1,426,2.708649,2.726845,4.677888,8.168169,2241736.0000091013,2671192.2167286817,32.0,2673520.2113535767,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
37,Test3.mps.gz,8,8.169711,19.428419,1,426,2.729699,2.716853,4.674505,8.168855,2241736.0000091013,2671192.2167286817,32.0,2673520.2113535767,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
38,Test3.mps.gz,16,8.172038,19.391066,1,426,2.741837,2.829849,4.757535,8.171188,2241736.0000091013,2671192.2167286817,32.0,2673520.2113535767,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
39,Test3.mps.gz,32,8.172219,17.12197,1,426,2.690899,2.845927,4.771423,8.171369,2241736.0000091013,2671192.2167286817,32.0,2673520.2113535767,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
40,ab51-40-100.mps.gz,2,807.061599,1517.798452,1316,1000,6.941959,7.624416,0.0,0.0,-3998177155848.0,0.0,0.0,-3998177155848.0,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.61842,0.0,9.447386828459384,0.0,9.383452989684827
41,ab51-40-100.mps.gz,4,808.51286,1515.25664,1316,1000,6.95134,8.208578,0.0,0.0,-3998177155848.0,0.0,0.0,-3998177155848.0,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.61842,0.0,9.447386828459384,0.0,9.383452989684827
42,ab51-40-100.mps.gz,8,808.115688,1531.32187,1316,1000,7.619221,8.222886,0.0,0.0,-3998177155848.0,0.0,0.0,-3998177155848.0,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.61842,0.0,9.447386828459384,0.0,9.383452989684827
43,ab51-40-100.mps.gz,16,810.304308,1516.31076,1316,1000,7.64308,8.214973,0.0,0.0,-3998177155848.0,0.0,0.0,-3998177155848.0,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.61842,0.0,9.447386828459384,0.0,9.383452989684827
44,ab51-40-100.mps.gz,32,808.684581,1515.967321,1316,1000,7.614611,8.228177,0.0,0.0,-3998177155848.0,0.0,0.0,-3998177155848.0,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.61842,0.0,9.447386828459384,0.0,9.383452989684827
45,ab67-40-100.mps.gz,2,314.041278,319.565533,73,75,8.319822,8.288267,19.256144,19.256144,-4706401663115.0,-4706401663115.0,1.0,-4706401663115.0,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
46,ab67-40-100.mps.gz,4,314.149197,318.978649,73,75,8.319381,8.329962,19.34436,19.34436,-4706401663115.0,-4706401663115.0,1.0,-4706401663115.0,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
47,ab67-40-100.mps.gz,8,313.746639,318.441448,73,75,8.324319,8.322062,19.323707,19.323707,-4706401663115.0,-4706401663115.0,1.0,-4706401663115.0,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
48,ab67-40-100.mps.gz,16,314.39939,319.202849,73,75,8.32324,8.244561,19.266292,19.266292,-4706401663115.0,-4706401663115.0,1.0,-4706401663115.0,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
49,ab67-40-100.mps.gz,32,313.978909,318.055483,73,75,8.322054,8.232996,19.257622,19.257622,-4706401663115.0,-4706401663115.0,1.0,-4706401663115.0,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
50,ab69-40-100.mps.gz,2,398.358564,433.656303,89,109,8.108621,7.370731,0.0,0.0,-4636145206664.0,0.0,0.0,-4636145206664.0,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
51,ab69-40-100.mps.gz,4,398.294842,433.08342,89,109,8.095319,7.408452,0.0,0.0,-4636145206664.0,0.0,0.0,-4636145206664.0,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
52,ab69-40-100.mps.gz,8,398.307474,433.276054,89,109,7.361539,7.395347,0.0,0.0,-4636145206664.0,0.0,0.0,-4636145206664.0,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
53,ab69-40-100.mps.gz,16,398.498496,431.647723,89,109,7.396365,7.417519,0.0,0.0,-4636145206664.0,0.0,0.0,-4636145206664.0,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
54,ab69-40-100.mps.gz,32,398.494323,432.665037,89,109,7.444755,7.395289,0.0,0.0,-4636145206664.0,0.0,0.0,-4636145206664.0,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
55,ab71-20-100.mps.gz,2,199.22898,198.970254,699,706,2.407901,2.419731,5.507191,8.054462,-2595744808603.0,-10885807586.685564,2.0,-2595744808603.0,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
56,ab71-20-100.mps.gz,4,198.902813,198.942821,699,706,2.411673,2.42713,5.517511,8.068524,-2595744808603.0,-10885807586.685564,2.0,-2595744808603.0,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
57,ab71-20-100.mps.gz,8,199.24043,198.96889,699,706,2.400702,2.412452,5.491203,8.04395,-2595744808603.0,-10885807586.685564,2.0,-2595744808603.0,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
58,ab71-20-100.mps.gz,16,200.124283,198.940419,699,706,2.420021,2.957495,6.282234,9.153571,-2595744808603.0,-10885807586.685564,2.0,-2595744808603.0,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
59,ab71-20-100.mps.gz,32,199.895148,196.467938,699,706,2.420241,2.9328,6.262059,9.129634,-2595744808603.0,-10885807586.685564,2.0,-2595744808603.0,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
60,ab72-40-100.mps.gz,2,668.970528,672.023428,152,152,7.184064,7.794789,0.0,0.0,-4570070608537.0,0.0,0.0,-4570070608537.0,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
61,ab72-40-100.mps.gz,4,668.880703,671.968449,152,152,7.191663,7.669507,0.0,0.0,-4570070608537.0,0.0,0.0,-4570070608537.0,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
62,ab72-40-100.mps.gz,8,668.280274,669.832862,152,152,7.794163,7.770161,0.0,0.0,-4570070608537.0,0.0,0.0,-4570070608537.0,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
63,ab72-40-100.mps.gz,16,668.906042,670.029025,152,152,7.785289,7.774789,0.0,0.0,-4570070608537.0,0.0,0.0,-4570070608537.0,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
64,ab72-40-100.mps.gz,32,670.539643,669.226938,152,152,7.812496,7.778151,0.0,0.0,-4570070608537.0,0.0,0.0,-4570070608537.0,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
65,acc-tight2.mps.gz,2,19.503565,12.603905,7,80,0.118298,0.123537,5.386614,17.742678,0.0,0.0,11.0,0.0,7.3901814282264295,1.0,0.0,0.0,7.832014180505469,0.1,0.06428571428571428,0.0,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.0037544091710758377,0.0,0.0,7.3901814282264295,0.0,7.832014180505469
66,acc-tight2.mps.gz,4,19.568768,12.600287,7,80,0.1182599999999999,0.111916,5.401347,17.809523,0.0,0.0,11.0,0.0,7.3901814282264295,1.0,0.0,0.0,7.832014180505469,0.1,0.06428571428571428,0.0,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.0037544091710758377,0.0,0.0,7.3901814282264295,0.0,7.832014180505469
